year	doy	gppCoeff	rCoeff	Q	nll	converge
2013	122	2.85276459218161e-12	-6.55408332149627e-11	0.00116634760546216	-281.943361282352	0
2013	123	4.99676668990743e-12	-8.1679847781987e-10	0.000554116675738249	-335.550411929125	0
2013	124	1.35567177548913e-06	-2.0817212954911e-07	0.00720820542887978	-150.817418531514	0
2013	125	1.09123139060097e-06	-1.0416053637535e-05	0.00160927895134558	-258.786028751077	0
2013	126	9.96236030458887e-07	-8.09278099472351e-10	0.00205197788344643	-239.595216580905	0
2013	127	1.5715553786492e-06	-0.000646064975603251	0.00857949200659254	-138.266474762092	0
2013	128	1.09514563512463e-10	-1.99514913260284e-09	0.0115033615528759	-117.169151494445	0
2013	129	8.68734781139007e-07	-2.81674447138209e-08	0.0148941615614919	-98.5625212881443	0
2013	130	2.83471249880043e-05	-0.000713488094307241	0.00134648712121586	-271.609470265799	0
2013	131	3.37224476976413e-06	-1.35208296533809e-09	0.00106111502378567	-288.756838717616	0
2013	132	1.71930659230795e-06	-0.00032176415307598	0.000842873668891224	-305.335061321549	0
2013	133	2.61851559675274e-06	-0.000704749609386702	0.000306121819097076	-378.263804790691	0
2013	134	1.97530065494823e-06	-0.000239987686133782	0.000729434900629672	-313.548745270553	0
2013	135	1.93679625501287e-06	-0.000741484600584644	0.00027286503822902	-386.538230760715	0
2013	136	8.99305287915533e-07	-9.26566063237614e-09	0.000920423234472563	-298.991696302298	0
2013	137	3.23228337832198e-06	-1.15593688629501e-09	0.000616233979961958	-311.947260708182	0
2013	138	3.27053064998246e-09	-2.36940698188455e-06	0.012692094090862	-110.068968225774	0
2013	139	1.2151988884185e-06	-1.02737243695906e-08	0.0028181933480716	-218.437423643638	0
2013	140	2.67465394809879e-11	-2.73239466375599e-08	0.00362877283868467	-200.238372461969	0
2013	141	2.24891753044846e-11	-0.00024366257630278	0.0034673759798274	-203.507830625608	0
2013	142	2.14948144021546e-06	-4.13631192170782e-07	0.000856129757833646	-304.21507258813	0
2013	143	1.16969924064853e-05	-8.68947758491674e-10	0.000376760493116092	-363.309308758264	0
2013	144	3.78764704019505e-06	-0.000569631308579147	5.69541576997447e-05	-495.883101190293	0
2013	145	1.37902809716626e-06	-0.000123119137206354	6.78460369401209e-05	-486.755554904479	0
2013	146	4.03843343937322e-07	-7.37513257259025e-10	0.000112109506261839	-450.580862383352	0
2013	147	4.57181878629949e-12	-4.35347631959991e-10	0.000515844260418488	-340.694121891371	0
2013	148	9.91599496546926e-12	-2.15203030484159e-10	7.42851292957307e-05	-480.212267162742	0
2013	149	4.12051039932775e-06	-0.000293994098154514	8.44069323223556e-05	-471.022350480446	0
2013	150	4.99326128400399e-07	-3.4843723540657e-05	0.000927129029087437	-298.48954041063	0
2013	151	3.96733904315087e-07	-4.44029957185332e-07	0.000978805440273212	-294.58160006884	0
2013	152	3.63151981940388e-06	-0.000460517279068832	0.000436289743724045	-352.749703787737	0
