year	doy	gppCoeff	rCoeff	Q	nll	converge
2014	116	1.01520777099975e-14	-3.29861426940527e-08	0.37597216679339	22.3159579510643	0
2014	117	4.5019839668864e-05	-0.0936886674779155	0.283981260561357	18.947489594625	0
2014	118	0.000127356687263335	-0.212829393630609	0.225220660326367	16.1663890955184	0
2014	119	1.14595688527029e-08	-0.0029297867431581	0.0953920926930489	5.85784474203104	0
2014	120	0.000198642276197069	-0.0847428218648183	0.0654577971385105	1.33769653099541	0
2014	121	0.000143974932546244	-0.139554305859136	0.0393106319198549	-4.78089161618605	0
2014	122	0.000165668003262897	-0.000154097326842897	0.608875975775868	26.9308334763517	0
2014	124	3.3017254168178e-11	-0.0485403070390314	0.177261758421673	10.5237136938494	0
2014	133	7.92855248998792e-05	-0.0306089286732789	0.0223994499877392	-10.5696021436506	0
2014	134	1.85591464569702e-05	-0.021838259301156	0.000786361522508099	-49.5685868647085	0
2014	135	1.69595272543805e-10	-0.0284036163120191	0.0114542848314084	-19.5825282182313	0
2014	136	2.84217358789982e-05	-0.0180678734310269	0.0030199924690604	-35.5723812221663	0
2014	137	2.99204587150145e-05	-0.0207409310713872	0.0055264458639559	-28.3247559588116	0
2014	138	9.63178278104674e-11	-0.0120584069403605	0.00892043523533283	-22.5768693510681	0
2014	139	2.52295138846803e-05	-0.00983278006476276	0.0166560040875314	-15.0867177654978	0
2014	140	4.20180361547691e-05	-0.0179496138179854	0.0272523009408742	-9.17817964918258	0
2014	141	6.22536489854329e-06	-0.000745735221124019	0.00459617031157025	-30.5374921026701	0
2014	142	1.70606511799206e-05	-0.00913350486237275	0.00310248501691206	-35.2512294589972	0
2014	143	1.99783598046537e-05	-0.00449613233938602	0.00929113463273263	-22.0887650597437	0
2014	144	1.80647806328647e-05	-0.000392540266767407	0.0125515369035503	-18.479015489217	0
2014	145	4.91357420576732e-08	-0.00782852625320088	0.0216876657657094	-11.4206503755817	0
2014	146	1.58541987497142e-05	-0.00746983885499129	0.00442184823966029	-30.9998662679529	0
2014	147	4.46051361062216e-12	-5.87027861498295e-12	0.00517941896077102	-29.1015535260073	0
2014	148	2.59668415504459e-05	-0.0092191781466724	0.013023266081325	-18.0389644300712	0
2014	149	1.31146063798172e-05	-4.40402046558702e-08	0.0092172666204452	-22.1850594756823	0
2014	150	7.26947899328035e-05	-0.0184065026915881	0.010738705243098	-20.352914786151	0
2014	151	2.29310185163827e-05	-0.00776671358213676	0.0109262845876584	-19.3048319624441	0
2014	152	3.17534362040623e-05	-0.0126677498122656	0.0147938341671441	-16.5069739040516	0
2014	153	4.35716470457861e-05	-0.0162340822539779	0.00754122668726509	-23.5686549421906	0
2014	154	5.68880991174873e-06	-3.52087785614219e-10	0.0357627475551597	-5.91437201889015	0
2014	155	1.14736549485529e-05	-5.8178059037578e-08	0.05334079023808	-1.07074737949813	0
2014	156	3.33667951372658e-12	-9.12165353193811e-11	0.041603108387609	-4.1002748242928	0
2014	157	8.70889317672259e-05	-0.0286397369607607	0.0423345095219127	-3.89068136487453	0
2014	158	2.16300148903084e-11	-1.91679158566709e-07	0.0436407763223333	-3.52795999312686	0
2014	159	4.8139608276889e-11	-4.36446052806238e-10	0.0231159571617488	-11.150700380865	0
2014	160	1.71437405732456e-06	-0.00292584780703166	0.0456255958619167	-2.99222706707779	0
2014	161	3.32505600206148e-05	-0.0151609362587591	0.0220323136978318	-11.7269173982152	0
2014	162	1.79937166105084e-05	-0.00272831134590627	0.0500557043216046	-1.87963723556547	0
2014	163	4.61052990575863e-11	-0.00379339648905015	0.0137636631411316	-17.3725735574084	0
2014	164	3.44845046927279e-05	-0.0207750856139914	0.033489039802926	-6.70424956682581	0
2014	165	4.03253952533817e-05	-0.0216249576897188	0.13913420079941	10.3860411003769	0
2014	166	2.87733933472602e-05	-0.00967724469686281	0.0152766920679277	-16.1215008728946	0
2014	167	1.34174279266884e-11	-0.0070922015370483	0.0100103884081156	-21.1960491992703	0
2014	168	0.000145005435820951	-0.0357249482688178	0.0737932786152945	2.77699856775869	0
2014	169	2.046308098239e-10	-0.00908966450965622	0.326462732252994	20.6204494045139	0
2014	170	0.000103943247549517	-0.0480221448455426	0.0651073968955507	1.27305087532272	0
2014	171	6.78497508076971e-05	-0.0284649300420479	0.0422620951965192	-3.91381126392991	0
2014	172	4.81850525100564e-05	-0.0214564157356473	0.0703585077817827	2.20266900055315	0
2014	173	1.30710125558521e-12	-0.0109578839234417	0.0192072239664405	-13.3760522519628	0
2014	174	3.68515274415268e-05	-0.0310221254038476	0.0438805256571481	-3.4591104391589	0
2014	175	3.90213576838473e-12	-0.0638935512815089	0.192917851235675	14.3069529707931	0
2014	176	2.68313285289208e-05	-0.0207813107282985	0.428677426727655	22.8196864319461	0
2014	177	0.000340882073254186	-0.0621157518787363	0.17326784804018	13.0199441724146	0
2014	178	0.000328385046333796	-0.0812843800518024	0.207416859003501	15.1793760833792	0
2014	179	0.000115975166110071	-0.0380292824395602	0.0459419055543101	-2.78910570526357	0
2014	180	0.000247876703964789	-0.103010575336005	0.151105609804557	11.36726648418	1
2014	181	5.89756527310086e-10	-0.0589928348535862	0.307232993160491	19.8900811889814	0
2014	182	0.000418539563835431	-0.0954406955702209	0.102899949442339	6.76502075451031	0
2014	183	4.82176374297371e-08	-0.0348484989970338	0.261321293791525	17.9495268083266	0
2014	184	9.94301062839305e-07	-0.000378354535024804	0.569343716060371	27.2312741398731	0
