dateTime	ShortWave
2013-06-12 07:00	0
2013-06-12 08:00	0
2013-06-12 09:00	0
2013-06-12 10:00	0
2013-06-12 11:00	61.11600113
2013-06-12 12:00	160.9109955
2013-06-12 13:00	262.0020142
2013-06-12 14:00	371.7929993
2013-06-12 15:00	620.2819824
2013-06-12 16:00	719.21698
2013-06-12 17:00	806.9349976
2013-06-12 18:00	828.5269775
2013-06-12 19:00	799.5390015
2013-06-12 20:00	733.4689941
2013-06-12 21:00	403.3269958
2013-06-12 22:00	308.3359985
2013-06-12 23:00	208.3999939
2013-06-13 00:00	101.9049988
2013-06-13 01:00	34.12799835
2013-06-13 02:00	0
2013-06-13 03:00	0
2013-06-13 04:00	0
2013-06-13 05:00	0
2013-06-13 06:00	0
2013-06-13 07:00	0
2013-06-13 08:00	0
2013-06-13 09:00	0
2013-06-13 10:00	0
2013-06-13 11:00	64.65599823
2013-06-13 12:00	226.1920013
2013-06-13 13:00	368.1870117
2013-06-13 14:00	522.4450073
2013-06-13 15:00	674.1010132
2013-06-13 16:00	781.6820068
2013-06-13 17:00	877.1170044
2013-06-13 18:00	879.7360229
2013-06-13 19:00	849.1220093
2013-06-13 20:00	779.1589966
2013-06-13 21:00	689.1380005
2013-06-13 22:00	527.1300049
2013-06-13 23:00	356.6359863
2013-06-14 00:00	163.5820007
2013-06-14 01:00	55.3390007
2013-06-14 02:00	0
2013-06-14 03:00	0
2013-06-14 04:00	0
2013-06-14 05:00	0
2013-06-14 06:00	0
2013-06-14 07:00	0
2013-06-14 08:00	0
2013-06-14 09:00	0
2013-06-14 10:00	0
2013-06-14 11:00	65.14399719
2013-06-14 12:00	226.503006
2013-06-14 13:00	368.6350098
2013-06-14 14:00	523.0830078
2013-06-14 15:00	633.1439819
2013-06-14 16:00	734.257019
2013-06-14 17:00	824.0040283
2013-06-14 18:00	864.992981
2013-06-14 19:00	835.0549927
2013-06-14 20:00	766.4459839
2013-06-14 21:00	687.4089966
2013-06-14 22:00	526.09198
2013-06-14 23:00	356.269989
2013-06-15 00:00	168
2013-06-15 01:00	57.36299896
2013-06-15 02:00	0
2013-06-15 03:00	0
2013-06-15 04:00	0
2013-06-15 05:00	0
2013-06-15 06:00	0
2013-06-15 07:00	0
2013-06-15 08:00	0
2013-06-15 09:00	0
2013-06-15 10:00	0
2013-06-15 11:00	42.06600189
2013-06-15 12:00	159.0809937
2013-06-15 13:00	258.8999939
2013-06-15 14:00	367.3940125
2013-06-15 15:00	587.9920044
2013-06-15 16:00	681.9710083
2013-06-15 17:00	765.4299927
2013-06-15 18:00	849.4899902
2013-06-15 19:00	820.2470093
2013-06-15 20:00	753.0430298
2013-06-15 21:00	669.6870117
2013-06-15 22:00	512.7919922
2013-06-15 23:00	347.572998
2013-06-16 00:00	155.977005
2013-06-16 01:00	53.7140007
2013-06-16 02:00	0
2013-06-16 03:00	0
2013-06-16 04:00	0
2013-06-16 05:00	0
2013-06-16 06:00	0
2013-06-16 07:00	0
2013-06-16 08:00	0
2013-06-16 09:00	0
2013-06-16 10:00	0
2013-06-16 11:00	62.49700165
2013-06-16 12:00	224.2910004
2013-06-16 13:00	365.0660095
2013-06-16 14:00	518.1099854
2013-06-16 15:00	671.3540039
2013-06-16 16:00	778.757019
2013-06-16 17:00	874.1829834
2013-06-16 18:00	882.473999
2013-06-16 19:00	852.2609863
2013-06-16 20:00	782.6240234
2013-06-16 21:00	695.4279785
2013-06-16 22:00	532.7620239
2013-06-16 23:00	361.4100037
2013-06-17 00:00	167.951004
2013-06-17 01:00	58.28900146
2013-06-17 02:00	0
2013-06-17 03:00	0
2013-06-17 04:00	0
2013-06-17 05:00	0
2013-06-17 06:00	0
2013-06-17 07:00	0
2013-06-17 08:00	0
2013-06-17 09:00	0
2013-06-17 10:00	0
2013-06-17 11:00	63.83399963
2013-06-17 12:00	223.5319977
2013-06-17 13:00	363.9200134
2013-06-17 14:00	516.5720825
2013-06-17 15:00	665.4169922
2013-06-17 16:00	771.9829712
2013-06-17 17:00	866.7089844
2013-06-17 18:00	871.8270264
2013-06-17 19:00	842.1400146
2013-06-17 20:00	773.5130005
2013-06-17 21:00	678.1199951
2013-06-17 22:00	519.7420044
2013-06-17 23:00	352.8540039
2013-06-18 00:00	163.0410004
2013-06-18 01:00	56.98600006
2013-06-18 02:00	0
2013-06-18 03:00	0
2013-06-18 04:00	0
2013-06-18 05:00	0
2013-06-18 06:00	0
2013-06-18 07:00	0
2013-06-18 08:00	0
2013-06-18 09:00	0
2013-06-18 10:00	0
2013-06-18 11:00	60.76800156
2013-06-18 12:00	211.8009949
2013-06-18 13:00	344.9490051
2013-06-18 14:00	489.7550049
2013-06-18 15:00	655.4249878
2013-06-18 16:00	760.5130005
2013-06-18 17:00	853.9680176
2013-06-18 18:00	872.5570068
2013-06-18 19:00	843.0050049
2013-06-18 20:00	774.4860229
2013-06-18 21:00	689.8540039
2013-06-18 22:00	528.9650269
2013-06-18 23:00	359.3770142
2013-06-19 00:00	169.6190033
2013-06-19 01:00	59.66400146
2013-06-19 02:00	0
2013-06-19 03:00	0
2013-06-19 04:00	0
2013-06-19 05:00	0
2013-06-19 06:00	0
2013-06-19 07:00	0
2013-06-19 08:00	0
2013-06-19 09:00	0
2013-06-19 10:00	0
2013-06-19 11:00	64.15799713
2013-06-19 12:00	225.8890076
2013-06-19 13:00	368.07901
2013-06-19 14:00	522.7420044
2013-06-19 15:00	672.9390259
2013-06-19 16:00	780.973999
2013-06-19 17:00	877.0900269
2013-06-19 18:00	881.2589722
2013-06-19 19:00	851.572998
2013-06-19 20:00	782.5319824
2013-06-19 21:00	693.5789795
2013-06-19 22:00	532.0380249
2013-06-19 23:00	361.7080078
2013-06-20 00:00	168.352005
2013-06-20 01:00	59.55599976
2013-06-20 02:00	0
2013-06-20 03:00	0
2013-06-20 04:00	0
2013-06-20 05:00	0
2013-06-20 06:00	0
2013-06-20 07:00	0
2013-06-20 08:00	0
2013-06-20 09:00	0
2013-06-20 10:00	0
2013-06-20 11:00	61.9109993
2013-06-20 12:00	222.5919952
2013-06-20 13:00	362.9379883
2013-06-20 14:00	515.6149902
2013-06-20 15:00	664.2050171
2013-06-20 16:00	770.9869995
2013-06-20 17:00	866.0269775
2013-06-20 18:00	869.6439819
2013-06-20 19:00	840.5059814
2013-06-20 20:00	772.5289917
2013-06-20 21:00	680.9879761
2013-06-20 22:00	522.5770874
2013-06-20 23:00	355.4960022
2013-06-21 00:00	164.5579987
2013-06-21 01:00	58.50699997
2013-06-21 02:00	0
2013-06-21 03:00	0
2013-06-21 04:00	0
2013-06-21 05:00	0
2013-06-21 06:00	0
2013-06-21 07:00	0
2013-06-21 08:00	0
2013-06-21 09:00	0
2013-06-21 10:00	0
2013-06-21 11:00	61.93999863
2013-06-21 12:00	139.3439941
2013-06-21 13:00	227.3739929
2013-06-21 14:00	323.1499939
2013-06-21 15:00	320.8439941
2013-06-21 16:00	372.5020142
2013-06-21 17:00	418.4949951
2013-06-21 18:00	675.5469971
2013-06-21 19:00	653.0339966
2013-06-21 20:00	600.3430176
2013-06-21 21:00	665.9890137
2013-06-21 22:00	511.2470093
2013-06-21 23:00	347.9840088
2013-06-22 00:00	162.125
2013-06-22 01:00	57.89500046
2013-06-22 02:00	0
2013-06-22 03:00	0
2013-06-22 04:00	0
2013-06-22 05:00	0
2013-06-22 06:00	0
2013-06-22 07:00	0
2013-06-22 08:00	0
2013-06-22 09:00	0
2013-06-22 10:00	0
2013-06-22 11:00	23.47599983
2013-06-22 12:00	122.4160004
2013-06-22 13:00	199.9320068
2013-06-22 14:00	284.2749939
2013-06-22 15:00	391.6279907
2013-06-22 16:00	454.7860107
2013-06-22 17:00	511.0390015
2013-06-22 18:00	685.6829834
2013-06-22 19:00	662.9539795
2013-06-22 20:00	609.5839844
2013-06-22 21:00	580.3959961
2013-06-22 22:00	445.6860046
2013-06-22 23:00	303.5140076
2013-06-23 00:00	172.6060028
2013-06-23 01:00	61.86800003
2013-06-23 02:00	0
2013-06-23 03:00	0
2013-06-23 04:00	0
2013-06-23 05:00	0
2013-06-23 06:00	0
2013-06-23 07:00	0
2013-06-23 08:00	0
2013-06-23 09:00	0
2013-06-23 10:00	0
2013-06-23 11:00	59.1269989
2013-06-23 12:00	213.3789978
2013-06-23 13:00	348.848999
2013-06-23 14:00	496.2619934
2013-06-23 15:00	643.867981
2013-06-23 16:00	747.882019
2013-06-23 17:00	840.5560303
2013-06-23 18:00	809.4790039
2013-06-23 19:00	782.7849731
2013-06-23 20:00	719.90802
2013-06-23 21:00	504.8200073
2013-06-23 22:00	387.7640076
2013-06-23 23:00	264.1879883
2013-06-24 00:00	142.3880005
2013-06-24 01:00	51.19599915
2013-06-24 02:00	0
2013-06-24 03:00	0
2013-06-24 04:00	0
2013-06-24 05:00	0
2013-06-24 06:00	0
2013-06-24 07:00	0
2013-06-24 08:00	0
2013-06-24 09:00	0
2013-06-24 10:00	0
2013-06-24 11:00	45.48799896
2013-06-24 12:00	148.477005
2013-06-24 13:00	243.0220032
2013-06-24 14:00	345.9070129
2013-06-24 15:00	557.0650024
2013-06-24 16:00	647.2199707
2013-06-24 17:00	727.5709839
2013-06-24 18:00	844.2269897
2013-06-24 19:00	816.5300293
2013-06-24 20:00	751.0800171
2013-06-24 21:00	572.3359985
2013-06-24 22:00	439.7420044
2013-06-24 23:00	299.7200012
2013-06-25 00:00	144.9929962
2013-06-25 01:00	52.26200104
2013-06-25 02:00	0
2013-06-25 03:00	0
2013-06-25 04:00	0
2013-06-25 05:00	0
2013-06-25 06:00	0
2013-06-25 07:00	0
2013-06-25 08:00	0
2013-06-25 09:00	0
2013-06-25 10:00	0
2013-06-25 11:00	29.37100029
2013-06-25 12:00	116.3399963
2013-06-25 13:00	190.6640015
2013-06-25 14:00	271.5469971
2013-06-25 15:00	457.0400085
2013-06-25 16:00	531.1500244
2013-06-25 17:00	597.21698
2013-06-25 18:00	668.1599731
2013-06-25 19:00	646.3540039
2013-06-25 20:00	594.6469727
2013-06-25 21:00	604.9050293
2013-06-25 22:00	464.875
2013-06-25 23:00	316.9580078
2013-06-26 00:00	142.8849945
2013-06-26 01:00	51.59899902
2013-06-26 02:00	0
2013-06-26 03:00	0
2013-06-26 04:00	0
2013-06-26 05:00	0
2013-06-26 06:00	0
2013-06-26 07:00	0
2013-06-26 08:00	0
2013-06-26 09:00	0
2013-06-26 10:00	0
2013-06-26 11:00	39.85400009
2013-06-26 12:00	109.4260025
2013-06-26 13:00	179.5859985
2013-06-26 14:00	255.9380035
2013-06-26 15:00	537.9660034
2013-06-26 16:00	625.3740234
2013-06-26 17:00	703.315979
2013-06-26 18:00	786.4849854
2013-06-26 19:00	760.9439697
2013-06-26 20:00	700.1900024
2013-06-26 21:00	596.7930298
2013-06-26 22:00	458.7359924
2013-06-26 23:00	312.8599854
2013-06-27 00:00	150.3509979
2013-06-27 01:00	54.36199951
2013-06-27 02:00	0
2013-06-27 03:00	0
2013-06-27 04:00	0
2013-06-27 05:00	0
2013-06-27 06:00	0
2013-06-27 07:00	0
2013-06-27 08:00	0
2013-06-27 09:00	0
2013-06-27 10:00	0
2013-06-27 11:00	54.24300003
2013-06-27 12:00	208.0859985
2013-06-27 13:00	342.0289917
2013-06-27 14:00	487.7919922
2013-06-27 15:00	570.1879883
2013-06-27 16:00	663.026001
2013-06-27 17:00	745.8300171
2013-06-27 18:00	822.0960083
2013-06-27 19:00	795.5300293
2013-06-27 20:00	732.1279907
2013-06-27 21:00	647.3880005
2013-06-27 22:00	497.7149963
2013-06-27 23:00	339.5209961
2013-06-28 00:00	166.25
2013-06-28 01:00	60.14899826
2013-06-28 02:00	0
2013-06-28 03:00	0
2013-06-28 04:00	0
2013-06-28 05:00	0
2013-06-28 06:00	0
2013-06-28 07:00	0
2013-06-28 08:00	0
2013-06-28 09:00	0
2013-06-28 10:00	0
2013-06-28 11:00	56.9980011
2013-06-28 12:00	215.746994
2013-06-28 13:00	355.2130127
2013-06-28 14:00	506.9790039
2013-06-28 15:00	656.7670288
2013-06-28 16:00	763.9370117
2013-06-28 17:00	859.5440063
2013-06-28 18:00	706.8300171
2013-06-28 19:00	684.0999756
2013-06-28 20:00	629.6719971
2013-06-28 21:00	422.3439941
2013-06-28 22:00	324.7479858
2013-06-28 23:00	221.5670013
2013-06-29 00:00	97.83599854
2013-06-29 01:00	35.39699936
2013-06-29 02:00	0
2013-06-29 03:00	0
2013-06-29 04:00	0
2013-06-29 05:00	0
2013-06-29 06:00	0
2013-06-29 07:00	0
2013-06-29 08:00	0
2013-06-29 09:00	0
2013-06-29 10:00	0
2013-06-29 11:00	25.01399994
2013-06-29 12:00	99.7990036
2013-06-29 13:00	164.6069946
2013-06-29 14:00	235.128006
2013-06-29 15:00	371.0859985
2013-06-29 16:00	431.7780151
2013-06-29 17:00	485.9299927
2013-06-29 18:00	625.6719971
2013-06-29 19:00	605.6469727
2013-06-29 20:00	557.5380249
2013-06-29 21:00	471.4089966
2013-06-29 22:00	362.5169983
2013-06-29 23:00	247.3619995
2013-06-30 00:00	95.00800323
2013-06-30 01:00	34.35300064
2013-06-30 02:00	0
2013-06-30 03:00	0
2013-06-30 04:00	0
2013-06-30 05:00	0
2013-06-30 06:00	0
2013-06-30 07:00	0
2013-06-30 08:00	0
2013-06-30 09:00	0
2013-06-30 10:00	0
2013-06-30 11:00	56.9469986
2013-06-30 12:00	193.8509979
2013-06-30 13:00	320.3519897
2013-06-30 14:00	457.9920044
2013-06-30 15:00	635.8930054
2013-06-30 16:00	740.1430054
2013-06-30 17:00	833.1719971
2013-06-30 18:00	869.190979
2013-06-30 19:00	841.5020142
2013-06-30 20:00	774.757019
2013-06-30 21:00	695.4910278
2013-06-30 22:00	534.8829956
2013-06-30 23:00	364.9949951
2013-07-01 00:00	181.2799988
2013-07-01 01:00	65.46601105
2013-07-01 02:00	0
2013-07-01 03:00	0
2013-07-01 04:00	0
2013-07-01 05:00	0
2013-07-01 06:00	0
2013-07-01 07:00	0
2013-07-01 08:00	0
2013-07-01 09:00	0
2013-07-01 10:00	0
2013-07-01 11:00	58.47299957
2013-07-01 12:00	215.8939972
2013-07-01 13:00	357.5150146
2013-07-01 14:00	515.6799927
2013-07-01 15:00	647.3699951
2013-07-01 16:00	785.1939697
2013-07-01 17:00	871.8930054
2013-07-01 18:00	901.1859741
2013-07-01 19:00	858.8410034
2013-07-01 20:00	803.9459839
2013-07-01 21:00	701.2550049
2013-07-01 22:00	550.6290283
2013-07-01 23:00	383.8240051
2013-07-02 00:00	182.6069946
2013-07-02 01:00	65.8219986
2013-07-02 02:00	0
2013-07-02 03:00	0
2013-07-02 04:00	0
2013-07-02 05:00	0
2013-07-02 06:00	0
2013-07-02 07:00	0
2013-07-02 08:00	0
2013-07-02 09:00	0
2013-07-02 10:00	0
2013-07-02 11:00	54.0890007
2013-07-02 12:00	212.8200073
2013-07-02 13:00	353.197998
2013-07-02 14:00	509.9450073
2013-07-02 15:00	641.8850098
2013-07-02 16:00	778.8209839
2013-07-02 17:00	865.0349731
2013-07-02 18:00	865.8770142
2013-07-02 19:00	825.309021
2013-07-02 20:00	772.6400146
2013-07-02 21:00	688.4829712
2013-07-02 22:00	540.6119995
2013-07-02 23:00	376.8160095
2013-07-03 00:00	185.7429962
2013-07-03 01:00	66.78399658
2013-07-03 02:00	0
2013-07-03 03:00	0
2013-07-03 04:00	0
2013-07-03 05:00	0
2013-07-03 06:00	0
2013-07-03 07:00	0
2013-07-03 08:00	0
2013-07-03 09:00	0
2013-07-03 10:00	0
2013-07-03 11:00	52.97999954
2013-07-03 12:00	208.9660034
2013-07-03 13:00	347.6059875
2013-07-03 14:00	502.3819885
2013-07-03 15:00	619.0349731
2013-07-03 16:00	751.3740234
2013-07-03 17:00	834.7659912
2013-07-03 18:00	747.3670044
2013-07-03 19:00	712.4500122
2013-07-03 20:00	667.0490112
2013-07-03 21:00	493.303009
2013-07-03 22:00	387.348999
2013-07-03 23:00	269.95401
2013-07-04 00:00	136.4290009
2013-07-04 01:00	48.89799881
2013-07-04 02:00	0
2013-07-04 03:00	0
2013-07-04 04:00	0
2013-07-04 05:00	0
2013-07-04 06:00	0
2013-07-04 07:00	0
2013-07-04 08:00	0
2013-07-04 09:00	0
2013-07-04 10:00	0
2013-07-04 11:00	51.27299881
2013-07-04 12:00	195.7879944
2013-07-04 13:00	326.4869995
2013-07-04 14:00	472.3619995
2013-07-04 15:00	516.4509888
2013-07-04 16:00	627.0999756
2013-07-04 17:00	696.8809814
2013-07-04 18:00	692.8380127
2013-07-04 19:00	660.5579834
2013-07-04 20:00	618.5159912
2013-07-04 21:00	462.4920044
2013-07-04 22:00	363.1409912
2013-07-04 23:00	253.0339966
2013-07-05 00:00	145.6699982
2013-07-05 01:00	52.00999832
2013-07-05 02:00	0
2013-07-05 03:00	0
2013-07-05 04:00	0
2013-07-05 05:00	0
2013-07-05 06:00	0
2013-07-05 07:00	0
2013-07-05 08:00	0
2013-07-05 09:00	0
2013-07-05 10:00	0
2013-07-05 11:00	50.31600189
2013-07-05 12:00	204.9329987
2013-07-05 13:00	342.6210022
2013-07-05 14:00	496.2579956
2013-07-05 15:00	630.8829956
2013-07-05 16:00	766.348999
2013-07-05 17:00	851.8530273
2013-07-05 18:00	884.7020264
2013-07-05 19:00	843.5900269
2013-07-05 20:00	789.9569702
2013-07-05 21:00	668.1779785
2013-07-05 22:00	524.6030273
2013-07-05 23:00	365.4490051
2013-07-06 00:00	163.6049957
2013-07-06 01:00	58.14899826
2013-07-06 02:00	0
2013-07-06 03:00	0
2013-07-06 04:00	0
2013-07-06 05:00	0
2013-07-06 06:00	0
2013-07-06 07:00	0
2013-07-06 08:00	0
2013-07-06 09:00	0
2013-07-06 10:00	0
2013-07-06 11:00	49.08000183
2013-07-06 12:00	203.8630066
2013-07-06 13:00	341.7609863
2013-07-06 14:00	495.5899963
2013-07-06 15:00	628.947998
2013-07-06 16:00	764.3070068
2013-07-06 17:00	849.8129883
2013-07-06 18:00	811.0349731
2013-07-06 19:00	773.4400024
2013-07-06 20:00	724.3140259
2013-07-06 21:00	560.7960205
2013-07-06 22:00	440.2470093
2013-07-06 23:00	306.5889893
2013-07-07 00:00	155.4559937
2013-07-07 01:00	54.9640007
2013-07-07 02:00	0
2013-07-07 03:00	0
2013-07-07 04:00	0
2013-07-07 05:00	0
2013-07-07 06:00	0
2013-07-07 07:00	0
2013-07-07 08:00	0
2013-07-07 09:00	0
2013-07-07 10:00	0
2013-07-07 11:00	46.38800049
2013-07-07 12:00	198.3309937
2013-07-07 13:00	333.4389954
2013-07-07 14:00	484.1090088
2013-07-07 15:00	602.7730103
2013-07-07 16:00	732.802002
2013-07-07 17:00	815.007019
2013-07-07 18:00	832.4949951
2013-07-07 19:00	793.9970093
2013-07-07 20:00	743.6030273
2013-07-07 21:00	661.6740112
2013-07-07 22:00	519.3670044
2013-07-07 23:00	361.552002
2013-07-08 00:00	167.3029938
2013-07-08 01:00	58.79999924
2013-07-08 02:00	0
2013-07-08 03:00	0
2013-07-08 04:00	0
2013-07-08 05:00	0
2013-07-08 06:00	0
2013-07-08 07:00	0
2013-07-08 08:00	0
2013-07-08 09:00	0
2013-07-08 10:00	0
2013-07-08 11:00	23.25200081
2013-07-08 12:00	124.3830032
2013-07-08 13:00	209.7429962
2013-07-08 14:00	304.9030151
2013-07-08 15:00	598.2730103
2013-07-08 16:00	727.6389771
2013-07-08 17:00	809.4910278
2013-07-08 18:00	867.3619995
2013-07-08 19:00	827.34198
2013-07-08 20:00	774.8629761
2013-07-08 21:00	576.1950073
2013-07-08 22:00	452.1929932
2013-07-08 23:00	314.6520081
2013-07-09 00:00	127.5690002
2013-07-09 01:00	44.5340004
2013-07-09 02:00	0
2013-07-09 03:00	0
2013-07-09 04:00	0
2013-07-09 05:00	0
2013-07-09 06:00	0
2013-07-09 07:00	0
2013-07-09 08:00	0
2013-07-09 09:00	0
2013-07-09 10:00	0
2013-07-09 11:00	37.62400055
2013-07-09 12:00	136.0119934
2013-07-09 13:00	230.072998
2013-07-09 14:00	334.8959961
2013-07-09 15:00	281.756012
2013-07-09 16:00	342.82901
2013-07-09 17:00	381.5010071
2013-07-09 18:00	654.0430298
2013-07-09 19:00	623.9290161
2013-07-09 20:00	584.3690186
2013-07-09 21:00	668.6339722
2013-07-09 22:00	524.6290283
2013-07-09 23:00	364.8710022
2013-07-10 00:00	162.9089966
2013-07-10 01:00	56.44499969
2013-07-10 02:00	0
2013-07-10 03:00	0
2013-07-10 04:00	0
2013-07-10 05:00	0
2013-07-10 06:00	0
2013-07-10 07:00	0
2013-07-10 08:00	0
2013-07-10 09:00	0
2013-07-10 10:00	0
2013-07-10 11:00	42.88899994
2013-07-10 12:00	194.5930023
2013-07-10 13:00	330.2449951
2013-07-10 14:00	481.3619995
2013-07-10 15:00	631.1820068
2013-07-10 16:00	768.3380127
2013-07-10 17:00	855.2509766
2013-07-10 18:00	898.4680176
2013-07-10 19:00	857.1829834
2013-07-10 20:00	802.8449707
2013-07-10 21:00	697.257019
2013-07-10 22:00	546.9550171
2013-07-10 23:00	380.1820068
2013-07-11 00:00	170.8849945
2013-07-11 01:00	58.71699905
2013-07-11 02:00	0
2013-07-11 03:00	0
2013-07-11 04:00	0
2013-07-11 05:00	0
2013-07-11 06:00	0
2013-07-11 07:00	0
2013-07-11 08:00	0
2013-07-11 09:00	0
2013-07-11 10:00	0
2013-07-11 11:00	43.07699966
2013-07-11 12:00	197.4600067
2013-07-11 13:00	336.2569885
2013-07-11 14:00	490.8160095
2013-07-11 15:00	629.0280151
2013-07-11 16:00	766.0629883
2013-07-11 17:00	852.9619751
2013-07-11 18:00	889.1740112
2013-07-11 19:00	848.3909912
2013-07-11 20:00	794.6129761
2013-07-11 21:00	658.8239746
2013-07-11 22:00	516.6630249
2013-07-11 23:00	358.8989868
2013-07-12 00:00	170.1860046
2013-07-12 01:00	57.94100189
2013-07-12 02:00	0
2013-07-12 03:00	0
2013-07-12 04:00	0
2013-07-12 05:00	0
2013-07-12 06:00	0
2013-07-12 07:00	0
2013-07-12 08:00	0
2013-07-12 09:00	0
2013-07-12 10:00	0
2013-07-12 11:00	43.23099899
2013-07-12 12:00	197.3410034
2013-07-12 13:00	337.2510071
2013-07-12 14:00	492.9840088
2013-07-12 15:00	628.2620239
2013-07-12 16:00	765.4840088
2013-07-12 17:00	852.5629883
2013-07-12 18:00	889.5089722
2013-07-12 19:00	848.7789917
2013-07-12 20:00	794.9680176
2013-07-12 21:00	693.7030029
2013-07-12 22:00	543.8449707
2013-07-12 23:00	377.5159912
2013-07-13 00:00	173.3999939
2013-07-13 01:00	58.44100189
2013-07-13 02:00	0
2013-07-13 03:00	0
2013-07-13 04:00	0
2013-07-13 05:00	0
2013-07-13 06:00	0
2013-07-13 07:00	0
2013-07-13 08:00	0
2013-07-13 09:00	0
2013-07-13 10:00	0
2013-07-13 11:00	42.68700027
2013-07-13 12:00	190.6649933
2013-07-13 13:00	327.0509949
2013-07-13 14:00	478.7919922
2013-07-13 15:00	599.0750122
2013-07-13 16:00	730.2659912
2013-07-13 17:00	813.5750122
2013-07-13 18:00	842.0479736
2013-07-13 19:00	803.5499878
2013-07-13 20:00	752.5889893
2013-07-13 21:00	677.3410034
2013-07-13 22:00	530.8319702
2013-07-13 23:00	368.2000122
2013-07-14 00:00	170.276001
2013-07-14 01:00	56.75699997
2013-07-14 02:00	0
2013-07-14 03:00	0
2013-07-14 04:00	0
2013-07-14 05:00	0
2013-07-14 06:00	0
2013-07-14 07:00	0
2013-07-14 08:00	0
2013-07-14 09:00	0
2013-07-14 10:00	0
2013-07-14 11:00	38.29700089
2013-07-14 12:00	190.8999939
2013-07-14 13:00	328.7160034
2013-07-14 14:00	481.9769897
2013-07-14 15:00	618.4060059
2013-07-14 16:00	754.1900024
2013-07-14 17:00	840.4730225
2013-07-14 18:00	873.7670288
2013-07-14 19:00	833.8740234
2013-07-14 20:00	780.9609985
2013-07-14 21:00	675.9819946
2013-07-14 22:00	529.5629883
2013-07-14 23:00	367.0119934
2013-07-15 00:00	162.1309967
2013-07-15 01:00	53.39400101
2013-07-15 02:00	0
2013-07-15 03:00	0
2013-07-15 04:00	0
2013-07-15 05:00	0
2013-07-15 06:00	0
