year	doy	GPP	R	NEP	GPP_SD	R_SD	gppCoeff_SD	rCoeff_SD	doInit_SD	nll.nll	converge.converge		June 15-Sept 15	number of days with metabolism data	Mean GPP	Median GPP	Max GPP	Min GPP	Total cumulative GPP	Mean R	Median R	Max R	Min R	Total cumulative R	Mean NEP	Median NEP	Max NEP	Min NEP	Total cumulative NEP	GPP-R coupling (r2)
2014	142	0.355393536	-0.822968454	-0.467574917	0.532892916	0.387548999	4.73E-05	0.00560005	0.297207608	-12.78696762	1																			
2014	143	4.281869883	-3.111358336	1.170511547	2.445186597	3.101953259	0.000269823	0.044686817	0.960297571	17.00902641	0																			
2014	144	3.182129649	-1.313202478	1.868927171	1.312073228	0.160953014	0.000140337	0.002296291	1.017843158	1.293542284	1																			
2014	145	2.529571792	-1.804568188	0.725003604	1.151687041	0.007462802	7.09E-05	0.00010521	1.196056523	-13.31035473	0																			
2014	146	1.815449373	-1.232984452	0.582464922	1.963724285	5.85E-05	0.00014987	8.16E-07	1.53804451	-2.639092688	0																			
2014	147	1.572523257	-3.17E-06	1.572520085	1.892351225	0.449300648	0.000143783	0.006211546	0.884935606	2.828207588	0																			
2014	148	0.733867398	-2.043370124	-1.309502726	0.571378607	0.074397865	5.66E-05	0.00103912	0.700183993	-17.54963397	0																			
2014	149	2.997606453	-2.646892221	0.350714232	0.95622916	0.08042989	6.09E-05	0.001124733	0.924636949	-2.249807999	0																			
2014	150	2.088070082	-2.721457209	-0.633387127	0.790259795	0.258167382	5.18E-05	0.003586289	0.876034633	5.775036321	1																			
2014	151	3.069212752	-3.476861948	-0.407649195	1.308772745	1.705065292	8.63E-05	0.023795526	0.686090949	2.285341103	0																			
2014	152	3.04672981	-2.708623238	0.338106571	2.140348245	2.116902222	0.000126234	0.029222511	1.099878275	19.1183696	0																			
2014	153	4.591635162	-7.459369285	-2.867734123	2.585232406	3.460363867	0.000153812	0.047178394	0.914939909	10.41556896	1																			
2014	154	2.868850404	-0.753768516	2.115081887	2.164227539	1.174462966	0.000152828	0.01590246	1.28893082	20.08670474	1																			
2014	155	3.725537782	-3.401283295	0.324254486	1.21101992	1.692207235	8.28E-05	0.0226528	0.676145397	7.567484821	0																			
2014	156	5.992635054	-7.968235639	-1.975600585	2.538926097	3.490454639	0.000476968	0.046897883	1.079853198	14.88527837	0																			
2014	157	3.078773825	-5.091103734	-2.012329909	2.092094685	2.965708806	0.000154753	0.040328497	0.85257216	8.754889906	0																			
2014	158	7.401058041	-7.334456748	0.066601293	3.853800523	5.343652897	0.000227983	0.072438744	1.359282493	25.49157964	1																			
2014	159	2.975491797	-4.108391364	-1.132899567	3.25789289	4.499195367	0.000195188	0.059997358	1.412086477	23.3379626	0																			
2014	160	1.506963989	-2.53584059	-1.028876601	2.03415209	2.519611056	0.00030197	0.033661436	0.825924919	7.698921896	1																			
2014	161	0.332629597	-2.16E-05	0.332608035	3.440916922	3.598646071	0.000303409	0.048184668	1.598536544	28.78975051	0																			
2014	162	1.56812614	-2.486020691	-0.917894551	0.83034071	0.689804341	0.000204259	0.009322177	0.661793128	-8.564817223	0																			
2014	163	0.305501406	-0.717192573	-0.411691168	0.564437622	0.357162177	4.92E-05	0.004867185	0.386357043	-15.73145775	0																			
2014	164	0.3353121	-0.657218106	-0.321906006	1.636034617	2.19579614	0.00017296	0.029894782	0.849221286	13.01509763	0																			
2014	165	1.423430023	-2.38809202	-0.964661996	0.55708395	0.478801426	4.11E-05	0.006490132	0.529041149	-13.32769949	0																			
2014	166	1.39987007	-2.266412704	-0.866542634	0.867434551	0.989723961	5.56E-05	0.013445114	0.447605803	-11.30143762	1																			
2014	167	2.463477525	-0.560271177	1.903206348	1.415966867	0.894328422	8.32E-05	0.012034868	0.612640084	3.611261734	0																			
2014	168	1.467452136	-1.450232533	0.017219602	2.05820931	2.426938397	0.000128209	0.032231522	1.06124799	23.37627909	0																			
2014	169	3.115717275	-1.85855921	1.257158064	1.735593861	0.1579179	8.71E-05	0.002076524	1.198036404	-13.31438422	1																			
2014	170	4.443519593	-4.132002597	0.311516996	1.238461534	1.877985493	9.48E-05	0.024656867	0.620855819	1.651379011	0																			
2014	171	3.726462473	-4.016626054	-0.290163581	0.793361058	1.279622209	4.97E-05	0.016832552	0.647342382	-5.462133757	0																			
2014	172	1.491406254	-1.772625548	-0.281219294	1.464805991	1.70784762	0.000127144	0.02239196	0.713096162	12.91878641	0																			
2014	173	1.328174936	-2.765392223	-1.437217288	1.087404944	1.535782767	6.75E-05	0.020032983	0.663166241	10.96420693	0																			
2014	174	2.510937353	-2.815822331	-0.304884978	0.979143655	0.918185296	5.95E-05	0.011950667	0.706681896	2.280306716	0																			
2014	175	3.683861634	-4.426885454	-0.74302382	1.127760578	1.347044968	9.26E-05	0.01753492	0.640034777	-6.308674715	1																			
2014	176	4.300448949	-6.065166571	-1.764717622	1.578837414	2.084873027	0.000103207	0.027036003	0.784971744	5.850689332	1																			
2014	178	2.695156785	-2.812710666	-0.117553881	1.365665299	1.38057539	8.42E-05	0.017689177	0.724788552	2.399056336	0																			
2014	179	1.822966279	-2.29200325	-0.469036972	1.153295689	1.207929378	6.82E-05	0.015445389	0.677387295	10.46032722	1																			
2014	180	2.346963481	-3.180909934	-0.833946453	1.309647048	1.321465413	7.93E-05	0.016908794	0.799565028	8.578514464	0																			
2014	181	2.492716666	-3.714149013	-1.221432348	1.768817657	1.981502676	0.00012358	0.025298936	1.141090509	22.86431019	0																			
2014	182	3.247041284	-2.645415149	0.601626134	2.421874545	0.444421874	0.000155577	0.005648516	1.344091813	7.788504757	0																			
2014	183	2.661750179	-2.902953123	-0.241202944	1.553425993	0.774999115	0.000152502	0.009812575	1.009081405	10.43561663	0																			
2014	184	4.381523534	-5.193897897	-0.812374364	1.536359928	2.181760817	0.000151553	0.027481312	0.681764604	4.252972939	1																			
2014	185	0.001227382	-2.535530384	-2.534303002	1.180973855	1.569189816	0.000116773	0.020066639	0.968103327	17.36717321	0																			
2014	186	3.02263934	-4.669679581	-1.647040241	1.155542289	1.873561602	6.80E-05	0.024274937	0.62721765	8.364423628	0																			
2014	187	4.704727453	-3.268680471	1.436046983	1.302168915	1.908823423	7.72E-05	0.02451208	0.59801747	6.566012385	0																			
2014	188	6.275037644	-6.77038149	-0.495343846	1.731095313	2.513799898	0.000121075	0.032023805	0.663474194	2.517869924	0																			
2014	189	6.496835766	-4.743909656	1.75292611	2.002261874	2.460340244	0.000205341	0.031209301	0.815119696	8.310456383	1																			
2014	190	4.99196096	-4.81891194	0.17304902	1.973391309	2.771281616	0.000129859	0.034997415	0.728814617	8.282861337	0																			
2014	191	1.968183237	-9.37E-06	1.968173864	1.720808615	0.012510066	0.000105024	0.00015786	1.296821238	10.12558584	0																			
2014	192	2.700892049	-1.440472797	1.260419252	0.858665688	0.005046996	5.34E-05	6.36E-05	0.886203001	1.52023528	1																			
2014	193	1.612777035	-1.351476029	0.261301006	1.511207518	0.050018798	9.30E-05	0.00062767	1.141683914	10.58303848	0																			
2014	194	5.531321495	-4.89226358	0.639057915	2.657576837	0.071640636	0.000244999	0.000902041	1.654335208	-3.592966045	0																			
2014	195	3.506812054	-5.005631752	-1.498819698	1.621767016	1.878790849	0.000143102	0.023792756	0.930075098	2.779711473	0																			
2014	196	1.977104919	-1.495145222	0.481959696	2.429873242	1.672330239	0.00030474	0.021259558	1.109463659	21.0098812	1																			
2014	197	6.901240129	-5.886320671	1.014919458	1.307507031	2.083237055	0.0001039	0.026562173	0.613488328	5.455480232	1																			
2014	198	4.265459034	-4.300955734	-0.0354967	1.800730114	2.562461505	0.000115426	0.032762698	0.717425153	8.979321139	0																			
2014	199	3.71161077	-3.29953875	0.41207202	1.376645292	1.986492637	8.36E-05	0.025475722	0.662395194	11.14550069	0																			
2014	200	4.065312649	-1.773005099	2.292307549	2.967575896	2.583792755	0.000302443	0.033211311	1.08602611	15.40589566	1																			
2014	202	7.952770227	-4.766846581	3.185923645	3.493074109	4.609832226	0.000256238	0.059008711	1.452635463	28.69910194	0																			
2014	203	6.069068304	-5.169171569	0.899896735	3.249784599	4.122218212	0.000213614	0.052441219	1.221681961	28.2154998	0																			
2014	204	6.667795672	-9.536944909	-2.869149237	3.665188309	4.236221671	0.000242256	0.05345082	1.236165313	22.98500513	0																			
2014	205	5.141597989	-7.071212307	-1.929614318	3.150290714	0.697631184	0.000208176	0.0088923	2.115445082	4.353707179	0																			
2014	206	5.46206617	-4.972807579	0.489258591	1.74047131	2.58967939	0.000107974	0.033275119	0.801895215	10.68758772	0																			
2014	207	7.152899759	-6.660639217	0.492260542	2.812468697	3.719408021	0.00022242	0.047650248	1.306607948	22.09393906	0																			
2014	208	4.89778227	-4.167164082	0.730618187	2.752934792	1.115100572	0.000266011	0.014204628	1.407157436	16.83822178	0																			
2014	209	4.381512482	-4.187927605	0.193584877	2.723594896	0.496964258	0.000236102	0.006335688	1.629857147	5.816458257	0																			
2014	210	5.719146991	-5.960400198	-0.241253207	1.177787947	1.659702856	8.31E-05	0.021448536	0.857597193	-0.97640618	1																			
2014	211	5.415797385	-4.908468983	0.507328402	1.500143419	2.29974978	9.80E-05	0.029646003	0.678938812	0.574063138	0																			
2014	212	5.317395732	-6.652470241	-1.335074509	2.211441592	3.372147721	0.000166947	0.043453437	0.947768847	15.9838141	0																			
2014	213	3.033543264	-4.454235462	-1.420692198	1.757333088	2.365908507	0.000136718	0.030462181	0.912662263	21.81796458	1																			
2014	214	4.817515152	-7.835814765	-3.018299613	2.228876983	2.888738813	0.000276224	0.03739872	0.832835926	16.12638995	0																			
2014	215	4.663264397	-5.452361925	-0.789097527	1.377289139	1.949979979	0.000149302	0.025338168	0.926103929	12.66320331	0																			
2014	216	8.809974544	-8.851924106	-0.041949562	2.736455775	4.118312326	0.000235981	0.053339989	1.071272547	16.051989	0																			
2014	217	9.984498848	-11.45739708	-1.472898231	4.0089661	4.969966165	0.000278654	0.063886372	1.182220138	23.58362847	1																			
2014	218	2.545446885	-3.195983356	-0.650536471	1.895730749	0.697431188	0.000127939	0.008980495	1.484806023	10.8312831	0																			
2014	219	6.429967915	-6.753685497	-0.323717582	1.607478313	2.073075464	0.00011568	0.026878047	1.291953371	12.47984625	1																			
2014	220	4.719238905	-5.281827689	-0.562588783	1.482268544	2.271425445	9.65E-05	0.029597788	0.933050528	20.9335494	1																			
2014	221	4.687146675	-4.875128208	-0.187981533	0.963304144	1.33781039	6.20E-05	0.017309882	0.818998989	1.314621317	0																			
2014	222	4.401130441	-4.245978257	0.155152184	1.866422772	1.213748159	0.000121309	0.015575416	1.316089272	18.52920847	0																			
2014	223	3.932164737	-3.670669944	0.261494793	2.109567012	1.47755335	0.00013761	0.018906455	1.266871887	17.8609647	0																			
2014	224	0.036892272	-1.322825449	-1.285933177	4.023967263	0.946783449	0.000394223	0.012259739	1.619152805	16.79087769	0																			
2014	225	1.82427709	-1.52346389	0.3008132	0.867949006	0.475907788	9.38E-05	0.006208348	0.467490565	1.341905398	1																			
2014	226	6.29E-07	-1.221615144	-1.221614514	1.101319344	0.640870306	7.83E-05	0.008359365	0.759718337	17.06833317	0																			
2014	227	2.274989905	-3.664459023	-1.389469118	1.099610339	1.609426186	9.25E-05	0.021161468	0.548091302	0.706611075	0																			
2014	228	3.6786243	-4.877028054	-1.198403754	1.451681713	2.033804376	9.39E-05	0.026730366	0.536340669	0.889044201	0																			
2014	229	3.297002743	-4.727397894	-1.430395151	1.993456835	2.808679161	0.000148693	0.036984543	0.78872749	16.12005584	0																			
2014	230	3.036053839	-3.741524195	-0.705470356	1.308600072	1.879730302	0.000101848	0.024789788	0.567368205	12.02647767	0																			
2014	231	4.111954074	-3.204003421	0.907950652	1.384277256	2.143197172	9.27E-05	0.02810356	0.580164372	6.418697191	0																			
2014	232	5.048133341	-5.939010371	-0.89087703	2.834011351	3.540737643	0.000365684	0.046249026	1.299396642	21.87477041	0																			
2014	233	4.14572983	-4.045319485	0.100410346	1.469254092	1.726229363	0.000161312	0.022535589	1.070668071	11.28006564	1																			
2014	234	2.437551171	-2.42803016	0.009521012	1.457873438	1.049806193	0.000189257	0.013771224	0.784267917	3.541961653	1																			
2014	235	3.39001496	-3.948090007	-0.558075047	1.12045071	1.557100317	0.000172452	0.020405147	0.776152124	6.943115267	1																			
2014	236	3.830294649	-4.299143088	-0.468848439	1.300161084	1.541120713	9.69E-05	0.020126528	0.939497671	8.469630891	0																			
2014	237	3.598515397	-3.848271585	-0.249756188	1.220112895	1.629492786	8.61E-05	0.021150369	0.695804936	2.292174831	0																			
2014	238	5.875195199	-7.912487506	-2.037292307	2.276503474	2.637139629	0.000167376	0.034023016	0.752574073	11.99508189	1																			
2014	239	4.320726832	-6.023252343	-1.702525511	2.347132881	3.273125259	0.000170199	0.042071751	0.946453871	20.98568986	0																			
2014	240	1.550050903	-3.324189604	-1.774138702	2.823282074	0.097744658	0.000229856	0.001271713	1.680193846	22.90448565	1																			
2014	241	3.08654327	-2.578871412	0.507671858	1.356412626	1.760729358	0.000107454	0.023017658	0.578908621	3.305462573	0																			
2014	242	3.543287502	-4.733429129	-1.190141626	2.169464892	2.881533579	0.000179688	0.037618419	1.09218922	14.56632999	0																			
2014	243	4.41E-06	-2.637114965	-2.637110555	1.149524559	1.591234147	0.000119841	0.020696672	1.201255879	30.9567761	0																			
2014	244	3.994571278	-4.538741412	-0.544170134	1.78510953	2.599425778	0.000156095	0.033566822	1.014742726	17.85067606	0																			
2014	245	2.15368309	-2.424558847	-0.270875756	2.593211594	3.149790751	0.000252939	0.040513142	1.522572622	30.87590136	1																			
2014	246	2.258210743	-3.822482904	-1.564272161	0.916031683	1.19584539	6.93E-05	0.015452387	0.757093344	2.236752762	1																			
2014	247	4.212695112	-3.793509961	0.419185151	2.661558351	3.369195584	0.000205936	0.043414423	1.088968897	18.48440931	0																			
2014	248	4.413216121	-5.808143365	-1.394927244	2.541335039	3.42037208	0.000204417	0.043906064	1.126892841	21.35431264	0																			
2014	249	3.56508349	-4.609180287	-1.044096796	1.122973732	0.778386061	0.000115762	0.009945603	0.837698224	-6.138263456	0																			
2014	250	2.568199117	-4.817390816	-2.249191699	1.09891768	1.570258442	8.77E-05	0.020209091	0.933650589	8.534985128	0																			
2014	251	3.009619936	-3.619299444	-0.609679508	1.497150772	2.015070323	0.000122698	0.026118175	0.632021357	9.635921856	0																			
2014	252	1.193206949	-2.300010928	-1.106803979	1.167873028	1.683010397	0.000102439	0.021940572	0.570820072	4.775984323	1																			
2014	253	2.726762384	-3.072556614	-0.34579423	1.685133816	2.263907745	0.000167308	0.029516037	0.842293357	16.87521194	0																			
2014	254	2.402650591	-3.028305492	-0.625654901	1.728243432	1.949690179	0.000338641	0.025542041	0.739645204	3.096814563	0																			
2014	255	1.291007499	-3.638703044	-2.347695545	0.971330175	1.429415568	7.94E-05	0.018848959	0.530108282	4.82296507	0																			
2014	256	0.047950548	-0.774594995	-0.726644447	0.648782168	1.015308457	0.000107347	0.013479532	0.413216191	-2.17038233	0																			
2014	257	1.619496209	-3.362513078	-1.743016869	0.759336432	1.122916728	6.09E-05	0.014971576	0.312498737	-6.061805975	0																			
2014	258	2.896304247	-3.538733725	-0.642429478	1.149576179	1.786071584	9.53E-05	0.023839122	0.47333402	2.863766539	0																			
2014	259	1.496568313	-1.562206388	-0.065638075	1.142369104	1.575579631	0.000139814	0.021111553	0.428463841	-4.966874298	0																			
2014	260	2.485161801	-3.365369273	-0.880207472	0.999421144	1.536851628	8.34E-05	0.020624781	0.32832972	-9.14575782	1																			
2014	261	2.369378213	-3.338462587	-0.969084375	0.972239506	1.446256628	9.95E-05	0.019429347	0.346631767	-1.430031489	1																			
2014	262	2.039254799	-2.458722293	-0.419467493	0.941143447	1.488354773	8.12E-05	0.020098343	0.331228136	-5.657615223	1																			
2014	263	1.810323413	-3.823769125	-2.013445712	1.235712034	1.815858996	0.000133717	0.024596755	0.608691349	12.87775466	0																			
2014	264	3.017771983	-3.929922316	-0.912150333	1.081162328	1.550558885	0.000108261	0.020977256	0.392968929	0.570567269	1																			
2014	265	1.48077769	-2.948624719	-1.467847029	1.050059159	1.574408937	9.96E-05	0.021401601	0.478588984	6.141530161	0																			
2014	266	4.97E-05	-0.613282007	-0.613232297	0.617785896	1.169309526	5.52E-05	0.01592177	0.497140724	10.76684957	0																			
2014	267	1.762659976	-2.563184678	-0.800524702	0.849938598	1.244384126	8.29E-05	0.016987104	0.362232356	-1.913796586	0																			
2014	268	0.012532183	-0.499117947	-0.486585764	0.43079525	0.637955163	0.00013838	0.008747346	0.236666112	-12.2594824	1																			
2014	269	0.902812933	-1.073285845	-0.170472912	1.077684126	1.392411093	9.98E-05	0.019005384	0.550864923	4.233638032	1																			
2014	270	2.464955514	-3.284576547	-0.819621033	1.264510286	1.761001396	0.000118457	0.023979962	0.580798907	7.283850434	0																			
2014	271	1.809867122	-2.145444772	-0.33557765	1.023021132	0.60874869	9.71E-05	0.008262158	0.658206565	5.577291303	1																			
2014	272	2.540789095	-2.541696376	-0.000907281	1.42302823	1.736553364	0.000193568	0.023599423	0.551635522	4.59860655	1																			
2014	273	0.00156858	-2.592847911	-2.591279331	0.586622732	1.536203043	9.50E-05	0.021049987	0.483441585	0.672106445	0																			
2014	274	1.265188936	-1.583658728	-0.318469793	0.57994075	0.895999538	0.000171695	0.012327101	0.231943685	-17.08996097	0																			
2014	275	1.223463074	-2.507051414	-1.283588339	1.100538967	1.679131957	0.000242662	0.023278494	0.508904082	6.334263678	0																			
2014	280	1.05089835	-1.222092262	-0.171193912	1.016230548	1.455495024	0.000123735	0.020387924	0.51824084	8.164963395	1																			
2014	281	1.615921605	-3.024554455	-1.40863285	1.115851881	1.670818988	0.000112647	0.02343316	0.488908266	5.915549357	0																			
2014	282	1.118133928	-1.862438884	-0.744304955	0.868348852	1.279519204	8.64E-05	0.018016967	0.402350884	3.793657694	0																			
2014	283	1.197225427	-1.26490816	-0.067682733	0.687767161	0.945535343	7.33E-05	0.013360119	0.281999631	-12.47959147	0																			
2014	284	0.433866071	-0.028158696	0.405707375	0.772995448	0.668304945	0.000303174	0.009499151	0.305507679	-10.70505228	1																			
2014	285	1.496850718	-2.233546964	-0.736696246	0.673214193	1.024138081	7.09E-05	0.014566731	0.274774317	-11.37373607	1																			
2014	286	0.036579254	-1.12960131	-1.093022056	0.598706792	1.192182514	0.000198673	0.017050879	0.458391244	3.918393502	1																			
2014	287	0.897176904	-2.108658026	-1.211481123	0.769987847	1.212277836	8.99E-05	0.017290448	0.442725527	6.752097181	0																			
2014	288	1.047076309	-1.644205991	-0.597129682	0.965788891	1.550480738	0.000153353	0.02204467	0.472331032	-1.753045712	1																			
