year	doy	gppCoeff	rCoeff	Q	nll	converge
2012	164	4.11650413340332e-10	-7.7501804840952e-08	0.0536979576971713	-3.10966004231559	0
2012	165	1.68721477601874e-06	-0.000373888449670401	0.0122498318523233	-56.3181848322536	0
2012	166	2.0240286269214e-10	-3.6734015960775e-11	0.0157759014783636	-47.2155442058166	0
2012	167	2.30046361344181e-10	-0.000826274033517215	0.00998934491031032	-63.6699126233826	0
2012	168	1.45105487507969e-05	-0.00288229850932276	0.00954172591101565	-65.3116122113256	0
2012	169	9.58455068397148e-15	-2.37555745380661e-08	0.00701407394974676	-76.392593170182	0
2012	170	2.50155970803461e-08	-0.00012018058633079	0.00856672679978331	-69.1907391095702	0
2012	171	3.43522665886003e-12	-3.00459113486795e-09	0.00574067540927573	-83.5999697025909	0
2012	172	3.20756863100019e-05	-0.00520464458206975	0.0195460014066374	-39.492639634476	0
2012	173	3.09818241935276e-11	-0.00644930200356388	0.0229342677040292	-33.7359786577069	0
2012	174	5.65852061766871e-11	-0.00111541770950027	0.0140720042507377	-51.3269362653417	0
2012	175	2.42501274873314e-10	-3.95522886889844e-19	0.0263494769421949	-28.7440718110194	0
2012	176	2.55850412823217e-07	-0.00187215789656052	0.0266559097485192	-28.3275767279855	0
2012	177	2.09019485943893e-05	-0.00350746064096526	0.0139608520580704	-51.6145080406517	0
2012	178	2.05269133156878e-05	-0.00200342518802494	0.0068780298707455	-77.0970933389666	0
2012	179	9.23065908633043e-06	-6.36866278310231e-09	0.0134353661257066	-52.9897310024321	0
2012	180	1.99282456750868e-10	-0.00449794732597329	0.00718761447954114	-75.5060916254488	0
2012	181	8.14175424072493e-06	-0.00425935280955293	0.00748328090358844	-74.0657920232951	0
2012	182	0.000799579940394321	-0.0277385578384751	0.0831010696296127	12.607268012294	0
2012	183	1.6578654686573e-05	-0.00340684954658704	0.0544712428182534	-2.6031193844454	0
2012	184	4.82982336632559e-05	-0.00819369409976447	0.0318427677439156	-22.2284704002333	0
2012	185	1.00726189791602e-09	-0.00166343661999209	0.0349769001064177	-18.5405238614823	0
2012	186	2.51654243368714e-05	-0.0058571905366021	0.0100424027790057	-63.4732007318774	0
2012	187	6.73991370736191e-06	-0.00130560425346161	0.0106379459014258	-61.3990753879038	0
2012	188	1.56282116927171e-05	-0.00361449629090621	0.0185873625597671	-41.3079104794028	0
2012	189	2.93494890847744e-05	-0.00243607089575767	0.0116139341849537	-58.2391419773481	0
2012	190	3.0419393291587e-10	-0.000413891351424869	0.00707465606824564	-76.0824830843867	0
2012	191	6.40716600764296e-21	-9.71165136631355e-11	0.0236622338064681	-32.6162412195334	0
2012	192	2.43119629723227e-10	-0.00124574846897443	0.0217795260575778	-35.5991570686062	0
2012	193	1.28911665000943e-10	-0.00682805516678963	0.140605362858251	31.5399872610017	0
2012	194	3.93197649262357e-12	-5.3458511603045e-27	0.0457190119323858	-9.02875380755424	0
2012	195	1.04135355296843e-10	-5.32825282092817e-08	0.0434543814149194	-10.7331612322707	0
2012	196	5.05159520837429e-15	-8.94494294626769e-09	0.028069264243979	-26.4655189608969	0
2012	197	4.09997109807809e-10	-0.0011552936182314	0.0354579237742059	-18.0533497711284	0
2012	198	5.11997873905707e-05	-0.00658144339306492	0.169267171423615	38.211019252647	0
2012	199	1.45581275417481e-07	-0.00251294812896372	0.0999267175498316	19.2516466397706	0
2012	200	3.97360597926519e-05	-0.00405763843787424	0.0463230680794493	-8.43159007345428	0
2012	201	1.47982791821654e-09	-1.80931618010391e-16	0.0767974606972189	9.77034794533042	0
2012	202	9.21075480712027e-12	-3.56237265502563e-11	0.109219869329547	22.7588160489138	0
2012	203	2.09902952292294e-18	-7.85630134232058e-09	0.0222600156317957	-34.816882702619	0
2012	204	1.30493082192731e-10	-0.00760844073047019	0.0134136052875571	-53.0545491057	0
2012	205	4.12329892403686e-11	-0.0052006375134381	0.040331832562196	-13.4166150082164	0
2012	206	4.01950804314713e-05	-0.0076328540396026	0.0502977733017493	-5.47278576940819	0
2012	207	1.00660853007216e-17	-6.87538216148001e-08	0.0455225565023957	-9.05570848075659	0
2012	208	1.64571050977235e-13	-1.65189975154808e-07	0.129490037795958	28.5711904492058	0
2012	209	6.75864491013748e-11	-0.00324719212659735	0.0650671968010472	3.84630575380213	0
2012	210	2.39696422854088e-11	-2.67433368439061e-09	0.0462059996946255	-8.52724540319761	0
2012	211	1.80678076440847e-05	-0.00410474526458635	0.0236427012244355	-32.6478404368632	0
2012	212	5.63929574226707e-24	-7.0098530688747e-10	0.0229959803094782	-33.6442734543419	0
2012	213	4.24083835551222e-10	-2.60248281738809e-12	0.0307328805621983	-23.2048113884618	0
2012	214	2.28802383749803e-11	-0.00194892789484926	0.0548412622940225	-2.35605501719383	0
2012	215	0.000105630055656025	-0.0207191756325704	0.0766375962187049	9.82713669173152	0
2012	216	3.41744312291936e-05	-1.84450540305351e-08	0.047003367989619	-7.90965176916936	0
2012	217	0.000226016339343111	-0.0130481273265415	0.0450416780000413	-9.44492377818277	0
2012	218	2.76290377838564e-06	-0.000113671716647716	0.0763585518593082	9.56183085801645	0
2012	219	6.78315149683549e-12	-5.23428446590417e-28	0.0409787124098553	-12.84154513534	0
2012	220	1.72509028283201e-06	-1.33870466999242e-10	0.0608490088519338	1.38600407966449	0
2012	221	2.31891084163194e-11	-0.00498903807714072	0.0174364992258127	-43.6096366939477	0
2012	222	1.77936790630966e-14	-7.79861634823946e-09	0.112761915916668	23.9245376132996	0
2012	223	3.0305286908165e-06	-2.73868009050125e-07	0.0315679558528342	-22.2337083561762	0
2012	224	3.29464676776231e-11	-0.0033657174633121	0.0793766281513598	10.9563343736103	0
2012	225	2.39994919454124e-10	-0.00399820550792695	0.0988935820154561	18.863220749672	0
2012	226	2.19732062504252e-05	-0.00305408894551781	0.0366129357850367	-16.9003790009056	0
2012	227	5.05149519458776e-10	-9.07919023912366e-09	0.0324732268506249	-21.228821981799	0
2012	228	3.49684694904165e-10	-1.33791782673825e-43	0.0352303557855537	-18.5398837642927	0
2012	229	1.19096239324849e-05	-0.00176583629559276	0.0147981909950426	-49.5138159227156	0
