dateTime	doobs	depth
2012-06-05 23:40:00	8.94	1
2012-06-06 00:00:00	9.035978533	1
2012-06-06 00:20:00	9.070956904	1
2012-06-06 00:40:00	9.039935583	1
2012-06-06 01:00:00	9.051914041	1
2012-06-06 01:20:00	9.030892774	1
2012-06-06 01:40:00	9.015871468	1
2012-06-06 02:00:00	9.025849879	1
2012-06-06 02:20:00	8.956829627	1
2012-06-06 02:40:00	8.928808839	1
2012-06-06 03:00:00	8.913787949	1
2012-06-06 03:20:00	8.961765672	1
2012-06-06 03:40:00	8.966744187	1
2012-06-06 04:00:00	8.945723498	1
2012-06-06 04:20:00	8.996700654	1
2012-06-06 04:40:00	9.044677693	1
2012-06-06 05:00:00	9.082654868	1
2012-06-06 05:20:00	9.104632586	1
2012-06-06 05:40:00	8.982615865	1
2012-06-06 06:00:00	8.998593886	1
2012-06-06 06:20:00	8.966573754	1
2012-06-06 06:40:00	8.922554362	1
2012-06-06 07:00:00	8.952531741	1
2012-06-06 07:20:00	8.986508982	1
2012-06-06 07:40:00	8.985487506	1
2012-06-06 08:00:00	9.012464738	1
2012-06-06 08:20:00	9.004443684	1
2012-06-06 08:40:00	9.011422031	1
2012-06-06 09:00:00	9.002401225	1
2012-06-06 09:20:00	8.605405102	1
2012-06-06 09:40:00	8.962361334	1
2012-06-06 10:00:00	8.959339815	1
2012-06-06 10:20:00	8.870325141	1
2012-06-06 10:40:00	8.976297987	1
2012-06-06 11:00:00	9.04527176	1
2012-06-06 11:20:00	9.058249379	1
2012-06-06 11:40:00	9.052228328	1
2012-06-06 12:00:00	9.036208175	1
2012-06-06 12:20:00	9.032186799	1
2012-06-06 12:40:00	9.007167525	1
2012-06-06 13:00:00	9.05814269	1
2012-06-06 13:20:00	9.090118525	1
2012-06-06 13:40:00	9.088097334	1
2012-06-06 14:00:00	8.961086453	1
2012-06-06 14:20:00	8.868072202	1
2012-06-06 14:40:00	8.943043605	1
2012-06-06 15:00:00	8.930025055	1
2012-06-06 15:20:00	8.915003666	1
2012-06-06 15:40:00	8.903983455	1
2012-06-06 16:00:00	8.827972933	1
2012-06-06 16:20:00	8.890945913	1
2012-06-06 16:40:00	8.83793011	1
2012-06-06 17:00:00	8.972892135	1
2012-06-06 17:20:00	8.797890642	1
2012-06-06 17:40:00	8.976851093	1
2012-06-06 18:00:00	9.074819056	1
2012-06-06 18:20:00	9.221780169	1
2012-06-06 18:40:00	9.079775558	1
2012-06-06 19:00:00	8.855778722	1
2012-06-06 19:20:00	8.89775047	1
2012-06-06 19:40:00	8.909728209	1
2012-06-06 20:00:00	8.924707206	1
2012-06-06 20:20:00	9.168656044	1
2012-06-06 20:40:00	9.131638796	1
2012-06-06 21:00:00	9.153614365	1
2012-06-06 21:20:00	9.165591159	1
2012-06-06 21:40:00	9.132574202	1
2012-06-06 22:00:00	9.123553772	1
2012-06-06 22:20:00	9.192522144	1
2012-06-06 22:40:00	9.216496815	1
2012-06-06 23:00:00	9.186479397	1
2012-06-06 23:20:00	9.027481078	1
2012-06-06 23:40:00	8.882482522	1
2012-06-07 00:00:00	9.214409537	1
2012-06-07 00:20:00	9.210388364	1
2012-06-07 00:40:00	9.189369981	1
2012-06-07 01:00:00	9.184348766	1
2012-06-07 01:20:00	9.122337273	1
2012-06-07 01:40:00	8.832363137	1
2012-06-07 02:00:00	8.819344354	1
2012-06-07 02:20:00	8.969297293	1
2012-06-07 02:40:00	8.81330397	1
2012-06-07 03:00:00	8.858275508	1
2012-06-07 03:20:00	8.876251165	1
2012-06-07 03:40:00	8.919221219	1
2012-06-07 04:00:00	8.873208651	1
2012-06-07 04:20:00	8.977168821	1
2012-06-07 04:40:00	9.054133298	1
2012-06-07 05:00:00	9.18008828	1
2012-06-07 05:20:00	9.144072938	1
2012-06-07 05:40:00	9.069064891	1
2012-06-07 06:00:00	9.000057259	1
2012-06-07 06:20:00	9.106015221	1
2012-06-07 06:40:00	9.098995	1
2012-06-07 07:00:00	9.065979967	1
2012-06-07 07:20:00	9.069957381	1
2012-06-07 07:40:00	9.049939826	1
2012-06-07 08:00:00	9.062915484	1
2012-06-07 08:20:00	9.1098836	1
2012-06-07 08:40:00	9.090866946	1
2012-06-07 09:00:00	9.057852255	1
2012-06-07 09:20:00	9.023838109	1
2012-06-07 09:40:00	9.058809734	1
2012-06-07 10:00:00	9.093781974	1
2012-06-07 10:20:00	9.121754362	1
