dateTime	doobs
2013-05-10 00:10	9.064954841
2013-05-10 00:20	9.046521799
2013-05-10 00:30	9.06133864
2013-05-10 00:40	9.042915073
2013-05-10 00:50	9.046676194
2013-05-10 01:00	9.020822838
2013-05-10 01:10	9.020934789
2013-05-10 01:20	9.032065067
2013-05-10 01:30	9.046954086
2013-05-10 01:40	9.061870986
2013-05-10 01:50	9.069299617
2013-05-10 02:00	9.061916558
2013-05-10 02:10	9.036118423
2013-05-10 02:20	9.032505632
2013-05-10 02:30	8.984640988
2013-05-10 02:40	8.984663498
2013-05-10 02:50	8.944464892
2013-05-10 03:00	8.933480357
2013-05-10 03:10	8.951712007
2013-05-10 03:20	8.992096282
2013-05-10 03:30	8.99222795
2013-05-10 03:40	9.006953253
2013-05-10 03:50	8.992273016
2013-05-10 04:00	8.988680246
2013-05-10 04:10	8.984975207
2013-05-10 04:20	8.974052363
2013-05-10 04:30	8.963144433
2013-05-10 04:40	8.977940145
2013-05-10 04:50	8.981569499
2013-05-10 05:00	8.981591989
2013-05-10 05:10	8.981614478
2013-05-10 05:20	8.974303573
2013-05-10 05:30	8.970722314
2013-05-10 05:40	8.934182732
2013-05-10 05:50	8.926910227
2013-05-10 06:00	8.945242256
2013-05-10 06:10	8.908806328
2013-05-10 06:20	8.91981342
2013-05-10 06:30	8.927124174
2013-05-10 06:40	8.930857891
2013-05-10 06:50	8.927168755
2013-05-10 07:00	8.927191046
2013-05-10 07:10	8.90536581
2013-05-10 07:20	8.883593029
2013-05-10 07:30	8.883615165
2013-05-10 07:40	8.89089591
2013-05-10 07:50	8.890918072
2013-05-10 08:00	8.876428281
2013-05-10 08:10	8.869203517
2013-05-10 08:20	8.890984562
2013-05-10 08:30	8.883747988
2013-05-10 08:40	8.869269775
2013-05-10 08:50	8.87653884
2013-05-10 09:00	8.883814402
2013-05-10 09:10	8.880146393
2013-05-10 09:20	8.880168521
2013-05-10 09:30	8.880190649
2013-05-10 09:40	8.894730615
2013-05-10 09:50	8.891059353
2013-05-10 10:00	8.902043612
2013-05-10 10:10	8.905639938
2013-05-10 10:20	8.898391327
2013-05-10 10:30	8.909384312
2013-05-10 10:40	8.883911131
2013-05-10 10:50	8.887623562
2013-05-10 11:00	8.883955421
2013-05-10 11:10	8.909350668
2013-05-10 11:20	8.876745905
2013-05-10 11:30	8.876768025
2013-05-10 11:40	8.873226626
2013-05-10 11:50	8.858765655
2013-05-10 12:00	8.829890166
2013-05-10 12:10	8.826369999
2013-05-10 12:20	8.840822555
2013-05-10 12:30	8.855299911
2013-05-10 12:40	8.887867292
2013-05-10 12:50	8.913038594
2013-05-10 13:00	8.97118616
2013-05-10 13:10	8.960480394
2013-05-10 13:20	8.960502826
2013-05-10 13:30	8.964355765
2013-05-10 13:40	8.953459468
2013-05-10 13:50	8.949766623
2013-05-10 14:00	8.927453194
2013-05-10 14:10	8.931171713
2013-05-10 14:20	8.956292843
2013-05-10 14:30	8.992910727
2013-05-10 14:40	8.981884643
2013-05-10 14:50	8.963610997
2013-05-10 15:00	8.974593762
2013-05-10 15:10	8.974683241
2013-05-10 15:20	8.963678446
2013-05-10 15:30	8.981997395
2013-05-10 15:40	8.974824062
2013-05-10 15:50	8.952873675
2013-05-10 16:00	9.022285555
2013-05-10 16:10	9.026017098
2013-05-10 16:20	9.01505448
2013-05-10 16:30	9.073997664
2013-05-10 16:40	9.099984946
2013-05-10 16:50	9.133546186
2013-05-10 17:00	9.148522342
2013-05-10 17:10	9.148545547
2013-05-10 17:20	9.159800429
2013-05-10 17:30	9.152336967
2013-05-10 17:40	9.156098682
2013-05-10 17:50	9.133685076
2013-05-10 18:00	9.152397687
2013-05-10 18:10	9.152424828
2013-05-10 18:20	9.167424245
2013-05-10 18:30	9.193722791
2013-05-10 18:40	9.17498042
2013-05-10 18:50	9.160024936
2013-05-10 19:00	9.17878359
2013-05-10 19:10	9.167581234
2013-05-10 19:20	9.190139777
2013-05-10 19:30	9.18639589
2013-05-10 19:40	9.186419205
2013-05-10 19:50	9.201476826
2013-05-10 20:00	9.201500195
2013-05-10 20:10	9.18274565
2013-05-10 20:20	9.167766706
2013-05-10 20:30	9.190303069
2013-05-10 20:40	9.167841154
2013-05-10 20:50	9.152886691
2013-05-10 21:00	9.130562653
2013-05-10 21:10	9.130585756
2013-05-10 21:20	9.197963965
2013-05-10 21:30	9.209289176
2013-05-10 21:40	9.231928265
2013-05-10 21:50	9.220652896
2013-05-10 22:00	9.239559094
2013-05-10 22:10	9.258506208
2013-05-10 22:20	9.281306489
2013-05-10 22:30	9.26616502
2013-05-10 22:40	9.273768496
2013-05-10 22:50	9.270022304
2013-05-10 23:00	9.262470245
2013-05-10 23:10	9.254971228
2013-05-10 23:20	9.300505924
2013-05-10 23:30	9.285384941
2013-05-10 23:40	9.266478436
2013-05-10 23:50	9.319632125
2013-05-11 00:00	9.323491737
2013-05-11 00:10	NA
2013-05-14 15:10	8.329298
2013-05-14 15:20	8.101302012
2013-05-14 15:30	8.421599299
2013-05-14 15:40	8.095129003
2013-05-14 15:50	7.353772648
2013-05-14 16:00	6.335753449
2013-05-14 16:10	5.951994003
2013-05-14 16:20	7.001851214
2013-05-14 16:30	7.063669026
2013-05-14 16:40	6.542382257
2013-05-14 16:50	7.248975511
2013-05-14 17:00	7.871197506
2013-05-14 17:10	6.666502148
2013-05-14 17:20	6.402942085
2013-05-14 17:30	7.859583158
2013-05-14 17:40	7.523295272
2013-05-14 17:50	7.356882728
2013-05-14 18:00	7.595913712
2013-05-14 18:10	7.505282088
2013-05-14 18:20	7.772647072
2013-05-14 18:30	7.660691794
2013-05-14 18:40	8.01918341
2013-05-14 18:50	7.774403814
2013-05-14 19:00	7.33645928
2013-05-14 19:10	7.035419637
2013-05-14 19:20	7.010234693
2013-05-14 19:30	7.42811464
2013-05-14 19:40	7.243411149
2013-05-14 19:50	7.012970094
2013-05-14 20:00	7.481713943
2013-05-14 20:10	8.517297546
2013-05-14 20:20	9.092546034
2013-05-14 20:30	8.248812719
2013-05-14 20:40	7.819886284
2013-05-14 20:50	6.996559236
2013-05-14 21:00	6.286640263
2013-05-14 21:10	5.799725904
2013-05-14 21:20	5.995065939
2013-05-14 21:30	6.728219909
2013-05-14 21:40	7.700159665
2013-05-14 21:50	8.556451332
2013-05-14 22:00	8.190356775
2013-05-14 22:10	7.843396881
2013-05-14 22:20	7.46078382
2013-05-14 22:30	6.782034219
2013-05-14 22:40	6.374140798
2013-05-14 22:50	6.258095152
2013-05-14 23:00	7.620519257
2013-05-14 23:10	7.8473375
2013-05-14 23:20	8.014441851
2013-05-14 23:30	7.928442668
2013-05-14 23:40	8.134955501
2013-05-14 23:50	7.591110244
2013-05-15 00:00	7.160642074
2013-05-15 00:10	6.669051647
2013-05-15 00:20	6.382207758
2013-05-15 00:30	6.690102597
2013-05-15 00:40	7.130023613
2013-05-15 00:50	7.255531064
2013-05-15 01:00	7.564708595
2013-05-15 01:10	7.503809111
2013-05-15 01:20	7.67954255
2013-05-15 01:30	7.850915191
2013-05-15 01:40	7.557386947
2013-05-15 01:50	6.960475408
2013-05-15 02:00	7.033037934
2013-05-15 02:10	7.696801617
2013-05-15 02:20	7.962211405
2013-05-15 02:30	7.888210752
2013-05-15 02:40	7.963395514
2013-05-15 02:50	7.988697768
2013-05-15 03:00	7.869557864
2013-05-15 03:10	7.538842599
2013-05-15 03:20	7.187504406
2013-05-15 03:30	7.233416974
2013-05-15 03:40	7.565032208
2013-05-15 03:50	7.689738356
2013-05-15 04:00	7.589148532
2013-05-15 04:10	7.531055212
2013-05-15 04:20	7.230098028
2013-05-15 04:30	7.560607254
2013-05-15 04:40	7.709497246
2013-05-15 04:50	7.743234635
2013-05-15 05:00	7.356036561
2013-05-15 05:10	7.178503831
2013-05-15 05:20	7.195678197
2013-05-15 05:30	7.24485516
2013-05-15 05:40	7.569388875
2013-05-15 05:50	7.57220442
2013-05-15 06:00	7.511839537
2013-05-15 06:10	7.484200192
2013-05-15 06:20	7.602407064
2013-05-15 06:30	7.330017527
2013-05-15 06:40	7.406518565
2013-05-15 06:50	7.433460732
2013-05-15 07:00	7.18439278
2013-05-15 07:10	7.121403367
2013-05-15 07:20	7.101511467
2013-05-15 07:30	7.188033997
2013-05-15 07:40	8.436094454
2013-05-15 07:50	8.257492118
2013-05-15 08:00	9.139710108
2013-05-15 08:10	9.126650086
2013-05-15 08:20	8.586097196
2013-05-15 08:30	9.108935874
2013-05-15 08:40	8.872048447
2013-05-15 08:50	9.210216526
2013-05-15 09:00	9.066738423
2013-05-15 09:10	7.787231526
2013-05-15 09:20	7.742750174
2013-05-15 09:30	7.626477696
2013-05-15 09:40	7.873348642
2013-05-15 09:50	8.592757049
2013-05-15 10:00	8.657097401
2013-05-15 10:10	7.877453165
2013-05-15 10:20	9.291008223
2013-05-15 10:30	9.210970667
2013-05-15 10:40	8.575357751
2013-05-15 10:50	8.038762562
2013-05-15 11:00	9.107250672
2013-05-15 11:10	7.700922453
2013-05-15 11:20	7.545115985
2013-05-15 11:30	7.480720226
2013-05-15 11:40	8.243637721
2013-05-15 11:50	9.088535505
2013-05-15 12:00	8.942465485
2013-05-15 12:10	7.62429844
2013-05-15 12:20	7.842949145
2013-05-15 12:30	7.848171822
2013-05-15 12:40	9.124714593
2013-05-15 12:50	8.271324667
2013-05-15 13:00	8.513873368
2013-05-15 13:10	8.330674164
2013-05-15 13:20	8.680156189
2013-05-15 13:30	8.514696852
2013-05-15 13:40	8.078013315
2013-05-15 13:50	7.704194258
2013-05-15 14:00	7.788745955
2013-05-15 14:10	7.890732499
2013-05-15 14:20	8.132575065
2013-05-15 14:30	7.979671742
2013-05-15 14:40	8.336115703
2013-05-15 14:50	8.40396096
2013-05-15 15:00	9.129047673
2013-05-15 15:10	9.123954016
2013-05-15 15:20	9.166292274
2013-05-15 15:30	8.241732779
