date	z_mix_min	z_mix_max	z_mix_median	z_mix_mean
2012-05-31	1.33133424023545	1.7830135379441	1.51206536699011	1.52962378416947
2012-06-01	0.5	2.67732291728526	1.57212695145001	1.52263489275813
2012-06-02	1.29156559294628	2.30653774122176	1.82616904075397	1.82245377154754
2012-06-03	1.80563370506329	2.37184867597922	2.11912558197375	2.13761996829868
2012-06-04	0.1	2.43413572362038	2.08892850745606	2.04618165484128
2012-06-05	0.763913261677961	2.58026882281424	2.07003455786831	2.05688732026356
2012-06-06	0.1	2.55905592339217	0.827658401332772	0.977751571146152
2012-06-07	0.1	2.38325244878556	1.21833161895857	1.13691362427455
2012-06-08	0.1	2.29647156510799	0.828571549391032	0.903737384711993
2012-06-09	0.62798923334644	2.13517414342144	0.874617985564483	1.01801907718398
2012-06-10	0.804784756080012	2.01582084470266	0.918837626847381	0.971121002117127
2012-06-11	0.1	2.37965019125967	0.795477377466391	0.564995852091555
2012-06-12	0.1	1.40768038780673	0.1	0.219503383219771
2012-06-13	0.1	0.816908658209259	0.1	0.2336760213207
2012-06-14	0.1	1.62213096452738	0.367004589119307	0.448402390860848
2012-06-15	0.1	1.55644119231584	0.322625574535415	0.303709147654056
2012-06-16	0.1	1.77918480547737	0.334439382552532	0.285401015266656
2012-06-17	0.1	1.71326990466376	0.362783030136378	0.317770838314271
2012-06-18	0.1	1.43612891674167	0.357390786394091	0.351687594635158
2012-06-19	0.1	1.87388699308014	0.37906520991531	0.357631627516695
2012-06-20	0.1	1.26360296128981	0.55756777044587	0.563823688390616
2012-06-21	0.1	1.92707077111888	0.779690522553193	0.687338782970116
2012-06-22	0.1	1.10236670993465	0.466581448570198	0.462263512568121
2012-06-23	0.1	1.45733277240776	0.445642518367574	0.406495495459753
2012-06-24	0.1	2.30424100073256	0.1	0.245526516241212
2012-06-25	0.1	0.39582362020965	0.1	0.154214329773046
2012-06-26	0.1	0.844544046717382	0.36424646870652	0.335470221845237
2012-06-27	0.417763493036429	1.17208860383105	0.786751179612195	0.761967664389836
2012-06-28	0.1	1.30897327021263	0.995900230862342	1.03044825362376
2012-06-29	0.794955613963698	1.76350107245556	1.31102232280119	1.27615555483695
2012-06-30	1.11073587711684	2.26261846450093	1.78989968977696	1.70160339496625
2012-07-01	0.1	1.86338533764475	1.43738071231527	1.25393547590896
2012-07-02	0.1	1.59815194540404	0.55922587495774	0.521743455252936
2012-07-03	0.1	0.682972613827004	0.1	0.25180876711555
2012-07-04	0.1	0.717966110497818	0.1	0.247154540918886
2012-07-05	0.1	0.909243771543169	0.1	0.235299141284729
2012-07-06	0.1	0.853764514479192	0.329352347584102	0.357142117876458
2012-07-07	0.1	0.698868976730982	0.1	0.192390756256236
2012-07-08	0.1	0.538945028567582	0.325149289392931	0.255326901554336
2012-07-09	0.1	0.831113147053877	0.342164616384396	0.317063434814453
2012-07-10	0.378993980600712	0.925306451388898	0.712268816856666	0.664271819146084
2012-07-11	0.1	0.978070835425249	0.779142775683474	0.596762676373752
2012-07-12	0.1	0.835104075433399	0.53384733645646	0.530870034139418
2012-07-13	0.1	0.835406430630565	0.583817630898174	0.614470531284502
2012-07-14	0.584239137263046	1.64857320553586	1.26544085378365	1.08960408873308
2012-07-15	0.1	1.33521308392015	0.885898066775118	0.775715210351145
2012-07-16	0.1	1.28132846382397	0.497189800662146	0.518688879730992
2012-07-17	0.1	1.32213686446358	0.724232245601375	0.706543114475559
2012-07-18	0.1	0.953356408058747	0.616953942812907	0.581232613884727
2012-07-19	0.1	1.11081556066491	0.444644946500129	0.453088051934477
2012-07-20	0.1	0.868283249024046	0.750331985670479	0.660927992351675
2012-07-21	0.541673190413283	1.33917258245358	1.03196661829056	1.05144807785122
2012-07-22	0.572831210123081	1.37214525022757	1.33101150352381	1.26330543741683
2012-07-23	0.408476277489493	1.77823915771573	1.33264536751059	1.26481786998271
2012-07-24	0.1	1.35760438140443	1.07908081890873	0.847972203904704
2012-07-25	0.1	1.29936133988491	0.756061153805053	0.544272364157224
2012-07-26	0.1	1.26171545088417	0.818075192727588	0.764842031071422
2012-07-27	0.1	1.35778225193538	0.968245415673928	0.789634017224925
2012-07-28	0.1	1.34221625823461	0.811173316559372	0.775247765296642
2012-07-29	0.1	1.29219878505927	0.78916593834519	0.573981271762175
2012-07-30	0.1	0.863691720713785	0.53449502492854	0.555453845813651
2012-07-31	0.1	1.55939426502466	0.824498129563904	0.967444075805229
2012-08-01	0.754772983074031	1.33214353442273	1.07089124780945	1.08196958445909
