date	z_mix_min	z_mix_max	z_mix_median	z_mix_mean
2013-05-10	0.840661683915283	2.13004552015159	1.23162884387882	1.19986965167681
2013-05-11	0.1	1.57486094663975	0.875680826823652	0.798218260065302
2013-05-12	0.1	1.51732259744355	0.1	0.510187869112684
2013-05-13	0.1	0.52865296558852	0.401335360616952	0.30884623670937
2013-05-14	0.1	0.61609951194319	0.3331615805332	0.289362265910405
2013-05-15	0.1	1.23701374635677	0.428244072079504	0.386422863960503
2013-05-16	0.1	0.818774921739046	0.1	0.267960817373114
2013-05-17	0.1	0.471961711711782	0.1	0.199846369931779
2013-05-18	0.1	0.340491585791084	0.1	0.104525442394569
2013-05-19	0.1	0.325703555329917	0.1	0.101567385800902
2013-05-20	0.1	0.332967747739899	0.1	0.129235594799273
2013-05-21	0.1	0.336237676150078	0.1	0.126943132487181
2013-05-22	0.1	0.344816192125675	0.1	0.196271782766582
2013-05-23	0.1	0.357050569772508	0.331681931448586	0.281125582977892
2013-05-24	0.1	0.368141309971365	0.1	0.183899554664624
2013-05-25	0.1	0.377994541951233	0.1	0.182391320741225
2013-05-26	0.1	0.371004967678588	0.311017580287756	0.225066321465059
2013-05-27	0.1	0.390463184106231	0.203650053571535	0.226437340714938
2013-05-28	0.1	0.393230299173745	0.1	0.182790659882041
2013-05-29	0.1	0.371670714448684	0.1	0.173902663077581
2013-05-30	0.1	0.361477395465985	0.1	0.177812434406303
2013-05-31	0.1	0.343404272289819	0.1	0.169808068312923
2013-06-01	0.1	0.348248614162182	0.1	0.203317843381404
2013-06-02	0.1	0.351286272509057	0.1	0.215692961112429
2013-06-03	0.1	0.499624845903038	0.336314894489291	0.279474733265632
2013-06-04	0.34294584786857	0.790290073238686	0.770633502660711	0.724915478382227
2013-06-05	0.1	0.805607397296603	0.788295770008014	0.632162655863118
2013-06-06	0.1	0.764791367969672	0.1	0.2640487750346
2013-06-07	0.1	0.352687782387883	0.1	0.10818076095319
2013-06-08	0.1	0.381967727391609	0.1	0.182868782766206
2013-06-09	0.1	0.432523332822782	0.1	0.192194224054107
2013-06-10	0.1	0.394082609564428	0.1	0.217993156286479
2013-06-11	0.1	0.768013991144753	0.453992075275317	0.48876823832879
2013-06-12	0.1	0.788777403512729	0.385610745424634	0.393488499776616
2013-06-13	0.1	0.785592519783774	0.393708312581838	0.34089917260294
2013-06-14	0.1	0.743389588275376	0.454439733017163	0.413587686051046
2013-06-15	0.1	0.782350736466773	0.3295044462179	0.360139925116907
2013-06-16	0.1	0.776527117867727	0.1	0.300653449186811
2013-06-17	0.1	0.457160824492747	0.329274006197402	0.255700441942729
2013-06-18	0.1	0.801101541247543	0.369619855225196	0.37873123376155
2013-06-19	0.1	0.79709613934414	0.373719432068084	0.342677231633106
2013-06-20	0.1	0.808184656090737	0.575945535859464	0.506219731838734
2013-06-21	0.1	0.819449478411214	0.1	0.346128893208323
2013-06-22	0.1	0.500453036520734	0.425546123610568	0.372418292984267
2013-06-23	0.1	0.545871511998398	0.1	0.262438170252165
2013-06-24	0.1	0.403063321943507	0.1	0.226794151743349
2013-06-25	0.1	0.423342974602131	0.1	0.210743617939074
2013-06-26	0.1	0.761817247074044	0.375880516668647	0.345543584239566
2013-06-27	0.450820463476373	0.788334219018799	0.775925794404825	0.744688781414689
2013-06-28	0.1	0.792512523784731	0.440421226600898	0.453224776288977
2013-06-29	0.1	0.752387566036038	0.362197413105941	0.324446397651431
2013-06-30	0.1	0.645560533491835	0.1	0.250415996056243
2013-07-01	0.1	0.399551848253543	0.1	0.154963302262028
2013-07-02	0.1	0.543099251410997	0.383365578214582	0.302089129682421
2013-07-03	0.1	0.796793363565579	0.420203759361701	0.421137152521515
2013-07-04	0.360325149361485	0.815377874277947	0.64093793584801	0.636488655249845
2013-07-05	0.1	0.822590134052993	0.438198750571004	0.458639928780279
2013-07-06	0.1	1.09655675552299	0.40729448687123	0.418537603357156
2013-07-07	0.1	0.756915108368361	0.334669008217511	0.299561276523268
2013-07-08	0.1	0.83766697579509	0.501903842585956	0.486435611221777
2013-07-09	0.1	0.823516674737759	0.767847136357065	0.592585427598666
2013-07-10	0.1	1.28148363056213	0.853032682601151	0.98197953714016
2013-07-11	0.1	1.26413124568771	0.422376361146436	0.525314561920857
2013-07-12	0.1	0.824031104462888	0.1	0.375675676397719
2013-07-13	0.1	0.73907688074993	0.1	0.208122752888407
2013-07-14	0.1	0.802934392657358	0.1	0.349714670708236
2013-07-15	0.1	0.890836901102138	0.580025117151234	0.560000639973538
2013-07-16	0.1	1.3022903796073	0.945978473796947	0.986388723863877
2013-07-17	0.1	1.30811139469428	0.1	0.589069520833506
2013-07-18	0.1	0.79405053397263	0.434830724519643	0.389728248433012
2013-07-19	0.1	1.30462093918657	0.840874860475408	0.884059295562293
2013-07-20	0.1	1.30130491451311	0.969726485433989	0.948012882989345
