date	z_mix_min	z_mix_max	z_mix_median	z_mix_mean
2016-03-29	0.3	5.5990391323449	1.17641353371912	1.50515220232643
2016-04-09	0.3	2.67034731226246	0.599918555708699	0.860349368555985
2016-04-12	0.3	7.6440189096928	1.16438405181203	2.45781174935937
2016-04-15	2.66152937655137	6.49904038575245	4.61748653532568	4.67295867459625
2016-04-16	0.1	8.40737811638294	2.62412187261119	3.10742602152553
2016-04-17	0.1	7.51623613470251	0.710359438449159	1.67856906197875
2016-04-18	0.1	4.49847744788864	0.1	0.771769497945814
2016-04-19	1.09434916730689	11.0286882844266	4.16829319077393	4.43069967783694
2016-04-20	1.57977608562158	6.44762256210289	3.60249551633249	3.82484970636686
2016-04-21	0.1	7.05089118955493	1.88520792566383	2.64931576729178
2016-04-22	1.31995161583427	9.42591255498364	5.42740700534332	5.25333015115697
2016-04-23	2.75419926215355	7.60846514154313	5.04619413342094	4.98021782571934
2016-04-24	0.1	10.3684885176937	7.259182079102	6.65536396258982
2016-04-25	4.96196177453145	11.9816612871285	7.40943123153589	7.88448406618826
2016-04-26	5.31382586461261	11.627118930219	8.31063043750896	8.14129438185511
2016-04-27	4.48222120049388	18.2449486385131	10.666082084327	10.7610536934551
2016-04-28	4.77768912643287	18.4250724558909	8.7599905032323	8.98053645252561
2016-04-29	3.23411705857634	19.5	7.44145414825621	9.84543509044914
2016-04-30	5.66604419297513	19.5	15.8965228953033	14.6294109777188
2016-05-01	16.642965048727	19.5	18.5123441638274	18.4027070524622
2016-05-02	0.3	10.4257777504163	1.21356454998842	2.86683719632774
2016-05-03	0.1	18.2314315059607	7.28024867297328	6.91062240827439
2016-05-04	10.5821424762132	19.5	18.5825253014969	18.455847133166
2016-05-05	0.1	19.5	1.07534652005917	4.36781133753228
2016-05-06	0.1	4.1981428824027	0.91921253609398	1.1716172980458
2016-05-07	1.03669801280844	12.3057472415199	4.11506228482497	5.44608772945693
2016-05-08	0.1	12.3444306617363	1.2740148919135	3.05594960600861
2016-05-09	2.48677923694677	12.6494292903506	6.42605958145137	6.41105483717087
2016-05-10	5.30669407237334	19.5	16.5106960184136	15.2954695688699
2016-05-11	0.1	18.4990071232986	3.21177567902721	4.86404566923282
2016-05-12	0.792532304318802	18.6682700646278	5.10342871771408	7.71032600718562
2016-05-13	8.60088355528728	18.4202233354967	16.3895394730752	15.914041942274
2016-05-14	15.1481474368488	19.5	17.1826882093164	17.2809248305699
2016-05-15	13.5263679151825	19.5	17.1003842503187	16.6440874676692
2016-05-16	12.4123587564366	18.5791456315128	16.4015924279747	16.1511003585492
2016-05-17	2.81666500414718	18.4288463949353	12.4204743770774	11.9674788689525
2016-05-18	0.1	18.0495116376375	0.678850960695278	3.60003112053481
2016-05-19	0.1	3.34853229738075	1.55376929461893	1.44392704212758
2016-05-20	0.1	13.8753678615209	1.72618523232345	3.07335840492041
2016-05-21	0.1	5.30609539814843	3.4013190833748	2.87491563002701
2016-05-22	0.1	6.28810939134253	2.69680645298242	2.74907261282948
2016-05-23	0.982313681066809	6.4370563815845	2.27604017420214	2.54562133135885
2016-05-24	0.696520712763221	3.6299632665266	2.45087235784813	2.27310689385257
2016-05-25	1.01851130520788	5.45661003772021	2.21452473340148	2.31414549130324
