year	doy	gppCoeff	rCoeff	Q	nll	doInit	converge
2013	159	6.45124857250103e-06	-1.32717995399306e-11	0.00141493706614626	-251.319683432808	11.9348155273004	0
2013	160	1.72822300813917e-05	-5.71955048468906e-07	0.00350715408193541	-202.428206856383	11.9262969821882	1
2013	161	1.52003972045403e-05	-0.00389616681549874	0.0502944437615111	-10.5296012724299	11.8564200960797	1
2013	166	2.22062123453922e-05	-8.51913129023359e-06	0.000867651703213456	-296.089217328904	10.6085116749592	1
2013	167	8.50961410682521e-06	-2.21421503039532e-08	0.00234369953695581	-231.743106064777	10.5583135182407	1
2013	168	1.33909488376368e-05	-2.01363638292149e-09	0.0220488530911565	-70.2172191825679	10.2849733741447	0
2013	169	1.19383363386066e-06	-1.4739003816979e-05	0.00382441102417223	-196.404818108028	10.5890880703745	0
2013	170	3.40260354505647e-06	-1.15820907249066e-07	0.00269510378802424	-221.672125101025	10.5298486649488	0
2013	171	9.18843568682249e-06	-9.81663015588873e-07	0.00560943114465002	-158.045852327503	10.3890170585168	1
2013	172	1.05715946976026e-05	-1.46287294379448e-27	0.00828970376370077	-140.751256435728	10.3101922777206	0
2013	173	8.34244116937293e-06	-6.80979552717436e-11	0.00516079277642953	-173.633903134949	10.3038624771139	0
2013	174	1.01244237908959e-05	-8.08093433434629e-05	0.00175834136300188	-244.86534606634	10.2206944873767	1
2013	175	4.56848374234541e-06	-1.9928344390141e-07	0.00189427073061863	-247.185869500583	10.0757369667204	1
2013	176	1.77100611712842e-06	-2.65421568895744e-239	0.0047825698318235	-176.553378340327	10.0036041055175	0
2013	177	1.09555620963869e-05	-1.3302069748325e-08	0.003824818814283	-196.298247877987	9.6714154482304	1
2013	178	1.15429274901528e-05	-1.03209092731153e-11	0.0096353168371555	-129.857103666008	9.6785333034928	1
2013	179	1.37157871120469e-05	-3.88800311401462e-11	0.0163075520194246	-92.0488880692303	9.6966490506117	0
2013	180	1.47720981893012e-05	-3.3951455131182e-07	0.00891376958074844	-130.781852770974	9.81272970242648	1
2013	181	4.54336981482569e-06	-1.57918279703995e-08	0.0169728018887971	-84.7295609394143	9.97303908374036	0
2013	182	6.29741820414435e-06	-3.08326621370185e-09	0.00592586922389333	-164.903706240156	9.86875260827884	1
2013	183	2.48823151064417e-06	-1.43222931613301e-05	0.00856996524744308	-140.863312581851	9.87936143195569	1
2013	184	5.39823022542748e-06	-2.92724984216266e-07	0.0172126008842855	-86.6676764402569	9.87010486080776	1
2013	185	1.0589219686549e-05	-1.19244814291489e-07	0.0235272781332009	-63.7902895424953	9.85196517762419	0
2013	186	1.15360440360025e-05	-5.6330034607647e-09	0.0248019076297814	-61.9587404244592	9.96732653484212	1
2013	187	1.44345251475146e-05	-1.51028117335877e-07	0.0199729140568483	-77.6748610773514	10.1267105910707	1
2013	188	9.51233810896447e-06	-1.47197935977489e-09	0.0166682164068266	-90.4293322602667	10.2484701555414	0
