site	dateTime	discharge
HP3a	2013-01-01 00:00:00	0.001885
HP3a	2013-01-02 00:00:00	0.001845
HP3a	2013-01-03 00:00:00	0.001825
HP3a	2013-01-04 00:00:00	0.001825
HP3a	2013-01-05 00:00:00	0.001825
HP3a	2013-01-06 00:00:00	0.001786
HP3a	2013-01-07 00:00:00	0.001758
HP3a	2013-01-08 00:00:00	0.001754
HP3a	2013-01-09 00:00:00	0.001744
HP3a	2013-01-10 00:00:00	0.001482
HP3a	2013-01-11 00:00:00	0.002145
HP3a	2013-01-12 00:00:00	0.005
HP3a	2013-01-13 00:00:00	0.01423
HP3a	2013-01-14 00:00:00	0.015442
HP3a	2013-01-15 00:00:00	0.007917
HP3a	2013-01-16 00:00:00	0.005643
HP3a	2013-01-17 00:00:00	0.004348
HP3a	2013-01-18 00:00:00	0.003583
HP3a	2013-01-19 00:00:00	0.003431
HP3a	2013-01-20 00:00:00	0.003481
HP3a	2013-01-21 00:00:00	0.002997
HP3a	2013-01-22 00:00:00	0.002698
HP3a	2013-01-23 00:00:00	0.002406
HP3a	2013-01-24 00:00:00	0.002136
HP3a	2013-01-25 00:00:00	0.002013
HP3a	2013-01-26 00:00:00	0.001846
HP3a	2013-01-27 00:00:00	0.001699
HP3a	2013-01-28 00:00:00	0.001703
HP3a	2013-01-29 00:00:00	0.0017
HP3a	2013-01-30 00:00:00	0.027282
HP3a	2013-01-31 00:00:00	0.034045
HP3a	2013-02-01 00:00:00	0.012128
HP3a	2013-02-02 00:00:00	0.006786
HP3a	2013-02-03 00:00:00	0.005063
HP3a	2013-02-04 00:00:00	0.00408
HP3a	2013-02-05 00:00:00	0.003425
HP3a	2013-02-06 00:00:00	0.002931
HP3a	2013-02-07 00:00:00	0.002702
HP3a	2013-02-08 00:00:00	0.00253
HP3a	2013-02-09 00:00:00	0.002288
HP3a	2013-02-10 00:00:00	0.002157
HP3a	2013-02-11 00:00:00	0.002181
HP3a	2013-02-12 00:00:00	0.002098
HP3a	2013-02-13 00:00:00	0.002024
HP3a	2013-02-14 00:00:00	0.001931
HP3a	2013-02-15 00:00:00	0.001858
HP3a	2013-02-16 00:00:00	0.001794
HP3a	2013-02-17 00:00:00	0.001729
HP3a	2013-02-18 00:00:00	0.001685
HP3a	2013-02-19 00:00:00	0.001669
HP3a	2013-02-20 00:00:00	0.001555
HP3a	2013-02-21 00:00:00	0.001468
HP3a	2013-02-22 00:00:00	0.001455
HP3a	2013-02-23 00:00:00	0.001449
HP3a	2013-02-24 00:00:00	0.001636
HP3a	2013-02-25 00:00:00	0.001365
HP3a	2013-02-26 00:00:00	0.001365
HP3a	2013-02-27 00:00:00	0.00142
HP3a	2013-02-28 00:00:00	0.001388
HP3a	2013-03-01 00:00:00	0.001322
HP3a	2013-03-02 00:00:00	0.001306
