year	doy	GPP	R	NEP	GPP_SD	R_SD	gppCoeff_SD	rCoeff_SD	doInit_SD	nll.nll	converge.converge
2010	212	0.654362091828304	-3.95248328090881	-3.29812118908051	1.53994420190712	2.53765795355981	6.58827843718285e-05	0.00795943218811028	1.58826453093682	120.604586599117	0
2010	213	12.1628337302915	-6.53365416227177	5.62917956801971	3.55172123678177	4.59849311422316	7.47510467816174e-05	0.0144888452841603	1.10175792319894	139.784432277224	0
2010	214	2.50517909971791	-7.56304325446119	-5.05786415474328	2.45918335712609	3.37891098263598	4.91531921633805e-05	0.0106493003240361	2.62531931980452	119.540535005004	0
2010	215	0.708667655176537	-0.0276180566703817	0.681049598506155	3.59838423720486	4.51137547246114	0.000111578024317456	0.0142059658669107	2.72771764563855	217.436927077757	0
2010	216	0.202974115152048	-1.54527781607479	-1.34230370092275	2.18824350437897	3.75748209001407	4.93215933335472e-05	0.011692299542507	3.70449314635218	250.225261093681	0
2010	217	9.95251511924978	-5.9223890487013	4.03012607054848	6.04550344635883	4.16674543291736	0.000141324733977978	0.0128983447255932	3.20024160867907	98.9558432577472	0
2010	218	10.7988094969805	-7.94376297494312	2.8550465220374	3.68812692292846	3.16043547340036	6.71545324641015e-05	0.00977519343925757	2.54535388738587	38.3757374817029	0
2010	219	0.000195668174327257	-10.0418520888168	-10.0416564206425	0.45881588880529	5.74358781969598	8.30766800907673e-06	0.0179668622883185	4.57282760908112	285.184178856504	0
2010	220	0.00134978088486528	-2.75271670889788	-2.75136692801302	0.0739942343523058	3.860378984953	1.53898157970686e-06	0.01211795177732	2.86348913548635	263.368958646407	0
2010	221	5.33717428932245	-1.57176469335606	3.7654095959664	4.19044302430072	4.75551448842005	9.1762736042662e-05	0.0149170377107183	2.18221920361073	103.852072910589	0
2010	222	5.15755445882112	-5.24897248051611	-0.091418021694988	4.41388926700937	6.28207551396821	0.000110482572826947	0.0196783389332059	3.20326328821429	217.477130708195	0
2010	223	0.0489552758621391	-11.4583283155555	-11.4093730396933	1.33007820480382	4.81878495078555	3.88468765093554e-05	0.0150112057539645	3.90383257467897	256.697997064438	0
2010	224	16.9281741083633	-13.6184124958247	3.30976161253861	6.30263079173596	7.75658067004729	0.00011693626464314	0.0238996233560362	3.33221432443786	139.813284205088	0
2010	225	1.14117625671787	-8.18726860690191	-7.04609235018404	3.94886951345369	8.01849919921174	7.35823335716039e-05	0.0249534201350693	2.92179786358855	191.81889197084	0
2010	226	1.09687903109164	-0.0208880605442471	1.07599097054739	2.78260305689118	6.77613631426452	6.89001895927099e-05	0.020959075703998	4.14092588370376	228.62012451999	0
2010	227	0.924410524480927	-0.79498781318298	0.129422711297947	3.16615849881852	1.86434097301445	8.05843344061724e-05	0.00577869930817905	2.35913753713544	93.4238526197377	0
2010	228	0.00140650212459967	-3.60701962064617	-3.60561311852157	2.77968434410776	12.0218078833252	5.01512709578132e-05	0.037221737844525	8.33043150643396	265.529341454488	0
2010	229	0.00020926471712336	-9.48792915425899	-9.48771988954187	0.475369071665685	12.393148211978	9.77582560441083e-06	0.0386228382279937	7.91290151443309	275.644545753523	0
2010	230	3.1392539528499	-7.06517959349304	-3.92592564064314	2.4709050175585	4.446763134891	4.89068074103586e-05	0.013904186199662	2.1330778252612	133.278357373594	0
2010	231	4.28291847625681	-2.68581177330591	1.5971067029509	3.20501991836346	2.40803407881308	6.02912003303948e-05	0.00753260838496883	2.51342100863111	179.160806608076	0
2010	232	0.179542442093882	-3.47980740369416	-3.30026496160028	2.25483223893468	4.27359442641109	4.42722946522685e-05	0.0133796173489223	2.5391830548512	216.497765089923	0
2010	233	0.00244050819107083	-0.155116321526152	-0.152675813335081	432.149560246187	129.269162462257	0.0239073666876625	0.404747564971867	20.9845816227683	207.452160617059	0
