dateTime	par
2012-05-28 15:35:00	2286.20
2012-05-28 15:40:00	428.70
2012-05-28 15:45:00	513.70
2012-05-28 15:50:00	593.70
2012-05-28 15:55:00	798.70
2012-05-28 16:00:00	706.20
2012-05-28 16:05:00	571.20
2012-05-28 16:10:00	576.20
2012-05-28 16:15:00	731.20
2012-05-28 16:20:00	1003.70
2012-05-28 16:25:00	653.70
2012-05-28 16:30:00	636.20
2012-05-28 16:35:00	526.20
2012-05-28 16:40:00	511.20
2012-05-28 16:45:00	516.20
2012-05-28 16:50:00	486.20
2012-05-28 16:55:00	473.70
2012-05-28 17:00:00	406.20
2012-05-28 17:05:00	336.20
2012-05-28 17:10:00	358.70
2012-05-28 17:15:00	388.70
2012-05-28 17:20:00	341.20
2012-05-28 17:25:00	348.70
2012-05-28 17:30:00	336.20
2012-05-28 17:35:00	343.70
2012-05-28 17:40:00	351.20
2012-05-28 17:45:00	211.20
2012-05-28 17:50:00	183.70
2012-05-28 17:55:00	213.70
2012-05-28 18:00:00	251.20
2012-05-28 18:05:00	296.20
2012-05-28 18:10:00	366.20
2012-05-28 18:15:00	376.20
2012-05-28 18:20:00	316.20
2012-05-28 18:25:00	266.20
2012-05-28 18:30:00	248.70
2012-05-28 18:35:00	266.20
2012-05-28 18:40:00	213.70
2012-05-28 18:45:00	198.70
2012-05-28 18:50:00	198.70
2012-05-28 18:55:00	201.20
2012-05-28 19:00:00	291.20
2012-05-28 19:05:00	201.20
2012-05-28 19:10:00	156.20
2012-05-28 19:15:00	141.20
2012-05-28 19:20:00	186.20
2012-05-28 19:25:00	211.20
2012-05-28 19:30:00	276.20
2012-05-28 19:35:00	341.20
2012-05-28 19:40:00	206.20
2012-05-28 19:45:00	291.20
2012-05-28 19:50:00	146.20
2012-05-28 19:55:00	168.70
2012-05-28 20:00:00	181.20
2012-05-28 20:05:00	136.20
2012-05-28 20:10:00	108.70
2012-05-28 20:15:00	128.70
2012-05-28 20:20:00	111.20
2012-05-28 20:25:00	91.20
2012-05-28 20:30:00	116.20
2012-05-28 20:35:00	98.70
2012-05-28 20:40:00	91.20
2012-05-28 20:45:00	96.20
2012-05-28 20:50:00	76.20
2012-05-28 20:55:00	66.20
2012-05-28 21:00:00	71.20
2012-05-28 21:05:00	68.70
2012-05-28 21:10:00	61.20
