"id"	"dateTime"	"wtr0"	"wtr0.5"	"wtr1.0"	"wtr1.5"	"wtr2.0"	"wtr2.5"	"wtr3.0"	"wtr4.0"
"5903"	"2012-07-08 17:20:00"	18.842	18.533	14.888	11.516	8.543	6.864	5.128	4.168
"5904"	"2012-07-08 17:30:00"	18.794	18.604	14.84	11.443	8.519	6.889	5.102	4.168
"5905"	"2012-07-08 17:40:00"	18.794	18.675	14.96	11.467	8.519	6.864	5.05	4.194
"5906"	"2012-07-08 17:50:00"	18.818	18.604	14.84	11.297	8.369	6.763	5.05	4.194
"5907"	"2012-07-08 18:00:00"	18.747	18.58	15.055	11.467	8.369	6.737	5.128	4.194
"5908"	"2012-07-08 18:10:00"	18.794	18.533	15.103	11.443	8.419	6.839	5.102	4.194
"5909"	"2012-07-08 18:20:00"	18.794	18.557	15.031	11.273	8.543	6.864	5.102	4.194
"5910"	"2012-07-08 18:30:00"	18.771	18.604	15.103	11.248	8.618	6.914	5.128	4.168
"5911"	"2012-07-08 18:40:00"	18.771	18.509	15.031	11.321	8.568	6.914	5.154	4.168
"5912"	"2012-07-08 18:50:00"	18.747	18.485	14.96	11.297	8.444	6.914	5.128	4.168
"5913"	"2012-07-08 19:00:00"	18.794	18.438	14.984	11.589	8.543	6.965	5.179	4.168
"5914"	"2012-07-08 19:10:00"	18.747	18.509	14.96	11.467	8.618	6.94	5.154	4.168
"5915"	"2012-07-08 19:20:00"	18.747	18.509	14.984	11.321	8.419	6.864	5.05	4.168
"5916"	"2012-07-08 19:30:00"	18.747	18.461	15.103	11.321	8.568	6.788	4.999	4.194
"5917"	"2012-07-08 19:40:00"	18.675	18.461	15.175	11.2	8.444	6.813	5.102	4.194
"5918"	"2012-07-08 19:50:00"	18.628	18.485	15.151	11.346	8.469	6.864	5.257	4.194
"5919"	"2012-07-08 20:00:00"	18.675	18.461	14.96	11.273	8.593	6.94	5.231	4.194
"5920"	"2012-07-08 20:10:00"	18.628	18.485	15.008	11.346	8.344	6.788	5.05	4.194
"5921"	"2012-07-08 20:20:00"	18.604	18.509	14.984	11.637	8.469	6.661	5.024	4.194
"5922"	"2012-07-08 20:30:00"	18.557	18.438	14.984	11.565	8.519	6.813	5.102	4.194
"5923"	"2012-07-08 20:40:00"	18.557	18.461	15.008	11.467	8.469	6.839	5.102	4.194
"5924"	"2012-07-08 20:50:00"	18.557	18.485	14.96	11.516	8.693	6.965	5.05	4.194
"5925"	"2012-07-08 21:00:00"	18.509	18.509	14.768	11.37	8.618	6.839	5.076	4.194
"5926"	"2012-07-08 21:10:00"	18.533	18.461	15.031	11.394	8.543	6.864	5.076	4.194
"5927"	"2012-07-08 21:20:00"	18.438	18.438	15.031	11.37	8.519	6.914	5.128	4.194
"5928"	"2012-07-08 21:30:00"	18.485	18.509	15.008	11.273	8.618	6.94	5.102	4.194
"5929"	"2012-07-08 21:40:00"	18.414	18.509	15.008	11.37	8.494	6.864	5.128	4.194
"5930"	"2012-07-08 21:50:00"	18.366	18.509	14.984	11.419	8.519	6.813	5.128	4.194
"5931"	"2012-07-08 22:00:00"	18.39	18.485	14.864	11.297	8.568	6.813	5.179	4.194
"5932"	"2012-07-08 22:10:00"	18.366	18.438	15.031	11.394	8.543	6.914	5.128	4.168
"5933"	"2012-07-08 22:20:00"	18.366	18.438	14.96	11.321	8.469	6.889	5.179	4.168
"5934"	"2012-07-08 22:30:00"	18.343	18.414	14.96	11.297	8.519	6.99	5.179	4.168
"5935"	"2012-07-08 22:40:00"	18.319	18.39	15.008	11.443	8.543	6.965	5.154	4.194
"5936"	"2012-07-08 22:50:00"	18.271	18.366	14.768	11.419	8.568	6.99	5.154	4.194
"5937"	"2012-07-08 23:00:00"	18.247	18.366	15.031	11.492	8.469	6.813	5.05	4.194
"5938"	"2012-07-08 23:10:00"	18.247	18.319	14.936	11.54	8.444	6.737	5.102	4.194
"5939"	"2012-07-08 23:20:00"	18.224	18.319	14.864	11.443	8.494	6.788	5.154	4.194
"5940"	"2012-07-08 23:30:00"	18.176	18.295	14.96	11.273	8.568	6.889	5.154	4.194
"5941"	"2012-07-08 23:40:00"	18.152	18.271	15.008	11.419	8.668	6.965	5.102	4.194
"5942"	"2012-07-08 23:50:00"	18.057	18.247	14.936	11.346	8.494	6.889	5.128	4.194
"5943"	"2012-07-09 00:00:00"	18.129	18.224	14.888	11.443	8.494	6.965	5.128	4.194
"5944"	"2012-07-09 00:10:00"	18.081	18.2	14.912	11.443	8.494	6.864	5.154	4.194
"5945"	"2012-07-09 00:20:00"	18.057	18.176	14.816	11.565	8.519	6.864	5.179	4.194
"5946"	"2012-07-09 00:30:00"	18.081	18.176	14.888	11.492	8.543	6.914	5.205	4.194
"5947"	"2012-07-09 00:40:00"	18.057	18.152	14.912	11.492	8.593	6.889	5.102	4.194
"5948"	"2012-07-09 00:50:00"	18.033	18.129	14.936	11.492	8.519	6.788	5.05	4.194
"5949"	"2012-07-09 01:00:00"	18.033	18.129	14.984	11.346	8.543	6.813	5.024	4.194
"5950"	"2012-07-09 01:10:00"	17.986	18.081	15.031	11.37	8.568	6.839	5.102	4.194
"5951"	"2012-07-09 01:20:00"	17.986	18.081	14.96	11.346	8.668	6.94	5.128	4.194
"5952"	"2012-07-09 01:30:00"	17.938	18.057	14.864	11.394	8.693	6.99	5.024	4.194
"5953"	"2012-07-09 01:40:00"	17.938	18.033	14.888	11.37	8.593	6.839	5.102	4.194
"5954"	"2012-07-09 01:50:00"	17.891	18.01	14.912	11.394	8.568	6.864	5.128	4.194
"5955"	"2012-07-09 02:00:00"	17.891	17.986	14.912	11.467	8.543	6.864	5.154	4.194
"5956"	"2012-07-09 02:10:00"	17.843	17.962	14.84	11.492	8.519	6.914	5.179	4.194
"5957"	"2012-07-09 02:20:00"	17.796	17.938	14.864	11.54	8.494	6.889	5.154	4.194
"5958"	"2012-07-09 02:30:00"	17.819	17.915	14.816	11.492	8.494	6.889	5.128	4.194
"5959"	"2012-07-09 02:40:00"	17.701	17.891	14.984	11.419	8.519	6.864	5.128	4.194
"5960"	"2012-07-09 02:50:00"	17.724	17.843	14.936	11.321	8.543	6.965	5.128	4.194
"5961"	"2012-07-09 03:00:00"	17.701	17.843	14.864	11.492	8.543	6.965	5.154	4.194
"5962"	"2012-07-09 03:10:00"	17.677	17.819	14.816	11.492	8.543	6.94	5.128	4.194
"5963"	"2012-07-09 03:20:00"	17.653	17.796	14.888	11.419	8.494	6.94	5.128	4.194
"5964"	"2012-07-09 03:30:00"	17.653	17.772	14.84	11.492	8.543	6.813	5.128	4.168
"5965"	"2012-07-09 03:40:00"	17.629	17.748	14.96	11.492	8.618	6.889	5.128	4.194
"5966"	"2012-07-09 03:50:00"	17.582	17.724	14.936	11.443	8.519	6.864	5.102	4.194
"5967"	"2012-07-09 04:00:00"	17.605	17.701	14.864	11.443	8.519	6.839	5.179	4.194
"5968"	"2012-07-09 04:10:00"	17.486	17.677	14.888	11.394	8.543	6.94	5.179	4.194
"5969"	"2012-07-09 04:20:00"	17.51	17.677	14.84	11.346	8.593	6.99	5.179	4.194
"5970"	"2012-07-09 04:30:00"	17.582	17.677	14.84	11.492	8.643	6.965	5.076	4.194
"5971"	"2012-07-09 04:40:00"	17.605	17.653	14.936	11.443	8.543	6.813	5.076	4.194
"5972"	"2012-07-09 04:50:00"	17.558	17.653	14.936	11.37	8.419	6.788	5.154	4.168
"5973"	"2012-07-09 05:00:00"	17.534	17.629	14.84	11.37	8.568	6.889	5.205	4.168
"5974"	"2012-07-09 05:10:00"	17.51	17.629	14.816	11.394	8.643	6.99	5.179	4.194
"5975"	"2012-07-09 05:20:00"	17.51	17.629	14.792	11.516	8.643	6.889	5.102	4.194
"5976"	"2012-07-09 05:30:00"	17.534	17.605	14.864	11.516	8.519	6.813	5.076	4.194
"5977"	"2012-07-09 05:40:00"	17.534	17.582	14.864	11.467	8.444	6.737	5.102	4.168
"5978"	"2012-07-09 05:50:00"	17.534	17.582	14.792	11.492	8.543	6.889	5.128	4.168
"5979"	"2012-07-09 06:00:00"	17.534	17.582	14.768	11.467	8.618	6.99	5.102	4.194
"5980"	"2012-07-09 06:10:00"	17.534	17.582	14.792	11.492	8.643	6.965	5.102	4.194
"5981"	"2012-07-09 06:20:00"	17.534	17.582	14.816	11.467	8.568	6.914	5.128	4.194
"5982"	"2012-07-09 06:30:00"	17.534	17.582	14.888	11.321	8.519	6.914	5.179	4.194
"5983"	"2012-07-09 06:40:00"	17.629	17.605	14.984	11.467	8.469	6.914	5.154	4.194
"5984"	"2012-07-09 06:50:00"	17.677	17.605	14.888	11.467	8.543	6.889	5.128	4.194
"5985"	"2012-07-09 07:00:00"	17.701	17.605	14.912	11.443	8.593	6.889	5.102	4.194
"5986"	"2012-07-09 07:10:00"	17.724	17.629	14.936	11.321	8.568	6.864	5.128	4.194
"5987"	"2012-07-09 07:20:00"	17.796	17.629	14.888	11.297	8.618	6.914	5.102	4.194
"5988"	"2012-07-09 07:30:00"	17.867	17.653	14.888	11.443	8.618	6.914	5.076	4.168
"5989"	"2012-07-09 07:40:00"	17.938	17.629	14.84	11.467	8.593	6.889	5.154	4.194
"5990"	"2012-07-09 07:50:00"	17.938	17.677	14.888	11.589	8.543	6.889	5.154	4.194
"5991"	"2012-07-09 08:00:00"	18.033	17.653	14.768	11.443	8.519	6.889	5.205	4.194
"5992"	"2012-07-09 08:10:00"	18.2	17.653	14.792	11.467	8.643	6.965	5.179	4.194
"5993"	"2012-07-09 08:20:00"	18.247	17.653	14.792	11.492	8.668	7.015	5.179	4.194
"5994"	"2012-07-09 08:30:00"	18.295	17.677	14.912	11.565	8.593	6.914	5.231	4.194
"5995"	"2012-07-09 08:40:00"	18.533	17.724	14.96	11.467	8.519	7.015	5.231	4.194
"5996"	"2012-07-09 08:50:00"	18.461	17.748	14.792	11.394	8.494	6.94	5.205	4.194
"5997"	"2012-07-09 09:00:00"	18.343	17.772	14.96	11.516	8.494	6.914	5.128	4.194
"5998"	"2012-07-09 09:10:00"	18.366	17.796	14.745	11.662	8.593	7.015	5.102	4.194
"5999"	"2012-07-09 09:20:00"	18.675	17.891	14.864	11.589	8.568	6.889	5.102	4.194
"6000"	"2012-07-09 09:30:00"	19.008	17.891	14.792	11.419	8.519	6.889	5.179	4.194
"6001"	"2012-07-09 09:40:00"	19.579	17.891	15.008	11.394	8.593	6.965	5.102	4.194
"6002"	"2012-07-09 09:50:00"	19.579	17.843	14.792	11.589	8.742	7.066	5.076	4.194
"6003"	"2012-07-09 10:00:00"	19.056	17.867	14.888	11.54	8.742	6.99	5.154	4.194
"6004"	"2012-07-09 10:10:00"	18.889	17.962	14.936	11.516	8.668	6.94	5.282	4.194
"6005"	"2012-07-09 10:20:00"	19.413	17.938	14.816	11.516	8.568	6.914	5.231	4.194
"6006"	"2012-07-09 10:30:00"	19.436	17.938	15.031	11.565	8.444	6.864	5.257	4.246
"6007"	"2012-07-09 10:40:00"	19.722	17.843	15.103	11.71	8.742	7.091	5.205	4.22
"6008"	"2012-07-09 10:50:00"	19.746	17.962	15.008	11.613	8.717	7.015	5.179	4.22
"6009"	"2012-07-09 11:00:00"	19.603	18.105	14.936	11.467	8.494	6.914	5.076	4.194
"6010"	"2012-07-09 11:10:00"	19.865	17.986	15.103	11.419	8.245	6.737	5.154	4.194
"6011"	"2012-07-09 11:20:00"	20.126	17.891	14.721	11.394	8.841	6.965	5.205	4.194
"6012"	"2012-07-09 11:30:00"	20.031	17.986	15.031	11.662	8.817	7.116	5.257	4.194
"6013"	"2012-07-09 11:40:00"	20.15	18.105	14.936	11.419	8.866	7.192	5.385	4.194
"6014"	"2012-07-09 11:50:00"	20.269	18.247	14.888	11.565	8.444	7.116	5.257	4.194
"6015"	"2012-07-09 12:00:00"	20.222	18.081	14.864	11.565	8.519	6.914	5.128	4.194
"6016"	"2012-07-09 12:10:00"	20.079	18.176	14.816	11.37	8.444	6.813	5.024	4.194
"6017"	"2012-07-09 12:20:00"	20.031	18.271	14.888	11.467	8.543	6.712	5.154	4.194
"6018"	"2012-07-09 12:30:00"	20.46	18.628	14.936	11.832	8.866	6.965	5.36	4.22
"6019"	"2012-07-09 12:40:00"	20.531	18.129	14.984	11.467	8.618	7.116	5.179	4.22
"6020"	"2012-07-09 12:50:00"	20.627	18.366	15.175	11.565	8.866	7.167	5.102	4.194
"6021"	"2012-07-09 13:00:00"	20.579	18.2	15.103	11.419	8.693	7.116	5.154	4.194
"6022"	"2012-07-09 13:10:00"	20.793	18.224	14.888	11.2	8.543	6.914	5.385	4.194
"6023"	"2012-07-09 13:20:00"	21.199	18.295	15.031	11.686	8.668	6.965	5.05	4.22
"6024"	"2012-07-09 13:30:00"	20.698	18.461	14.888	11.394	8.643	6.94	4.973	4.194
"6025"	"2012-07-09 13:40:00"	20.936	18.343	15.151	11.346	8.717	6.965	5.205	4.194
"6026"	"2012-07-09 13:50:00"	21.127	18.794	15.055	11.419	8.717	6.965	5.205	4.194
"6027"	"2012-07-09 14:00:00"	21.175	18.485	14.673	11.759	8.568	6.737	5.102	4.22
"6028"	"2012-07-09 14:10:00"	21.485	18.533	14.96	11.565	8.593	6.611	5.257	4.194
"6029"	"2012-07-09 14:20:00"	21.891	18.652	15.079	11.686	8.866	7.066	5.411	4.22
"6030"	"2012-07-09 14:30:00"	21.987	18.557	15.27	11.467	8.891	7.192	5.205	4.22
"6031"	"2012-07-09 14:40:00"	21.461	18.628	15.175	11.492	8.668	6.864	5.257	4.194
"6032"	"2012-07-09 14:50:00"	21.413	18.723	14.912	11.686	8.668	7.142	5.154	4.194
"6033"	"2012-07-09 15:00:00"	21.939	18.842	14.816	11.832	8.394	7.066	5.385	4.194
"6034"	"2012-07-09 15:10:00"	22.202	18.747	14.984	11.37	8.245	6.965	5.231	4.246
"6035"	"2012-07-09 15:20:00"	21.652	18.771	15.127	11.467	8.494	7.217	5.179	4.22
"6036"	"2012-07-09 15:30:00"	21.437	18.485	14.912	11.565	8.693	7.116	5.102	4.194
"6037"	"2012-07-09 15:40:00"	22.011	18.628	15.031	11.662	8.767	6.99	5.411	4.194
"6038"	"2012-07-09 15:50:00"	22.25	18.794	15.031	12.219	9.213	7.619	5.102	4.246
"6039"	"2012-07-09 16:00:00"	22.776	18.889	15.342	11.102	8.319	6.712	5.257	4.194
"6040"	"2012-07-09 16:10:00"	22.537	18.913	15.27	11.589	8.817	7.217	5.282	4.246
"6041"	"2012-07-09 16:20:00"	22.417	19.056	15.055	11.224	8.469	7.116	5.231	4.194
"6042"	"2012-07-09 16:30:00"	22.298	19.27	14.864	11.565	8.841	7.192	4.947	4.22
"6043"	"2012-07-09 16:40:00"	22.537	18.913	14.888	11.613	9.064	6.813	5.154	4.22
"6044"	"2012-07-09 16:50:00"	22.465	18.747	14.792	11.248	8.668	7.091	4.921	4.194
"6045"	"2012-07-09 17:00:00"	22.011	19.056	15.031	11.589	8.643	6.687	5.411	4.194
"6046"	"2012-07-09 17:10:00"	21.676	18.58	15.294	11.759	8.444	6.889	5.257	4.194
"6047"	"2012-07-09 17:20:00"	21.557	18.604	15.223	11.71	8.394	6.889	5.231	4.194
"6048"	"2012-07-09 17:30:00"	21.437	18.771	15.031	11.662	8.717	6.965	5.231	4.194
"6049"	"2012-07-09 17:40:00"	21.437	19.032	14.721	11.613	8.369	6.763	5.385	4.194
"6050"	"2012-07-09 17:50:00"	21.581	18.699	14.912	11.346	8.593	7.242	5.231	4.22
"6051"	"2012-07-09 18:00:00"	21.819	18.747	15.079	11.224	8.643	7.116	5.154	4.194
"6052"	"2012-07-09 18:10:00"	21.843	18.794	14.984	11.467	8.742	6.914	5.102	4.194
"6053"	"2012-07-09 18:20:00"	21.963	18.818	15.151	11.54	8.469	6.611	4.973	4.194
"6054"	"2012-07-09 18:30:00"	21.772	18.889	15.175	11.856	8.444	6.763	5.205	4.194
"6055"	"2012-07-09 18:40:00"	21.676	18.961	15.103	11.734	8.27	6.813	5.308	4.194
"6056"	"2012-07-09 18:50:00"	21.652	18.961	14.888	11.565	8.668	7.015	5.024	4.194
"6057"	"2012-07-09 19:00:00"	21.557	19.151	14.745	11.492	8.841	6.965	5.076	4.194
"6058"	"2012-07-09 19:10:00"	21.533	18.771	14.864	11.346	9.04	7.217	5.205	4.194
"6059"	"2012-07-09 19:20:00"	21.509	18.913	14.792	11.224	8.643	7.041	5.231	4.194
"6060"	"2012-07-09 19:30:00"	21.39	18.937	14.912	11.637	8.693	6.914	4.973	4.22
"6061"	"2012-07-09 19:40:00"	21.294	18.794	15.055	11.613	8.543	6.788	4.973	4.194
"6062"	"2012-07-09 19:50:00"	21.223	18.889	15.055	11.467	8.295	6.687	5.36	4.194
"6063"	"2012-07-09 20:00:00"	21.103	18.723	15.151	11.54	8.369	6.839	5.282	4.194
"6064"	"2012-07-09 20:10:00"	21.032	18.604	15.151	11.637	8.394	6.788	5.231	4.194
"6065"	"2012-07-09 20:20:00"	20.936	19.032	14.745	11.589	8.792	7.192	5.334	4.194
"6066"	"2012-07-09 20:30:00"	20.889	19.175	14.888	11.321	8.668	7.343	5.154	4.194
"6067"	"2012-07-09 20:40:00"	20.889	19.008	14.984	11.467	8.419	6.914	5.102	4.168
"6068"	"2012-07-09 20:50:00"	20.936	18.842	15.031	11.492	8.568	6.914	5.05	4.168
"6069"	"2012-07-09 21:00:00"	20.913	18.913	14.984	11.637	8.543	6.864	5.05	4.168
"6070"	"2012-07-09 21:10:00"	20.841	19.008	14.816	11.613	8.543	6.864	5.257	4.194
"6071"	"2012-07-09 21:20:00"	20.817	18.771	14.936	11.516	8.444	6.839	5.205	4.194
"6072"	"2012-07-09 21:30:00"	20.77	18.818	15.055	11.346	8.543	6.864	5.024	4.194
"6073"	"2012-07-09 21:40:00"	20.722	18.866	14.936	11.467	8.643	6.864	4.999	4.194
"6074"	"2012-07-09 21:50:00"	20.698	18.937	14.96	11.589	8.693	6.788	5.179	4.194
"6075"	"2012-07-09 22:00:00"	20.627	19.008	14.912	11.346	8.841	7.015	5.282	4.194
"6076"	"2012-07-09 22:10:00"	20.579	18.794	15.008	11.443	8.643	7.142	5.179	4.22
"6077"	"2012-07-09 22:20:00"	20.507	18.794	15.055	11.565	8.568	6.94	5.179	4.194
"6078"	"2012-07-09 22:30:00"	20.412	19.103	14.888	11.394	8.693	7.041	5.334	4.194
"6079"	"2012-07-09 22:40:00"	20.317	19.056	14.792	11.54	8.693	6.99	5.076	4.22
"6080"	"2012-07-09 22:50:00"	20.15	18.937	15.127	11.686	8.519	6.687	5.102	4.22
"6081"	"2012-07-09 23:00:00"	20.079	18.652	15.175	11.662	8.469	6.914	5.154	4.22
"6082"	"2012-07-09 23:10:00"	20.007	18.557	15.127	11.807	8.717	6.99	5.076	4.22
"6083"	"2012-07-09 23:20:00"	19.936	18.794	15.055	11.419	8.519	6.864	5.334	4.194
"6084"	"2012-07-09 23:30:00"	19.817	18.913	15.055	11.565	8.717	7.041	5.334	4.22
"6085"	"2012-07-09 23:40:00"	19.698	19.008	14.84	11.565	8.767	7.167	5.308	4.22
"6086"	"2012-07-09 23:50:00"	19.603	18.985	14.912	11.346	8.568	7.142	5.257	4.194
"6087"	"2012-07-10 00:00:00"	19.555	19.056	14.816	11.613	8.841	7.192	5.179	4.194
"6088"	"2012-07-10 00:10:00"	19.413	19.389	14.912	11.394	8.643	6.94	5.154	4.194
"6089"	"2012-07-10 00:20:00"	19.341	19.222	14.936	11.467	8.519	6.763	5.154	4.194
"6090"	"2012-07-10 00:30:00"	19.27	18.747	15.127	11.565	8.444	6.737	5.154	4.194
"6091"	"2012-07-10 00:40:00"	19.222	18.509	15.247	11.613	8.568	6.864	5.05	4.194
"6092"	"2012-07-10 00:50:00"	19.151	18.414	14.864	11.589	8.618	6.864	5.231	4.194
"6093"	"2012-07-10 01:00:00"	19.08	18.866	15.079	11.37	8.618	6.914	5.308	4.194
"6094"	"2012-07-10 01:10:00"	19.056	18.675	14.936	11.346	8.693	7.066	5.231	4.194
"6095"	"2012-07-10 01:20:00"	18.937	18.961	14.864	11.37	8.668	7.041	5.205	4.194
"6096"	"2012-07-10 01:30:00"	18.937	19.056	14.936	11.516	8.717	7.015	5.102	4.194
"6097"	"2012-07-10 01:40:00"	18.866	19.008	14.816	11.613	8.643	6.839	5.205	4.22
"6098"	"2012-07-10 01:50:00"	18.842	18.889	14.888	11.589	8.519	6.914	5.102	4.194
"6099"	"2012-07-10 02:00:00"	18.747	18.818	15.031	11.613	8.519	6.839	5.024	4.22
"6100"	"2012-07-10 02:10:00"	18.747	18.675	15.031	11.637	8.568	6.839	5.128	4.22
"6101"	"2012-07-10 02:20:00"	18.652	18.533	15.151	11.759	8.494	6.965	5.076	4.194
"6102"	"2012-07-10 02:30:00"	18.509	18.652	14.888	11.54	8.543	6.914	5.334	4.194
"6103"	"2012-07-10 02:40:00"	18.461	18.628	14.912	11.273	8.593	7.091	5.334	4.194
"6104"	"2012-07-10 02:50:00"	18.461	18.557	14.984	11.443	8.643	7.192	5.282	4.194
"6105"	"2012-07-10 03:00:00"	18.319	18.509	14.816	11.565	8.519	7.066	5.154	4.194
"6106"	"2012-07-10 03:10:00"	18.247	18.438	14.936	11.662	8.643	6.94	5.076	4.194
"6107"	"2012-07-10 03:20:00"	18.224	18.366	15.008	11.637	8.767	6.914	5.205	4.194
"6108"	"2012-07-10 03:30:00"	18.176	18.319	14.768	11.248	8.643	6.889	5.257	4.194
"6109"	"2012-07-10 03:40:00"	18.057	18.271	15.103	11.419	8.643	6.864	5.231	4.22
"6110"	"2012-07-10 03:50:00"	18.033	18.176	15.079	11.783	8.742	6.864	5.231	4.22
"6111"	"2012-07-10 04:00:00"	17.962	18.081	14.912	11.54	8.618	7.015	5.179	4.22
"6112"	"2012-07-10 04:10:00"	17.819	18.033	15.151	11.637	8.693	7.015	5.024	4.22
"6113"	"2012-07-10 04:20:00"	17.772	17.986	15.008	11.492	8.742	6.99	5.257	4.22
"6114"	"2012-07-10 04:30:00"	17.748	17.938	15.079	11.492	8.866	7.041	5.231	4.22
"6115"	"2012-07-10 04:40:00"	17.701	17.867	15.175	11.613	8.543	6.965	5.231	4.22
"6116"	"2012-07-10 04:50:00"	17.677	17.796	15.008	11.637	8.593	7.116	5.257	4.22
"6117"	"2012-07-10 05:00:00"	17.605	17.772	14.912	11.443	8.444	6.914	5.257	4.194
"6118"	"2012-07-10 05:10:00"	17.558	17.701	15.031	11.346	8.618	6.99	5.488	4.22
"6119"	"2012-07-10 05:20:00"	17.582	17.653	15.079	11.516	8.742	7.268	5.076	4.246
"6120"	"2012-07-10 05:30:00"	17.486	17.605	14.96	11.759	8.717	6.788	5.128	4.22
"6121"	"2012-07-10 05:40:00"	17.415	17.558	14.84	11.589	8.519	6.813	5.308	4.22
"6122"	"2012-07-10 05:50:00"	17.415	17.51	14.984	11.443	8.394	6.914	5.36	4.22
"6123"	"2012-07-10 06:00:00"	17.344	17.463	14.888	11.613	8.693	7.192	5.128	4.246
"6124"	"2012-07-10 06:10:00"	17.296	17.439	14.936	11.565	8.792	7.041	5.076	4.22
"6125"	"2012-07-10 06:20:00"	17.225	17.368	15.151	11.71	8.643	6.737	5.308	4.22
"6126"	"2012-07-10 06:30:00"	17.225	17.344	15.151	11.54	8.618	6.94	5.334	4.22
"6127"	"2012-07-10 06:40:00"	17.177	17.32	15.581	11.686	8.519	7.116	5.257	4.22
"6128"	"2012-07-10 06:50:00"	17.249	17.296	15.103	11.37	8.643	7.116	5.411	4.194
"6129"	"2012-07-10 07:00:00"	17.249	17.296	15.103	11.492	8.742	7.318	5.334	4.22
"6130"	"2012-07-10 07:10:00"	17.225	17.296	15.031	11.565	8.668	7.318	5.334	4.22
"6131"	"2012-07-10 07:20:00"	17.249	17.272	14.697	11.516	8.643	7.192	5.282	4.22
"6132"	"2012-07-10 07:30:00"	17.272	17.272	15.175	11.783	8.419	6.94	5.102	4.22
"6133"	"2012-07-10 07:40:00"	17.296	17.272	14.768	12.025	8.866	6.94	5.076	4.194
"6134"	"2012-07-10 07:50:00"	17.272	17.249	15.055	11.467	8.643	6.94	5.36	4.22
"6135"	"2012-07-10 08:00:00"	17.32	17.249	14.816	11.565	8.568	7.091	5.385	4.246
"6136"	"2012-07-10 08:10:00"	17.344	17.272	15.079	11.443	8.668	7.242	5.36	4.246
"6137"	"2012-07-10 08:20:00"	17.368	17.272	15.079	11.467	8.543	7.217	5.385	4.22
"6138"	"2012-07-10 08:30:00"	17.272	17.249	14.912	11.443	8.742	7.268	5.308	4.246
"6139"	"2012-07-10 08:40:00"	17.249	17.225	15.103	11.516	8.693	7.142	5.308	4.22
"6140"	"2012-07-10 08:50:00"	17.177	17.225	14.96	11.662	8.618	7.015	5.282	4.22
"6141"	"2012-07-10 09:00:00"	17.201	17.225	15.199	11.565	8.742	7.142	5.257	4.22
"6142"	"2012-07-10 09:10:00"	17.177	17.225	14.984	11.783	8.618	7.015	5.231	4.22
"6143"	"2012-07-10 09:20:00"	17.177	17.177	14.864	11.759	8.693	6.94	5.231	4.194
"6144"	"2012-07-10 09:30:00"	17.153	17.177	14.816	11.54	8.593	6.965	5.179	4.22
"6145"	"2012-07-10 09:40:00"	17.13	17.153	15.055	11.394	8.444	6.889	5.385	4.246
"6146"	"2012-07-10 09:50:00"	17.082	17.153	14.816	11.613	8.916	7.343	5.334	4.22
"6147"	"2012-07-10 10:00:00"	17.082	17.153	15.103	11.516	8.767	7.393	5.128	4.246
"6148"	"2012-07-10 10:10:00"	17.13	17.153	15.294	11.734	8.519	6.864	5.411	4.246
"6149"	"2012-07-10 10:20:00"	17.106	17.153	15.223	11.321	8.693	7.393	5.36	4.22
"6150"	"2012-07-10 10:30:00"	17.034	17.13	15.079	11.467	8.568	7.242	5.257	4.246
"6151"	"2012-07-10 10:40:00"	16.987	17.106	14.768	11.419	8.568	7.091	5.282	4.22
"6152"	"2012-07-10 10:50:00"	17.034	17.082	14.864	11.88	8.618	7.066	5.282	4.246
"6153"	"2012-07-10 11:00:00"	17.034	17.082	14.936	11.613	8.668	7.116	5.102	4.246
"6154"	"2012-07-10 11:10:00"	17.034	17.082	15.008	11.443	8.444	6.99	5.231	4.246
"6155"	"2012-07-10 11:20:00"	17.011	17.058	15.247	11.443	8.543	6.94	5.257	4.22
"6156"	"2012-07-10 11:30:00"	17.034	17.034	15.199	11.443	8.817	7.242	5.231	4.194
"6157"	"2012-07-10 11:40:00"	17.011	17.034	14.96	11.37	8.717	7.242	5.179	4.22
"6158"	"2012-07-10 11:50:00"	17.058	17.011	14.96	11.394	8.668	7.167	5.462	4.194
"6159"	"2012-07-10 12:00:00"	17.011	17.058	14.912	11.248	8.916	7.368	5.437	4.22
"6160"	"2012-07-10 12:10:00"	17.058	17.034	14.912	11.443	8.519	7.167	5.282	4.246
"6161"	"2012-07-10 12:20:00"	17.106	17.058	15.079	11.734	8.618	7.066	5.076	4.246
"6162"	"2012-07-10 12:30:00"	17.082	17.034	14.864	11.977	8.419	6.813	5.179	4.246
"6163"	"2012-07-10 12:40:00"	17.082	17.034	15.223	11.637	8.469	6.763	5.385	4.22
"6164"	"2012-07-10 12:50:00"	17.177	17.034	15.008	11.71	8.693	7.217	5.282	4.22
"6165"	"2012-07-10 13:00:00"	17.272	17.011	15.031	11.565	8.717	7.192	5.437	4.22
"6166"	"2012-07-10 13:10:00"	17.249	17.034	15.342	11.419	8.767	7.419	5.308	4.22
"6167"	"2012-07-10 13:20:00"	17.272	17.058	15.294	11.516	8.643	7.318	5.282	4.22
"6168"	"2012-07-10 13:30:00"	17.272	17.058	15.031	11.443	8.494	7.041	5.205	4.22
"6169"	"2012-07-10 13:40:00"	17.296	17.058	15.175	11.589	8.319	6.914	5.385	4.22
