year	doy	gppCoeff	rCoeff	Q	nll	doInit	converge
2016	108	2.84454499849747e-05	-0.000818756249028653	0.0742342006440327	31.6925721998099	12.7586550829959	0
2016	109	8.98161866515493e-05	-0.00968869835351628	2.51133688258886	269.3429538546	13.6842918759538	0
2016	110	3.68726195179909e-05	-7.45167581010362e-07	0.167617722896782	74.8387314526125	14.0555018843932	0
2016	111	3.69723934480216e-05	-0.00204264798693552	0.0082487505736462	-131.670795515219	13.7333348411059	0
2016	112	0.000101024619015634	-0.0108965065230972	2.74469795539676	275.80173546785	14.4080806707245	0
2016	113	2.79686528638981e-05	-0.000401294815738536	0.0954025830721841	33.9291248514165	14.2873809334781	0
2016	114	1.64756030085709e-05	-0.000909910291296192	0.183562896592117	78.0569984547736	13.8105144426826	0
2016	115	0.00011793119323857	-0.0161096236839227	0.222890723163132	94.8915303556143	13.6386241810674	0
2016	116	6.40416122149815e-05	-0.00990807981805176	0.186985632275097	82.7540781791437	13.9355850865957	0
2016	117	1.17339377605064e-09	-5.228524220306e-05	0.124193736198296	52.2429239344765	13.3160609754768	0
2016	118	8.7243364949788e-11	-2.45715951962096e-06	0.0700192972591517	12.1984899313992	11.8707200571247	0
2016	119	0.000127852578099229	-0.0129130771604755	0.062386139253202	4.78939491033428	11.7506289916032	0
2016	124	3.19252990556193e-05	-0.0238408773077443	1.58475486605937	232.964529873501	14.0063566723528	0
2016	126	2.05548615656735e-06	-0.0316620553789723	10.2674777088793	355.425353359106	16.9984861652738	0
2016	127	1.92296679448317e-05	-0.024534949834117	17.258241388835	408.323813243563	19.4509554753857	0
2016	128	4.64559924471654e-05	-0.015982696342607	2.56581687381366	272.98707154412	12.2464940902971	0
2016	129	1.17973760598891e-05	-0.0372301199832484	20.0269402068184	395.718140801688	18.8903500040162	0
2016	130	2.2725244639235e-07	-0.0162013634955242	4.087486260196	304.391588765637	14.6311585491482	0
2016	132	1.6764481191217e-07	-0.0205766122798369	7.67213329749331	351.365885039501	15.0387708177541	0
2016	133	4.29975965945852e-06	-0.019965986386814	9.79860029201529	371.679601945324	16.5573584265306	0
2016	134	8.14673532403979e-06	-0.035287772259262	15.3220080371017	390.797605959696	18.4398219553115	0
2016	136	1.51506185552632e-05	-0.0497919381317994	27.1779809112856	415.953047533853	20.8507877494432	0
2016	137	7.13040667091719e-06	-0.0466685053212598	33.2857221902872	453.905444772112	21.2714111337987	0
2016	138	1.74641733038262e-05	-0.058985688615207	22.9271643891274	415.534559756069	21.2321304459356	0
2016	139	4.53949121321621e-06	-0.0458669727135938	36.6746956461579	425.705068768629	17.9407390442819	0
2016	140	1.16247093918138e-05	-0.00899179242023889	29.5879642688055	429.607062782145	13.3752756021988	0
2016	141	5.00519878877133e-05	-9.99002742623837e-05	0.226266972724735	94.3072133284109	10.2020507110054	0
2016	142	9.05796434636008e-06	-0.000118863414806493	0.0351980059353718	-32.325329798972	11.5924410451902	0
2016	143	8.87826325686266e-06	-1.75773415359451e-06	0.0683071407536923	7.00986979449022	11.5352792954482	0
2016	144	1.85027645733582e-05	-2.85014813357854e-05	0.095479595819664	27.2983083032089	12.0239934531179	0
2016	145	2.21859657269623e-06	-0.000477399821385671	0.464605521315069	148.211003283834	12.6240929603476	0
2016	146	4.82815234860495e-05	-2.67714375579069e-05	0.102503761496023	37.2726483022926	11.1851688990038	0
2016	147	2.73056430120935e-05	-0.00126325449415486	0.00951170089009892	-106.647347638868	11.7830793117662	0
2016	148	5.2548789947843e-05	-0.000226756213607883	0.117545249619909	59.2624881986129	11.6518845676258	0
2016	149	1.63734665899635e-05	-0.000123956309528925	0.0756900759563542	18.2459409120639	12.5973542492059	0
2016	150	2.00501503506707e-05	-0.00148326365836685	0.00894011072231238	-114.624274243658	11.6764639257107	0
2016	151	0.000108116706800623	-0.0326758860139232	5.29697964479841	283.557028561919	13.229635967327	0
2016	153	2.34477915323556e-05	-0.00079738610047039	0.0338988241814789	-42.5851423175292	11.4729565939385	0
2016	154	3.34055178671191e-05	-0.00373702669777377	0.0738515493408338	51.537973492067	11.877480994654	0
2016	155	3.34403441865372e-05	-1.2992203022542e-05	0.0543281453477208	-6.00780407557399	12.6895184558846	0
