Year	doy	Date	TN_load	TP_load	DOC_load	inflow
2013	159	2013-06-08	6.576028329	1.54377883	503.3440856	0.699203382
2013	160	2013-06-09	6.095362409	1.435810556	467.6340705	0.650743742
2013	161	2013-06-10	7.382563883	1.67761389	640.8899256	0.79266126
2013	162	2013-06-11	7.487084208	1.695457179	657.3631447	0.806506872
2013	163	2013-06-12	7.431851429	1.683417926	652.8881824	0.803045469
2013	164	2013-06-13	6.512749459	1.492036892	558.5402814	0.706126188
2013	165	2013-06-14	6.201788524	1.437216721	520.5691007	0.674973562
2013	166	2013-06-15	5.863759347	1.357992401	494.999849	0.640359533
2013	167	2013-06-16	6.187584781	1.444289276	516.7909524	0.678434965
2013	168	2013-06-17	6.166085175	1.43942289	517.2268081	0.678434965
2013	169	2013-06-18	5.70638111	1.331293047	481.072871	0.629975325
2013	170	2013-06-19	5.46532731	1.280987134	459.2634907	0.605745504
2013	171	2013-06-20	6.490289076	1.491063509	562.1511472	0.7199718
2013	172	2013-06-21	9.907017596	2.249161178	871.3354918	1.100726117
2013	173	2013-06-22	8.356912829	1.893917722	736.436341	0.931117375
2013	174	2013-06-23	7.535143412	1.740249688	651.3581379	0.844582303
2013	175	2013-06-24	6.72844	1.572231177	575.8526072	0.758047231
2013	176	2013-06-25	6.447155254	1.525597805	546.6309572	0.730356008
2013	177	2013-06-26	6.298556666	1.496972824	533.5257429	0.716510397
2013	178	2013-06-27	6.245230046	1.486370328	529.9207112	0.713048994
2013	179	2013-06-28	6.248117728	1.493124363	528.6808998	0.716510397
2013	180	2013-06-29	5.898240476	1.405753356	500.0564148	0.678434965
2013	181	2013-06-30	5.69041094	1.363671805	480.8403749	0.657666548
2013	182	2013-07-01	5.316509982	1.269340968	450.1875968	0.616129713
2013	183	2013-07-02	5.205811631	1.245413557	440.2947676	0.605745504
2013	184	2013-07-03	5.034218242	1.208914621	425.0178255	0.58843849
2013	185	2013-07-04	4.896223522	1.177507033	413.0886062	0.574592879
2013	186	2013-07-05	4.702318755	1.130876046	396.6474694	0.553824461
2013	187	2013-07-06	4.538161281	1.092159026	382.6074206	0.536517447
2013	188	2013-07-07	6.727902169	1.581216048	569.3426633	0.79266126
2013	189	2013-07-08	8.752006665	2.014100986	741.049526	1.028036656
2013	190	2013-07-09	7.928307022	1.848836026	668.6409489	0.938040181
2013	191	2013-07-10	8.000134333	1.87945446	672.9301431	0.951885793
2013	192	2013-07-11	6.839223023	1.629780489	574.3357562	0.820352483
2013	193	2013-07-12	6.40102116	1.553555938	537.6371093	0.775354246
2013	194	2013-07-13	5.851181519	1.429774728	491.5897411	0.713048994
2013	195	2013-07-14	5.700809978	1.403476808	479.4440267	0.699203382
2013	196	2013-07-15	5.315481949	1.307743701	446.8308439	0.654205145
2013	197	2013-07-16	5.22679228	1.294140716	440.0573955	0.647282339
2013	198	2013-07-17	5.144666988	1.278063026	433.5586483	0.640359533
2013	199	2013-07-18	5.089141648	1.269405667	429.5083767	0.63689813
2013	200	2013-07-19	4.838159449	1.197139521	406.7004835	0.605745504
2013	201	2013-07-20	4.732074541	1.174097945	398.0577354	0.595361296
2013	202	2013-07-21	4.471291766	1.107401967	375.4535295	0.56420867
2013	203	2013-07-22	4.374921432	1.0823445	366.7511946	0.553824461
2013	204	2013-07-23	4.56643615	1.120482545	380.2559606	0.578054281
2013	205	2013-07-24	4.283890898	1.044787233	354.8458637	0.53997885
2013	206	2013-07-25	4.306019939	1.04172974	354.3244918	0.53997885
2013	207	2013-07-26	4.959706708	1.178168772	402.5552084	0.616129713
2013	208	2013-07-27	4.726563156	1.117215393	381.9063698	0.584977087
2013	209	2013-07-28	4.663754815	1.094823658	374.6534424	0.574592879
2013	210	2013-07-29	4.567475944	1.067650272	365.5067139	0.560747267
2013	211	2013-07-30	4.443700887	1.033513	354.0724085	0.543440253
2013	212	2013-07-31	4.411547982	1.016338732	348.8407092	0.536517447
2013	213	2013-08-01	4.346019902	0.994384843	341.7327833	0.526133238
2013	214	2013-08-02	4.335174945	0.986527103	339.3711085	0.522671835
2013	215	2013-08-03	4.240887879	0.957757418	329.9709576	0.508826224
2013	216	2013-08-04	4.201704868	0.943034518	325.3186073	0.501903418
2013	217	2013-08-05	4.513434156	1.005279477	347.3431661	0.536517447
2013	218	2013-08-06	4.625038921	1.020865476	353.3633714	0.546901655
2013	219	2013-08-07	4.615933537	1.012869786	351.0942178	0.543440253
2013	220	2013-08-08	4.343713524	0.945225272	328.2161187	0.508826224
2013	221	2013-08-09	4.161188811	0.894531933	311.2235083	0.484596404
2013	222	2013-08-10	3.973393323	0.846123274	294.8683936	0.460366583
2013	223	2013-08-11	3.871946962	0.818338492	285.6313499	0.446520972
2013	224	2013-08-12	3.890228333	0.815811487	285.1991568	0.446520972
2013	225	2013-08-13	3.908509705	0.813284482	284.7669637	0.446520972
2013	226	2013-08-14	3.774726425	0.779103494	273.2245251	0.429213957
2013	227	2013-08-15	3.670648463	0.74997397	263.3381217	0.415368346
2013	228	2013-08-16	3.564397453	0.722845114	254.2039579	0.401522734
2013	229	2013-08-17	3.303137153	0.660955569	232.479904	0.370370108
2013	230	2013-08-18	3.038088454	0.599510298	210.7419055	0.339217483
2013	231	2013-08-19	2.738434433	0.533667461	187.4331772	0.304603454
2013	232	2013-08-20	2.497359829	0.479665172	168.0559092	0.276912231
2013	233	2013-08-21	2.612903858	0.505669103	178.306036	0.294219245
2013	234	2013-08-22	2.844958841	0.555114742	197.0330853	0.325371871
2013	235	2013-08-23	2.621104803	0.514722923	183.7713395	0.304603454
2013	236	2013-08-24	2.461279553	0.485951044	174.4648731	0.290757842
2013	237	2013-08-25	2.362522075	0.468434588	169.0665387	0.283835036
2013	238	2013-08-26	3.178908917	0.642858423	234.2612914	0.387677123
2013	239	2013-08-27	4.549089083	0.927142025	339.9140146	0.56420867
2013	240	2013-08-28	3.975133689	0.813109507	299.6459685	0.501903418
2013	241	2013-08-29	4.886692262	1.020208643	379.225714	0.626513922
2013	242	2013-08-30	7.737836251	1.649841781	618.2616752	1.007268239
2013	243	2013-08-31	7.478037351	1.615831131	609.3961863	0.989961224
2013	244	2013-09-01	6.832280715	1.490849465	565.5079468	0.920733167
2013	245	2013-09-02	6.355219753	1.399471372	533.8633186	0.872273526
2013	246	2013-09-03	5.866512906	1.303977822	500.2796197	0.820352483
2013	247	2013-09-04	5.462292979	1.22367885	472.1396525	0.778815649
2013	248	2013-09-05	5.069305476	1.144761501	444.2562364	0.737278814
2013	249	2013-09-06	4.756534296	1.082136975	422.4521505	0.706126188
2013	250	2013-09-07	4.615791382	1.061081048	416.7392415	0.699203382
2013	251	2013-09-08	4.475126386	1.038410269	410.3550545	0.692280577
2013	252	2013-09-09	4.092144696	0.956415404	380.410708	0.647282339
2013	253	2013-09-10	4.04519359	0.954380628	382.0899459	0.654205145
2013	254	2013-09-11	3.830257373	0.913464925	368.1150846	0.633436728
2013	255	2013-09-12	3.475339991	0.836546613	339.4765975	0.58843849
2013	256	2013-09-13	3.313487942	0.8059024	329.3565612	0.574592879
2013	257	2013-09-14	3.097954773	0.762229924	313.7195682	0.550363058
2013	258	2013-09-15	3.153926508	0.784646666	325.358614	0.574592879
2013	259	2013-09-16	2.963892073	0.746794149	311.9395424	0.553824461
2013	260	2013-09-17	2.798028774	0.714598446	300.6978284	0.536517447
2013	261	2013-09-18	2.722055734	0.703625831	298.5086938	0.536517447
2013	262	2013-09-19	2.701233021	0.709113379	303.0612029	0.546901655
2013	263	2013-09-20	2.792107641	0.743873082	320.4586329	0.581515684
2013	264	2013-09-21	2.598637564	0.702914565	305.31669	0.557285864
2013	265	2013-09-22	2.441376625	0.670150872	293.7103697	0.53997885
2013	266	2013-09-23	2.244409743	0.626078709	276.8523514	0.512287627
2013	267	2013-09-24	2.128363774	0.60375175	269.4522949	0.501903418
2013	268	2013-09-25	1.98551454	0.572760547	258.1881134	0.484596404
2013	269	2013-09-26	1.972737917	0.553226099	254.7958539	0.474212195
2013	270	2013-09-27	1.970736182	0.536434448	252.7876782	0.467289389
2013	271	2013-09-28	1.998855047	0.528534762	254.7084479	0.467289389
2013	272	2013-09-29	2.102199768	0.539992613	266.1446183	0.484596404
2013	273	2013-09-30	2.022812935	0.504298868	254.6319031	0.460366583
2013	274	2013-10-01	2.033982163	0.492351712	254.5977036	0.456905181
2013	275	2013-10-02	2.011252118	0.472309617	250.6535657	0.446520972
2013	276	2013-10-03	2.451879322	0.559740713	303.4815831	0.536517447
2013	277	2013-10-04	2.44947179	0.542683112	301.8437003	0.529594641
2013	278	2013-10-05	3.045840391	0.654882407	373.7588022	0.650743742
2013	279	2013-10-06	3.70877501	0.772265136	455.3030129	0.785738454
2013	280	2013-10-07	3.318338906	0.670028835	406.6415513	0.695741979
2013	281	2013-10-08	3.015132353	0.591730692	366.6504413	0.623052519
2013	282	2013-10-09	2.782810009	0.530255056	336.4784299	0.567670073
2013	283	2013-10-10	2.774349735	0.513893752	332.1197465	0.557285864
2013	284	2013-10-11	2.222720546	0.395217709	273.6487419	0.449982375
2013	285	2013-10-12	1.934240678	0.331695799	241.6198452	0.391138526
2013	286	2013-10-13	1.483664759	0.241542032	197.2776348	0.308064857
2013	287	2013-10-14	1.168144024	0.180202675	165.7402652	0.249221008
2013	288	2013-10-15	1.829266347	0.281690024	237.549903	0.366908706
2013	289	2013-10-16	2.056280656	0.306482709	267.2473415	0.40844554
2013	290	2013-10-17	1.51509399	0.212766401	213.6788282	0.311526259
2013	291	2013-10-18	1.486396935	0.20097275	212.467785	0.304603454
