Year	doy	Date	TN_load	TP_load	DOC_load	inflow
2014	126	2014-05-06	NA	NA	NA	98.79747918
2014	127	2014-05-07	NA	NA	NA	88.71668165
2014	128	2014-05-08	NA	NA	NA	81.72242044
2014	129	2014-05-09	NA	NA	NA	78.77746835
2014	130	2014-05-10	NA	NA	NA	80.13667701
2014	131	2014-05-11	NA	NA	NA	83.33648072
2014	132	2014-05-12	NA	NA	NA	71.41508813
2014	133	2014-05-13	NA	NA	NA	62.83508349
2014	134	2014-05-14	NA	NA	NA	55.84082228
2014	135	2014-05-15	NA	NA	NA	54.05686092
2014	136	2014-05-16	NA	NA	NA	56.633694
2014	137	2014-05-17	NA	NA	NA	110.0959011
2014	138	2014-05-18	NA	NA	NA	104.7440171
2014	139	2014-05-19	NA	NA	NA	93.19074348
2014	140	2014-05-20	NA	NA	NA	78.40934934
2014	141	2014-05-21	NA	NA	NA	64.84557963
2014	142	2014-05-22	NA	NA	NA	60.25825042
2014	143	2014-05-23	NA	NA	NA	64.81726278
2014	144	2014-05-24	NA	NA	NA	68.8665719
2014	145	2014-05-25	NA	NA	NA	64.222609
2014	146	2014-05-26	NA	NA	NA	56.74696139
2014	147	2014-05-27	NA	NA	NA	50.63052244
2014	148	2014-05-28	NA	NA	NA	52.64101857
2014	149	2014-05-29	3108.182258	210.3312455	14383.62528	47.2325008
2014	150	2014-05-30	2623.599848	171.2692196	12294.27266	40.09665535
2014	151	2014-05-31	2437.941813	152.6513219	11565.98167	37.46318858
2014	152	2014-06-01	2179.787032	130.5934275	10463.39527	33.64041424
2014	153	2014-06-02	1986.382445	111.3731192	9660.520599	30.89368008
2014	154	2014-06-03	1842.993627	96.33710332	9080.942676	28.88318394
2014	155	2014-06-04	2574.12904	122.684513	12916.59067	41.087745
2014	156	2014-06-05	3984.169071	188.4380586	20080.90706	63.03330142
2014	157	2014-06-06	4409.158755	202.1193243	22963.43605	73.08578211
2014	158	2014-06-07	3423.036885	157.1883265	18158.25583	57.73805103
2014	159	2014-06-08	2548.207224	118.7931994	13673.30505	43.21150852
2014	160	2014-06-09	2144.490927	103.3146003	11499.91943	35.87744515
