Year	doy	Date	TN_load	TP_load	DOC_load	inflow
2013	163	2013-06-12	0.038805943	0.000947931	1.890185143	0.002
2013	164	2013-06-13	0.467448686	0.011434423	22.82293029	0.024
2013	165	2013-06-14	0.899349943	0.022029531	44.01364114	0.046
2013	166	2013-06-15	0.294377143	0.007220571	14.44021714	0.015
2013	167	2013-06-16	0.3742848	0.00919296	18.402336	0.019
2013	168	2013-06-17	0.217505829	0.005349394	10.71847543	0.011
2013	169	2013-06-18	0.099236571	0.002443886	4.901348571	0.005
2013	170	2013-06-19	0.079685486	0.001964983	3.944530286	0.004
2013	171	2013-06-20	0.099977143	0.002468571	4.959977143	0.005
2013	172	2013-06-21	0.321111771	0.007938926	15.96573257	0.016
2013	173	2013-06-22	3.021531429	0.074797714	150.5581714	0.15
2013	174	2013-06-23	2.3654592	0.05863104	118.121328	0.117
2013	175	2013-06-24	1.623332571	0.040287086	81.23574857	0.08
2013	176	2013-06-25	0.977554286	0.024290743	49.02286629	0.048
2013	177	2013-06-26	0.613193143	0.015255771	30.81517714	0.03
2013	178	2013-06-27	2.051382857	0.051099429	103.3035429	0.1
2013	179	2013-06-28	0.823515429	0.020538514	41.55593143	0.04
2013	180	2013-06-29	1.3017024	0.03250368	65.819952	0.063
2013	181	2013-06-30	1.099008	0.0274752	55.683072	0.053
2013	182	2013-07-01	0.42336	0.01084469	21.0690869	0.02
2013	183	2013-07-02	0.2808	0.007358897	13.73170097	0.013
2013	184	2013-07-03	0.264384	0.007078841	12.70938041	0.012
2013	185	2013-07-04	0.539136	0.01472971	25.4866891	0.024
2013	186	2013-07-05	0.366336	0.010201159	17.03641159	0.016
2013	187	2013-07-06	0.186624	0.005291255	8.540848552	0.008
2013	188	2013-07-07	0.09504	0.002740966	4.281745655	0.004
2013	189	2013-07-08	0.048384	0.001418152	2.146533517	0.002
2013	190	2013-07-09	0.024624	0.00073291	1.076097103	0.001
2013	191	2013-07-10	0.025056	0.000756745	1.078927448	0.001
2013	192	2013-07-11	0	0	0	0
2013	193	2013-07-12	0	0	0	0
2013	194	2013-07-13	0	0	0	0
2013	195	2013-07-14	0	0	0	0
2013	196	2013-07-15	0	0	0	0
2013	197	2013-07-16	0	0	0	0
2013	198	2013-07-17	0	0	0	0
2013	199	2013-07-18	0	0	0	0
2013	200	2013-07-19	0	0	0	0
2013	201	2013-07-20	0	0	0	0
2013	202	2013-07-21	0	0	0	0
2013	203	2013-07-22	0	0	0	0
2013	204	2013-07-23	0	0	0	0
2013	205	2013-07-24	0	0	0	0
2013	206	2013-07-25	0	0	0	0
2013	207	2013-07-26	0	0	0	0
2013	208	2013-07-27	0	0	0	0
2013	209	2013-07-28	0	0	0	0
2013	210	2013-07-29	0	0	0	0
2013	211	2013-07-30	0	0	0	0
2013	212	2013-07-31	0.064928	0.0023168	2.276352	0.002
2013	213	2013-08-01	0	0	0	0
2013	214	2013-08-02	0	0	0	0
2013	215	2013-08-03	0.062528	0.0021632	2.292768	0.002
2013	216	2013-08-04	0.061728	0.002112	2.29824	0.002
2013	217	2013-08-05	0.030464	0.0010304	1.151856	0.001
2013	218	2013-08-06	0.7516	0.02512	28.8648	0.025
2013	219	2013-08-07	0.88992	0.029376	34.71984	0.03
2013	220	2013-08-08	1.141296	0.0371904	45.242496	0.039
2013	221	2013-08-09	0.779328	0.025056	31.3956	0.027
2013	222	2013-08-10	0.256176	0.0081216	10.489824	0.009
2013	223	2013-08-11	0.505152	0.0157824	21.028896	0.018
2013	224	2013-08-12	0.497952	0.0153216	21.078144	0.018
2013	225	2013-08-13	0.354432	0.0107328	15.258672	0.013
2013	226	2013-08-14	0.26864	0.008	11.7648	0.01
2013	227	2013-08-15	0.211712	0.0061952	9.433728	0.008
2013	228	2013-08-16	0.6516	0.01872	29.5488	0.025
2013	229	2013-08-17	1.15488	0.032544	53.31096	0.045
2013	230	2013-08-18	1.187408	0.0327872	55.808928	0.047
2013	231	2013-08-19	0.99456	0.02688	47.6064	0.04
2013	232	2013-08-20	0.293568	0.0077568	14.314752	0.012
2013	233	2013-08-21	0.144384	0.0037248	7.173792	0.006
2013	234	2013-08-22	0.070992	0.0017856	3.595104	0.003
2013	235	2013-08-23	0.046528	0.0011392	2.402208	0.002
2013	236	2013-08-24	0.022864	0.000544	1.20384	0.001
2013	237	2013-08-25	0	0	0	0
2013	238	2013-08-26	0	0	0	0
2013	239	2013-08-27	0	0	0	0
2013	240	2013-08-28	0	0	0	0
2013	241	2013-08-29	0	0	0	0
2013	242	2013-08-30	0	0	0	0
2013	243	2013-08-31	0	0	0	0
2013	244	2013-09-01	0	0	0	0
2013	245	2013-09-02	0	0	0	0
2013	246	2013-09-03	0	0	0	0
2013	247	2013-09-04	0	0	0	0
2013	248	2013-09-05	0	0	0	0
2013	249	2013-09-06	0	0	0	0
2013	250	2013-09-07	0	0	0	0
2013	251	2013-09-08	0	0	0	0
2013	252	2013-09-09	0	0	0	0
2013	253	2013-09-10	0	0	0	0
2013	254	2013-09-11	0	0	0	0
2013	255	2013-09-12	0	0	0	0
2013	256	2013-09-13	0	0	0	0
2013	257	2013-09-14	0	0	0	0
2013	258	2013-09-15	0.3760128	0.0082944	18.123264	0.016
2013	259	2013-09-16	4.4509824	0.0979776	213.416208	0.189
2013	260	2013-09-17	3.681528686	0.0808704	175.6042971	0.156
2013	261	2013-09-18	3.854773029	0.0844992	182.9105897	0.163
2013	262	2013-09-19	0.947931429	0.020736	44.74532571	0.04
2013	263	2013-09-20	0.451205486	0.0098496	21.18719314	0.019
2013	264	2013-09-21	0.261767314	0.0057024	12.22757486	0.011
2013	265	2013-09-22	0.1907712	0.0041472	8.86464	0.008
2013	266	2013-09-23	0.119478857	0.002592	5.522811429	0.005
2013	267	2013-09-24	0.095780571	0.0020736	4.404178286	0.004
2013	268	2013-09-25	0.071983543	0.0015552	3.292580571	0.003
2013	269	2013-09-26	0.048087771	0.0010368	2.188018286	0.002
2013	270	2013-09-27	0.048186514	0.0010368	2.180982857	0.002
2013	271	2013-09-28	0.024142629	0.0005184	1.086973714	0.001
2013	272	2013-09-29	0.024192	0.0005184	1.083456	0.001
2013	273	2013-09-30	0.024053143	0.000515314	1.087266857	0.001
2013	274	2013-10-01	0.023914286	0.000512229	1.091077714	0.001
2013	275	2013-10-02	0.023775429	0.000509143	1.094888571	0.001
2013	276	2013-10-03	0.023636571	0.000506057	1.098699429	0.001
