Year	doy	Date	TN_load	TP_load	DOC_load	inflow
2013	1	2013-01-01	NA	NA	NA	4.352925526
2013	2	2013-01-02	NA	NA	NA	3.429243972
2013	3	2013-01-03	NA	NA	NA	3.137962762
2013	4	2013-01-04	NA	NA	NA	2.420851226
2013	5	2013-01-05	NA	NA	NA	5.790244781
2013	6	2013-01-06	NA	NA	NA	14.38554267
2013	7	2013-01-07	NA	NA	5632.518635	20.87353148
2013	8	2013-01-08	NA	NA	10233.35732	12.82436767
2013	9	2013-01-09	NA	NA	4836.397963	5.917733857
2013	10	2013-01-10	NA	NA	2652.890398	3.219419624
2013	11	2013-01-11	NA	NA	1756.969586	2.141915185
2013	12	2013-01-12	NA	NA	1238.434414	1.511556882
2013	13	2013-01-13	NA	NA	955.4166021	1.171045058
2013	14	2013-01-14	NA	NA	1463.428695	1.819511162
2013	15	2013-01-15	NA	NA	1280.759048	1.586336966
2013	16	2013-01-16	NA	NA	1827.616906	2.284843113
2013	17	2013-01-17	NA	NA	1875.792073	2.366422421
2013	18	2013-01-18	NA	NA	11402.99531	14.42611988
2013	19	2013-01-19	NA	NA	3715.485896	4.700754207
2013	20	2013-01-20	NA	NA	2171.878559	2.772689379
2013	21	2013-01-21	48.25455367	0.681561492	1405.603238	1.817001467
2013	22	2013-01-22	33.21322451	0.473103322	1025.109777	1.349237365
2013	23	2013-01-23	26.63126588	0.382697819	893.9886146	1.17148252
2013	24	2013-01-24	20.95272549	0.303859872	764.0591215	1.003447477
2013	25	2013-01-25	66.08376991	0.96750861	4026.41915	5.681278711
2013	26	2013-01-26	133.1906628	1.969379682	6574.974237	9.154288158
2013	27	2013-01-27	153.5851727	2.294456361	6087.998297	7.898522702
2013	28	2013-01-28	136.0609635	2.054611865	5249.854405	6.597909913
2013	29	2013-01-29	111.0882713	1.696421877	4601.152198	5.833992581
2013	30	2013-01-30	84.36375573	1.30349268	3271.589237	4.243256629
2013	31	2013-01-31	102.244825	1.599241267	4126.921763	5.809362535
2013	32	2013-02-01	66.41646285	1.052247934	2458.974424	3.536701958
2013	33	2013-02-02	47.68911137	0.765771999	1720.052441	2.618961515
2013	34	2013-02-03	66.40348812	1.081428235	2777.09143	4.854387258
2013	35	2013-02-04	60.0163184	0.932707513	1637.734075	2.859586424
2013	36	2013-02-05	78.85299284	1.163931806	1918.269855	3.780083397
2013	37	2013-02-06	57.37309326	0.87983352	1472.942686	2.78317104
2013	38	2013-02-07	67.7513963	1.008435164	1663.274005	3.31006461
2013	39	2013-02-08	44.14658251	0.675885922	1130.214441	2.184499292
2013	40	2013-02-09	35.59938608	0.534303436	883.7943707	1.775767301
2013	41	2013-02-10	55.26837064	0.790983892	1270.211805	2.763207469
2013	42	2013-02-11	65.36306961	0.950666643	1554.840568	3.311133812
2013	43	2013-02-12	49.89279025	0.73451544	1220.909955	2.559873174
2013	44	2013-02-13	121.0266944	1.708374362	2934.17816	6.213706461
