site	dateTime	discharge
L4M	2011-01-01 00:00:00	1.638672728
L4M	2011-01-02 00:00:00	1.43195233
L4M	2011-01-03 00:00:00	1.14359441
L4M	2011-01-04 00:00:00	1.013416512
L4M	2011-01-05 00:00:00	0.943721006
L4M	2011-01-06 00:00:00	0.918555554
L4M	2011-01-07 00:00:00	0.888783544
L4M	2011-01-08 00:00:00	0.862167879
L4M	2011-01-09 00:00:00	0.833675469
L4M	2011-01-10 00:00:00	0.823779902
L4M	2011-01-11 00:00:00	0.823950515
L4M	2011-01-12 00:00:00	0.828983605
L4M	2011-01-13 00:00:00	0.822670916
L4M	2011-01-14 00:00:00	0.815590466
L4M	2011-01-15 00:00:00	0.813543108
L4M	2011-01-16 00:00:00	0.806292045
L4M	2011-01-17 00:00:00	0.804756526
L4M	2011-01-18 00:00:00	0.843400424
L4M	2011-01-19 00:00:00	0.895010927
L4M	2011-01-20 00:00:00	0.884688826
L4M	2011-01-21 00:00:00	0.850992713
L4M	2011-01-22 00:00:00	0.840158772
L4M	2011-01-23 00:00:00	0.837002427
L4M	2011-01-24 00:00:00	0.826936247
L4M	2011-01-25 00:00:00	0.837343654
L4M	2011-01-26 00:00:00	0.838111413
L4M	2011-01-27 00:00:00	0.831969337
L4M	2011-01-28 00:00:00	0.829921978
L4M	2011-01-29 00:00:00	0.823779902
L4M	2011-01-30 00:00:00	0.821732543
L4M	2011-01-31 00:00:00	0.815590466
L4M	2011-02-01 00:00:00	0.814652094
L4M	2011-02-02 00:00:00	1.39570074
L4M	2011-02-03 00:00:00	1.175499085
L4M	2011-02-04 00:00:00	1.078846687
L4M	2011-02-05 00:00:00	1.059652699
L4M	2011-02-06 00:00:00	1.007189129
L4M	2011-02-07 00:00:00	0.979037945
L4M	2011-02-08 00:00:00	0.956175772
L4M	2011-02-09 00:00:00	0.910195505
L4M	2011-02-10 00:00:00	0.899702791
L4M	2011-02-11 00:00:00	0.909939585
L4M	2011-02-12 00:00:00	0.91232817
L4M	2011-02-13 00:00:00	1.080211593
L4M	2011-02-14 00:00:00	1.86332634
L4M	2011-02-15 00:00:00	2.217434109
L4M	2011-02-16 00:00:00	2.524435322
