year	doy	GPP	R	NEP	GPP_SD	R_SD	gppCoeff_SD	rCoeff_SD	doInit_SD	nll.nll	converge.converge
2013	1	1.23775862015579e-07	-0.0301802685874944	-0.0301801448116324	0.282510831519724	0.0179450029152246	5.75293896852313e-05	6.62349157721842e-05	0.206840285277851	-349.347737205404	0
2013	2	0.00627560311135914	-0.0150127553213973	-0.0087371522100382	0.283083599027987	0.00143933401484459	9.21845032336858e-05	5.27102882666167e-06	0.248782731947338	-339.43150266295	0
2013	3	0.00357032497029353	-2.20322139350156e-08	0.0035703029380796	0.255176039139567	0.000387359412770625	0.00012267463898159	1.39752593618647e-06	0.299198127743906	-313.727704533386	0
2013	4	0.0276408620117197	-0.0257021278870232	0.00193873412469646	0.254151641801085	0.000684028858469179	6.50208006762624e-05	2.44265082202856e-06	0.202549956048443	-347.720847725687	1
2013	5	1.66661416817703e-08	-0.0306162167715133	-0.0306162001053716	0.257080035155715	0.022934418042424	0.000141509681860468	8.16112833863869e-05	0.187480651434177	-342.969583890831	0
2013	6	0.00869691236973115	-0.056035586816355	-0.0473386744466239	0.272308284177247	0.0156794570927682	0.000270215808615753	5.55524510238103e-05	0.184981943305745	-349.689677030372	0
2013	7	4.45258386662736e-09	-9.5902913208253e-26	4.45258386662736e-09	2.03000975646668	0.0708301219875857	0.00141867846463826	0.000245375456451069	1.90188060781825	-168.939584953367	0
2013	8	1.03399519620029e-07	-0.261616337665206	-0.261616234265686	5.31975199910685	0.0542933354153517	0.000930417031235922	0.000182619090083334	2.3311640281422	-222.254911332178	1
2013	9	6.86754666898272e-06	-0.0697856880393592	-0.0697788204926902	0.599657612543802	0.0103593360756099	0.000121887782660141	3.60402366100991e-05	0.649995370810977	-328.606181182663	1
2013	10	0.0072696694155796	-0.0313632678327658	-0.0240935984171862	0.271150303895465	0.0167973682278233	5.63410515816751e-05	5.93241547163003e-05	0.225385225456982	-357.461068072085	0
2013	11	1.34907330845456e-06	-0.0485839422068982	-0.0485825931335897	0.269074739398839	0.000482402054559549	5.26275640430428e-05	1.71219951318883e-06	0.256682122884321	-363.925820368117	1
2013	12	0.00731873095540379	-0.0541165427408107	-0.0467978117854069	0.239752535060207	0.0471454832234847	3.77347607407752e-05	0.000168024233952013	0.141829641323698	-368.805943772459	1
2013	13	0.00292683742229404	-0.0199534485086644	-0.0170266110863704	0.289172307889816	0.000431173628141892	4.14101084196135e-05	1.54169837650459e-06	0.205370774676874	-361.289293867432	0
