year	doy	gppCoeff	rCoeff	Q	nll	doInit	converge
2013	1	2.52052275702659e-11	-0.000111395220012957	0.000457407639260365	-349.347737205404	11.624422019566	0
2013	2	2.04361311393112e-06	-5.49786673910073e-05	0.000524980559198742	-339.43150266295	11.6199107637404	0
2013	3	1.71641635419444e-06	-7.9488427002614e-11	0.000750331109864417	-313.727704533386	11.6701576169922	0
2013	4	7.07149073146938e-06	-9.17816887895955e-05	0.000491090275634315	-347.720847725687	11.7304790481685	1
2013	5	9.17387616584186e-12	-0.000108946681731233	0.000483374321775824	-342.969583890831	11.7532247825022	0
2013	6	8.63008342014888e-06	-0.000198534564927111	0.000455210359075543	-349.689677030372	11.7311092190694	0
2013	7	3.1117017164364e-12	-3.32234654453748e-28	0.00560430244818466	-168.939584953367	11.6175945226476	0
2013	8	1.8084428389188e-11	-0.00087996320671515	0.00267266273880791	-222.254911332178	11.5234428714819	1
2013	9	1.39591329833438e-09	-0.000242785125473304	0.000609758625063704	-328.606181182663	11.5647713672525	1
2013	10	1.51053055681914e-06	-0.000110767313550813	0.000408706761522107	-357.461068072085	11.5835520875918	0
2013	11	2.63861416712974e-10	-0.000172439983223945	0.000373821471656341	-363.925820368117	11.5885684930553	1
2013	12	1.15189839998528e-06	-0.000192868754681182	0.000353073203345629	-368.805943772459	11.576720901218	1
2013	13	4.19129535148849e-07	-7.13452705909753e-05	0.000387460030554156	-361.289293867432	11.5530535705381	0
2013	14	3.42990529796414e-07	-9.35198908911124e-05	0.000497918441930803	-340.859657531417	11.5728587298973	0
2013	15	1.31019076763939e-10	-0.000137343908573146	0.000393603747214935	-360.167057851109	11.5767872254174	1
2013	16	1.09848915974238e-06	-0.000179992578995863	0.000534645471536101	-321.696428288277	11.5921286594823	0
2013	17	1.27004671703495e-06	-0.000173445287088204	0.000600740144066986	-329.087143043246	11.5652056413463	0
2013	18	3.60020619443497e-06	-0.000253053404219651	0.00040637846253781	-357.860640002092	11.5688210106707	0
2013	19	9.95174743802615e-13	-1.51301528237501e-16	0.000692789453578313	-319.463711605444	11.5197050157986	0
2013	20	1.40947862822757e-11	-4.64403063879486e-05	0.000452527359940418	-350.131588836107	11.5408663406258	0
2013	21	3.08106497045946e-10	-0.000133552802349168	0.000453734434293763	-347.772793261022	11.5721453576837	1
2013	22	9.4025945526958e-10	-0.000186622862752311	0.00055907392781372	-335.048589405504	11.5605972810542	1
2013	23	4.93090600961228e-13	-6.18927074875523e-14	0.000560115145878004	-334.76911786547	11.5460924364703	0
2013	24	8.30288643901197e-13	-2.71788785748436e-05	0.000445366467268105	-351.263423710839	11.5925584267592	0
2013	25	1.78419190619887e-06	-7.71939570944451e-05	0.000512115763186059	-341.21929220372	11.6497185853455	0
2013	26	2.86686819505407e-10	-0.000254242562831412	0.000463062442070915	-348.469743020596	11.6997976816549	0
2013	27	3.19242594017475e-08	-0.000143434065684441	0.000513765911738382	-338.490183215514	11.670772990782	1
2013	28	7.21012974340104e-13	-0.000313251763682787	0.000499444966242119	-343.025870021707	11.7346400908021	0
2013	29	6.74968543268427e-11	-0.000235491162057187	0.000460919358834211	-348.821442777582	11.7343570122602	1
2013	30	7.04200686464644e-10	-3.8825884096277e-05	0.000487786261698276	-344.807794018639	11.7253838503251	1
2013	31	7.27619983075336e-06	-0.000395981685718441	0.000629444440214426	-326.34981292641	11.7710569688882	0
2013	32	3.84248619827599e-07	-7.82590679665432e-07	0.000521502354137638	-337.250450828238	11.7990693075894	1
2013	33	4.26181884688539e-07	-0.000119253793704642	0.000570114399518097	-333.492650030394	11.8328850845382	0
2013	34	3.87340588400642e-13	-1.2316823504753e-17	0.000588145666840419	-331.253124262878	11.8351832218121	0
2013	35	1.75392665427601e-06	-1.34989948292049e-07	0.000557637658906827	-283.742446660663	11.8943103771161	1
2013	36	1.55609834483486e-06	-8.57358447058822e-08	0.000580020132833373	-304.570102712926	11.9611644433757	0
2013	37	1.02144216085495e-07	-0.000120936330759477	0.000577045617253995	-327.998267780581	12.0186622352166	0
2013	38	4.22674724555848e-17	-3.18641378208393e-11	0.000496635357795835	-343.430685174767	12.022203361858	0
2013	39	1.53642304238317e-06	-0.000244392155271061	0.000464557737453399	-346.489008147544	12.0714101566268	1
2013	40	3.5055554017248e-06	-0.000240850140839714	0.000587789114875062	-331.272637041386	12.0578559211871	1
2013	41	5.02192403327233e-07	-0.00032480237774549	0.000589911202823458	-331.022612576476	12.042469281392	0
