Year	doy	Date	TN_load	TP_load	DOC_load	inflow
2014	1	2014-01-01	0.622616276	0.0093312	29.00877021	0.036
2014	2	2014-01-02	0.412574897	0.0062208	19.29842317	0.024
2014	3	2014-01-03	0.392985931	0.0059616	18.45526345	0.023
2014	4	2014-01-04	1.290637241	0.0196992	60.85354593	0.076
2014	5	2014-01-05	0.658233931	0.0101088	31.16124745	0.039
2014	6	2014-01-06	0.419337931	0.00648	19.93270345	0.025
2014	7	2014-01-07	0.800123586	0.0124416	38.18927669	0.048
2014	8	2014-01-08	0.894508138	0.0139968	42.8712331	0.054
2014	9	2014-01-09	0.444438621	0.0069984	21.38976497	0.027
2014	10	2014-01-10	0.278059034	0.0044064	13.43876028	0.017
2014	11	2014-01-11	0.211277793	0.0033696	10.25462234	0.013
2014	12	2014-01-12	0.161478621	0.002592	7.871188966	0.01
2014	13	2014-01-13	0.12834869	0.0020736	6.283365517	0.008
2014	14	2014-01-14	0.111575172	0.0018144	5.486057379	0.007
2014	15	2014-01-15	0.095010207	0.0015552	4.692145655	0.006
2014	16	2014-01-16	0.078653793	0.001296	3.901630345	0.005
2014	17	2014-01-17	0.078132414	0.001296	3.89313931	0.005
2014	18	2014-01-18	0.077611034	0.001296	3.884648276	0.005
2014	19	2014-01-19	0.061671724	0.0010368	3.100925793	0.004
2014	20	2014-01-20	0.061254621	0.0010368	3.094132966	0.004
2014	21	2014-01-21	0.045628138	0.0007776	2.315505103	0.003
2014	22	2014-01-22	0.04531531	0.0007776	2.310410483	0.003
2014	23	2014-01-23	0.045002483	0.0007776	2.305315862	0.003
2014	24	2014-01-24	0.044689655	0.0007776	2.300221241	0.003
2014	25	2014-01-25	0.044376828	0.0007776	2.295126621	0.003
2014	26	2014-01-26	0.044064	0.0007776	2.290032	0.003
2014	27	2014-01-27	0.044619429	0.0007776	2.305861714	0.003
2014	28	2014-01-28	0.045174857	0.0007776	2.321691429	0.003
2014	29	2014-01-29	0.045730286	0.0007776	2.337521143	0.003
2014	30	2014-01-30	0.046285714	0.0007776	2.353350857	0.003
2014	31	2014-01-31	0.046841143	0.0007776	2.369180571	0.003
2014	32	2014-02-01	0.047396571	0.0007776	2.385010286	0.003
2014	33	2014-02-02	0.047952	0.0007776	2.40084	0.003
2014	34	2014-02-03	0.048507429	0.0007776	2.416669714	0.003
2014	35	2014-02-04	0.032708571	0.0005184	1.621666286	0.002
2014	36	2014-02-05	0.033078857	0.0005184	1.632219429	0.002
2014	37	2014-02-06	0.033449143	0.0005184	1.642772571	0.002
2014	38	2014-02-07	0.033819429	0.0005184	1.653325714	0.002
2014	39	2014-02-08	0.051284571	0.0007776	2.495818286	0.003
2014	40	2014-02-09	0.05184	0.0007776	2.511648	0.003
2014	41	2014-02-10	0.069860571	0.0010368	3.369970286	0.004
2014	42	2014-02-11	0.070601143	0.0010368	3.391076571	0.004
2014	43	2014-02-12	0.053506286	0.0007776	2.559137143	0.003
2014	44	2014-02-13	0.072082286	0.0010368	3.433289143	0.004
2014	45	2014-02-14	0.072822857	0.0010368	3.454395429	0.004
2014	46	2014-02-15	0.073563429	0.0010368	3.475501714	0.004
2014	47	2014-02-16	0.09288	0.001296	4.37076	0.005
2014	48	2014-02-17	0.093805714	0.001296	4.397142857	0.005
2014	49	2014-02-18	0.075785143	0.0010368	3.538820571	0.004
2014	50	2014-02-19	0.076525714	0.0010368	3.559926857	0.004
2014	51	2014-02-20	0.057949714	0.0007776	2.685774857	0.003
2014	52	2014-02-21	0.058505143	0.0007776	2.701604571	0.003
2014	53	2014-02-22	0.059060571	0.0007776	2.717434286	0.003
2014	54	2014-02-23	0.059616	0.0007776	2.733264	0.003
2014	55	2014-02-24	0.198349714	0.002567314	9.103844571	0.01
2014	56	2014-02-25	0.356362971	0.004576731	16.37425646	0.018
2014	57	2014-02-26	0.2766528	0.00352512	12.7256832	0.014
2014	58	2014-02-27	0.236686629	0.002991909	10.89928594	0.012
2014	59	2014-02-28	0.196868571	0.002468571	9.075702857	0.01
2014	60	2014-03-01	0.176848457	0.002199497	8.161800686	0.009
2014	61	2014-03-02	0.1569024	0.00193536	7.2493056	0.008
2014	62	2014-03-03	0.156606171	0.001915611	7.243677257	0.008
2014	63	2014-03-04	0.1367712	0.00165888	6.3332928	0.007
2014	64	2014-03-05	0.136512	0.0016416	6.328368	0.007
2014	65	2014-03-06	0.1362528	0.00162432	6.3234432	0.007
