site	dateTime	Kd
epilimnion	2013-05-14 08:30:00	0.993792760247326
epilimnion	2013-05-21 09:41:00	1.0614732460435
epilimnion	2013-05-27 12:04:00	0.729900488728772
epilimnion	2013-06-04 10:00:00	1.01254332681346
epilimnion	2013-06-19 14:15:00	0.79531008144828
epilimnion	2013-07-04 14:35:00	0.716976840542929
epilimnion	2013-07-19 16:25:00	1.08204943417477
epilimnion	2013-08-02 15:15:00	0.912518565033434
epilimnion	2013-08-15 14:45:00	0.804846402994093
epilimnion	2013-09-14 10:15:00	0.747112737721279
