site	dateTime	discharge
4M	2011-01-01 00:00:00	1.988095445
4M	2011-01-02 00:00:00	1.536095445
4M	2011-01-03 00:00:00	1.10355957
4M	2011-01-04 00:00:00	0.814664522
4M	2011-01-05 00:00:00	0.633504774
4M	2011-01-06 00:00:00	0.568092136
4M	2011-01-07 00:00:00	0.490705658
4M	2011-01-08 00:00:00	0.421523478
4M	2011-01-09 00:00:00	0.347463067
4M	2011-01-10 00:00:00	0.321741487
4M	2011-01-11 00:00:00	0.322184962
4M	2011-01-12 00:00:00	0.33526749
4M	2011-01-13 00:00:00	0.318858896
4M	2011-01-14 00:00:00	0.300454662
4M	2011-01-15 00:00:00	0.295132956
4M	2011-01-16 00:00:00	0.276285246
4M	2011-01-17 00:00:00	0.272293967
4M	2011-01-18 00:00:00	0.372741171
4M	2011-01-19 00:00:00	0.506892514
4M	2011-01-20 00:00:00	0.480062246
4M	2011-01-21 00:00:00	0.392475831
4M	2011-01-22 00:00:00	0.364315136
4M	2011-01-23 00:00:00	0.356110839
4M	2011-01-24 00:00:00	0.329945784
4M	2011-01-25 00:00:00	0.35699779
4M	2011-01-26 00:00:00	0.35899343
4M	2011-01-27 00:00:00	0.343028311
4M	2011-01-28 00:00:00	0.337706605
4M	2011-01-29 00:00:00	0.321741487
4M	2011-01-30 00:00:00	0.31641978
4M	2011-01-31 00:00:00	0.300454662
4M	2011-02-01 00:00:00	0.298015547
4M	2011-02-02 00:00:00	1.731406948
4M	2011-02-03 00:00:00	1.235966262
4M	2011-02-04 00:00:00	0.984737383
4M	2011-02-05 00:00:00	0.934846387
4M	2011-02-06 00:00:00	0.798477666
4M	2011-02-07 00:00:00	0.725304206
4M	2011-02-08 00:00:00	0.665878487
4M	2011-02-09 00:00:00	0.546361835
4M	2011-02-10 00:00:00	0.519088091
4M	2011-02-11 00:00:00	0.545696622
4M	2011-02-12 00:00:00	0.385238613
4M	2011-02-13 00:00:00	0.738285187
4M	2011-02-14 00:00:00	2.565504471
4M	2011-02-15 00:00:00	3.444271237
4M	2011-02-16 00:00:00	3.264894019
4M	2011-02-17 00:00:00	5.223735388
4M	2011-02-18 00:00:00	3.552719644
4M	2011-02-19 00:00:00	1.28055142
4M	2011-02-20 00:00:00	2.42320615
4M	2011-02-21 00:00:00	12.40696734
4M	2011-02-22 00:00:00	11.75199407
4M	2011-02-23 00:00:00	3.684487804
4M	2011-02-24 00:00:00	3.589543429
4M	2011-02-25 00:00:00	25.00391971
4M	2011-02-26 00:00:00	7.125197438
4M	2011-02-27 00:00:00	4.855121037
4M	2011-02-28 00:00:00	17.14964019
4M	2011-03-01 00:00:00	5.259629656
4M	2011-03-02 00:00:00	3.318753345
4M	2011-03-03 00:00:00	1.962044812
4M	2011-03-04 00:00:00	4.534138847
4M	2011-03-05 00:00:00	52.64753831
4M	2011-03-06 00:00:00	16.8269207
4M	2011-03-07 00:00:00	5.532514289
4M	2011-03-08 00:00:00	3.298265929
4M	2011-03-09 00:00:00	10.7233466
4M	2011-03-10 00:00:00	7.950153586
4M	2011-03-11 00:00:00	3.831276563
4M	2011-03-12 00:00:00	2.936321583
4M	2011-03-13 00:00:00	2.268557682
4M	2011-03-14 00:00:00	1.640719159
4M	2011-03-15 00:00:00	1.652114111
4M	2011-03-16 00:00:00	1.691945926
4M	2011-03-17 00:00:00	1.305575848
4M	2011-03-18 00:00:00	1.667636057
4M	2011-03-19 00:00:00	1.162314063
4M	2011-03-20 00:00:00	0.645156142
4M	2011-03-21 00:00:00	1.078744688
4M	2011-03-22 00:00:00	0.74421761
4M	2011-03-23 00:00:00	1.018849017
4M	2011-03-24 00:00:00	1.058680832
4M	2011-03-25 00:00:00	0.549528456
4M	2011-03-26 00:00:00	0.521951398
4M	2011-03-27 00:00:00	0.533527288
4M	2011-03-28 00:00:00	0.478226688
4M	2011-03-29 00:00:00	0.426366872
4M	2011-03-30 00:00:00	0.413532198
4M	2011-03-31 00:00:00	0.404811538
4M	2011-04-01 00:00:00	0.438927256
4M	2011-04-02 00:00:00	0.526669644
4M	2011-04-03 00:00:00	0.280962018
4M	2011-04-04 00:00:00	15.26723084
4M	2011-04-05 00:00:00	13.598193
4M	2011-04-06 00:00:00	4.103255274
4M	2011-04-07 00:00:00	2.744872624
4M	2011-04-08 00:00:00	2.073402808
4M	2011-04-09 00:00:00	2.734291015
4M	2011-04-10 00:00:00	3.58098742
4M	2011-04-11 00:00:00	4.337658409
4M	2011-04-12 00:00:00	6.172916576
4M	2011-04-13 00:00:00	2.765593117
4M	2011-04-14 00:00:00	2.021426769
4M	2011-04-15 00:00:00	1.522421399
4M	2011-04-16 00:00:00	19.98343163
4M	2011-04-17 00:00:00	6.784972885
4M	2011-04-18 00:00:00	3.523627504
4M	2011-04-19 00:00:00	57.24270479
4M	2011-04-20 00:00:00	49.65202627
4M	2011-04-21 00:00:00	8.478830294
4M	2011-04-22 00:00:00	5.157591163
4M	2011-04-23 00:00:00	8.941075818
4M	2011-04-24 00:00:00	7.351888821
4M	2011-04-25 00:00:00	26.71085245
4M	2011-04-26 00:00:00	15.69552398
4M	2011-04-27 00:00:00	35.51856639
4M	2011-04-28 00:00:00	11.10770227
4M	2011-04-29 00:00:00	5.540764716
4M	2011-04-30 00:00:00	3.325582484
4M	2011-05-01 00:00:00	5.768825686
4M	2011-05-02 00:00:00	32.16637358
4M	2011-05-03 00:00:00	31.2494577
4M	2011-05-04 00:00:00	9.441854601
4M	2011-05-05 00:00:00	4.464374946
4M	2011-05-06 00:00:00	3.3460699
4M	2011-05-07 00:00:00	1.846420914
4M	2011-05-08 00:00:00	1.645168434
4M	2011-05-09 00:00:00	0.802642291
4M	2011-05-10 00:00:00	0.528955525
4M	2011-05-11 00:00:00	0.457507273
4M	2011-05-12 00:00:00	0.364076233
4M	2011-05-13 00:00:00	0.397323322
4M	2011-05-14 00:00:00	0.892051158
4M	2011-05-15 00:00:00	0.850136721
4M	2011-05-16 00:00:00	1.778656265
4M	2011-05-17 00:00:00	0.662045713
4M	2011-05-18 00:00:00	0.713353253
4M	2011-05-19 00:00:00	0.617216491
4M	2011-05-20 00:00:00	0.436348408
4M	2011-05-21 00:00:00	0.371186832
4M	2011-05-22 00:00:00	0.32702483
4M	2011-05-23 00:00:00	0.322185619
4M	2011-05-24 00:00:00	0.540384931
4M	2011-05-25 00:00:00	0.82417442
4M	2011-05-26 00:00:00	12.60669444
4M	2011-05-27 00:00:00	6.986283009
4M	2011-05-28 00:00:00	2.679821
4M	2011-05-29 00:00:00	1.690315335
4M	2011-05-30 00:00:00	0.838837064
4M	2011-05-31 00:00:00	0.503224898
4M	2011-06-01 00:00:00	0.381922119
4M	2011-06-02 00:00:00	0.301138354
4M	2011-06-03 00:00:00	0.214681146
4M	2011-06-04 00:00:00	0.147500165
4M	2011-06-05 00:00:00	0.137730668
4M	2011-06-06 00:00:00	0.060113524
4M	2011-06-07 00:00:00	0.028166667
4M	2011-06-08 00:00:00	0.026333333
4M	2011-06-09 00:00:00	0.024916667
4M	2011-06-10 00:00:00	0.0235
4M	2011-06-11 00:00:00	0.02225
4M	2011-06-12 00:00:00	0.023666667
4M	2011-06-13 00:00:00	0.020666667
4M	2011-06-14 00:00:00	0.0185
4M	2011-06-15 00:00:00	0.017583333
4M	2011-06-16 00:00:00	0.021
4M	2011-06-17 00:00:00	0.018916667
4M	2011-06-18 00:00:00	0.016416667
4M	2011-06-19 00:00:00	0.01725
4M	2011-06-20 00:00:00	0.019916667
4M	2011-06-21 00:00:00	0.018
4M	2011-06-22 00:00:00	0.014666667
4M	2011-06-23 00:00:00	0.014
4M	2011-06-24 00:00:00	0.014583333
4M	2011-06-25 00:00:00	0.01275
4M	2011-06-26 00:00:00	0.014333333
4M	2011-06-27 00:00:00	0.011666667
4M	2011-06-28 00:00:00	0.013
4M	2011-06-29 00:00:00	0.008833333
4M	2011-06-30 00:00:00	0.003916667
4M	2011-07-01 00:00:00	0.00025
4M	2011-07-02 00:00:00	0
4M	2011-07-03 00:00:00	0
4M	2011-07-04 00:00:00	0
4M	2011-07-05 00:00:00	0
4M	2011-07-06 00:00:00	0
4M	2011-07-07 00:00:00	0
4M	2011-07-08 00:00:00	0
4M	2011-07-09 00:00:00	0
4M	2011-07-10 00:00:00	0
4M	2011-07-11 00:00:00	0
4M	2011-07-12 00:00:00	0
4M	2011-07-13 00:00:00	0
4M	2011-07-14 00:00:00	0
4M	2011-07-15 00:00:00	0
4M	2011-07-16 00:00:00	0
4M	2011-07-17 00:00:00	0
4M	2011-07-18 00:00:00	0
4M	2011-07-19 00:00:00	0
4M	2011-07-20 00:00:00	0
4M	2011-07-21 00:00:00	0
4M	2011-07-22 00:00:00	0
4M	2011-07-23 00:00:00	0
4M	2011-07-24 00:00:00	0
4M	2011-07-25 00:00:00	0
4M	2011-07-26 00:00:00	0
4M	2011-07-27 00:00:00	0
4M	2011-07-28 00:00:00	0
4M	2011-07-29 00:00:00	0
4M	2011-07-30 00:00:00	0
4M	2011-07-31 00:00:00	0
4M	2011-08-01 00:00:00	0
4M	2011-08-02 00:00:00	0
4M	2011-08-03 00:00:00	0
4M	2011-08-04 00:00:00	0
4M	2011-08-05 00:00:00	0
4M	2011-08-06 00:00:00	0
