dateTime	Ox_wnd	
2014-04-05 21:55	2.592832	
2014-04-05 22:15	2.592832	
2014-04-05 22:35	2.592832	
2014-04-05 22:55	3.621024	
2014-04-05 23:15	2.592832	
2014-04-05 23:35	2.056384	
2014-04-05 23:55	2.592832	
2014-04-06 00:15	2.056384	
2014-04-06 00:35	2.056384	
2014-04-06 00:55	2.592832	
2014-04-06 01:15	2.056384	
2014-04-06 01:35	0	
2014-04-06 01:55	0	
2014-04-06 02:15	0	
2014-04-06 02:35	0	
2014-04-06 02:55	0	
2014-04-06 03:15	0	
2014-04-06 03:35	0	
2014-04-06 03:55	0	
2014-04-06 04:15	0	
2014-04-06 04:35	0	
2014-04-06 04:45	0	
2014-04-06 05:52	2.592832	
2014-04-06 06:52	2.592832	
2014-04-06 07:45	5.14096	
2014-04-06 08:48	6.169152	
2014-04-06 10:48	5.14096	
2014-04-06 11:48	5.14096	
2014-04-06 12:48	4.112768	
2014-04-06 13:48	5.14096	
2014-04-06 14:48	5.14096	
2014-04-06 15:45	3.084576	
2014-04-06 16:45	2.592832	
2014-04-06 17:45	2.592832	
2014-04-06 18:45	NA	
2014-04-06 19:45	0	
2014-04-06 20:15	2.056384	
2014-04-06 20:35	0	
2014-04-06 20:55	2.056384	
2014-04-06 21:15	1.56464	
2014-04-06 21:35	1.56464	
2014-04-06 21:55	0	
2014-04-06 22:15	0	
2014-04-06 22:35	1.56464	
2014-04-06 22:55	1.56464	
2014-04-06 23:15	2.056384	
2014-04-06 23:35	1.56464	
2014-04-06 23:55	1.56464	
2014-04-07 00:15	1.56464	
2014-04-07 00:35	1.56464	
2014-04-07 00:55	0	
2014-04-07 01:15	0	
2014-04-07 01:35	0	
2014-04-07 01:55	0	
2014-04-07 02:15	0	
2014-04-07 02:35	1.56464	
2014-04-07 02:55	0	
2014-04-07 03:15	0	
2014-04-07 03:35	0	
2014-04-07 03:55	0	
2014-04-07 04:15	0	
2014-04-07 04:35	0	
2014-04-07 04:45	0	
2014-04-07 05:52	0	
2014-04-07 06:48	0	
2014-04-07 07:48	0	
2014-04-07 08:48	3.621024	
2014-04-07 09:45	4.112768	
2014-04-07 10:45	4.112768	
2014-04-07 11:45	6.7056	
2014-04-07 12:55	4.112768	
2014-04-07 13:55	6.169152	
2014-04-07 14:52	6.169152	
2014-04-07 15:52	5.14096	
2014-04-07 16:52	3.621024	
2014-04-07 17:52	4.112768	
2014-04-07 18:45	4.649216	
2014-04-07 19:25	5.14096	
2014-04-07 20:15	4.649216	
2014-04-07 20:35	3.084576	
2014-04-07 20:55	4.112768	
2014-04-07 21:15	3.621024	
2014-04-07 21:35	4.112768	
2014-04-07 21:55	3.621024	
2014-04-07 22:15	4.649216	
2014-04-07 22:35	6.7056	
2014-04-07 22:55	7.733792	
2014-04-07 23:15	6.7056	
2014-04-07 23:35	6.169152	
2014-04-07 23:55	5.677408	
2014-04-08 00:15	5.14096	
2014-04-08 00:35	6.169152	
2014-04-08 00:55	5.14096	
2014-04-08 01:15	4.112768	
2014-04-08 01:35	3.084576	
2014-04-08 01:55	4.112768	
2014-04-08 02:15	3.084576	
2014-04-08 02:35	3.621024	
2014-04-08 02:55	4.649216	
2014-04-08 03:15	3.621024	
2014-04-08 03:35	3.084576	
2014-04-08 03:55	3.621024	
2014-04-08 04:15	3.621024	
2014-04-08 04:35	3.084576	
2014-04-08 04:45	2.592832	
2014-04-08 05:45	3.084576	
2014-04-08 06:35	2.592832	
2014-04-08 06:55	1.56464	
2014-04-08 07:45	1.56464	
2014-04-08 08:45	1.56464	
2014-04-08 09:45	1.56464	
2014-04-08 10:45	2.056384	
2014-04-08 11:25	2.592832	
2014-04-08 11:45	4.649216	
2014-04-08 12:15	4.649216	
2014-04-08 12:45	4.112768	
2014-04-08 13:45	5.14096	
2014-04-08 14:45	5.14096	
2014-04-08 15:45	5.677408	
2014-04-08 16:45	6.169152	
2014-04-08 17:45	6.169152	
2014-04-08 18:45	5.677408	
2014-04-08 19:55	5.677408	
2014-04-08 20:15	4.649216	
2014-04-08 20:35	3.621024	
2014-04-08 20:55	3.084576	
2014-04-08 21:15	2.056384	
2014-04-08 21:35	5.14096	
2014-04-08 21:55	4.112768	
2014-04-08 22:15	4.112768	
2014-04-08 22:35	4.112768	
2014-04-08 22:55	3.621024	
2014-04-08 23:15	4.112768	
2014-04-08 23:35	2.592832	
2014-04-08 23:55	3.621024	
2014-04-09 00:15	3.084576	
2014-04-09 00:35	2.592832	
2014-04-09 00:55	3.621024	
2014-04-09 01:15	4.649216	
2014-04-09 01:35	5.14096	
2014-04-09 01:55	3.084576	
2014-04-09 02:15	3.621024	
2014-04-09 02:35	4.112768	
2014-04-09 02:55	4.112768	
2014-04-09 03:15	3.621024	
2014-04-09 03:35	2.592832	
2014-04-09 03:55	0	
2014-04-09 04:15	1.56464	
2014-04-09 04:35	0	
2014-04-09 04:45	0	
2014-04-09 05:45	1.56464	
2014-04-09 06:55	2.592832	
2014-04-09 07:45	2.592832	
2014-04-09 08:45	2.592832	
2014-04-09 09:45	7.733792	
2014-04-09 10:45	7.733792	
2014-04-09 11:45	7.197344	
2014-04-09 12:45	5.14096	
2014-04-09 13:45	7.733792	
2014-04-09 15:52	7.197344	
2014-04-09 16:52	5.14096	
2014-04-09 17:52	5.677408	
2014-04-09 18:52	4.112768	
2014-04-09 19:52	7.733792	
2014-04-09 20:15	4.649216	
2014-04-09 20:35	6.169152	
2014-04-09 20:55	4.649216	
2014-04-09 21:15	7.733792	
2014-04-09 21:35	5.677408	
2014-04-09 21:55	5.677408	
2014-04-09 22:15	4.112768	
2014-04-09 22:35	5.677408	
2014-04-09 22:55	5.14096	
2014-04-09 23:15	4.112768	
2014-04-09 23:35	3.084576	
2014-04-09 23:55	2.592832	
2014-04-10 00:15	1.56464	
2014-04-10 00:35	2.056384	
2014-04-10 00:55	1.56464	
2014-04-10 01:15	1.56464	
2014-04-10 01:35	0	
2014-04-10 01:55	1.56464	
2014-04-10 02:15	0	
2014-04-10 02:35	0	
2014-04-10 02:55	0	
2014-04-10 03:15	0	
2014-04-10 03:35	1.56464	
2014-04-10 03:55	0	
2014-04-10 04:15	2.056384	
2014-04-10 04:35	1.56464	
2014-04-10 04:55	0	
2014-04-10 05:52	0	
2014-04-10 06:52	NA	
2014-04-10 07:52	3.084576	
2014-04-10 08:52	3.621024	
2014-04-10 10:55	4.112768	
2014-04-10 11:55	5.677408	
2014-04-10 12:55	5.677408	
2014-04-10 13:55	7.733792	
2014-04-10 14:55	5.14096	
2014-04-10 15:52	7.197344	
2014-04-10 16:52	5.14096	
2014-04-10 17:52	7.733792	
2014-04-10 18:55	5.14096	
2014-04-10 20:15	4.649216	
2014-04-10 20:35	5.677408	
2014-04-10 20:55	5.677408	
2014-04-10 21:15	4.649216	
2014-04-10 21:35	5.14096	
2014-04-10 21:55	5.14096	
2014-04-10 22:15	5.677408	
2014-04-10 22:35	4.112768	
2014-04-10 22:55	4.112768	
2014-04-10 23:15	3.621024	
2014-04-10 23:35	4.649216	
2014-04-10 23:55	4.112768	
2014-04-11 00:15	4.649216	
2014-04-11 00:35	6.169152	
2014-04-11 00:55	5.677408	
2014-04-11 01:15	5.14096	
2014-04-11 01:35	5.14096	
2014-04-11 01:55	3.084576	
2014-04-11 02:15	2.592832	
2014-04-11 02:35	4.112768	
2014-04-11 02:55	3.084576	
2014-04-11 03:15	3.084576	
2014-04-11 03:35	2.056384	
2014-04-11 03:55	2.056384	
2014-04-11 04:15	2.056384	
2014-04-11 04:35	1.56464	
2014-04-11 04:55	2.056384	
2014-04-11 05:55	2.056384	
2014-04-11 06:55	2.056384	
2014-04-11 07:55	2.056384	
2014-04-11 08:52	3.084576	
2014-04-11 09:52	2.592832	
2014-04-11 10:52	3.621024	
2014-04-11 11:52	3.621024	
2014-04-11 12:50	4.112768	
2014-04-11 13:54	4.112768	
2014-04-11 14:52	0	
2014-04-11 15:45	5.14096	
2014-04-11 16:48	3.084576	
2014-04-11 17:52	3.084576	
2014-04-11 18:55	4.112768	
2014-04-11 20:15	0	
2014-04-11 20:35	1.56464	
2014-04-11 20:55	2.056384	
2014-04-11 21:15	4.112768	
2014-04-11 21:35	4.112768	
2014-04-11 21:55	3.084576	
2014-04-11 22:15	3.621024	
2014-04-11 22:35	1.56464	
2014-04-11 22:55	5.14096	
2014-04-11 23:15	0	
2014-04-11 23:35	0	
2014-04-11 23:55	0	
2014-04-12 00:15	0	
2014-04-12 00:35	1.56464	
2014-04-12 00:55	0	
2014-04-12 01:15	2.056384	
2014-04-12 01:35	2.056384	
2014-04-12 01:55	1.56464	
2014-04-12 02:15	2.056384	
2014-04-12 02:35	2.592832	
2014-04-12 02:55	2.056384	
2014-04-12 03:15	2.056384	
2014-04-12 03:35	0	
2014-04-12 03:55	1.56464	
2014-04-12 04:15	0	
2014-04-12 04:35	1.56464	
2014-04-12 04:55	2.056384	
2014-04-12 10:45	4.112768	
2014-04-12 11:52	4.112768	
2014-04-12 12:52	4.112768	
2014-04-12 13:10	3.621024	
2014-04-12 13:25	3.084576	
2014-04-12 13:52	4.112768	
2014-04-12 14:45	5.14096	
2014-04-12 16:45	2.592832	
2014-04-12 17:45	2.056384	
2014-04-12 19:45	3.621024	
2014-04-12 20:15	3.084576	
2014-04-12 20:35	2.592832	
2014-04-12 20:55	4.112768	
2014-04-12 21:15	2.056384	
2014-04-12 21:35	2.056384	
2014-04-12 21:55	2.056384	
2014-04-12 22:15	2.056384	
2014-04-12 22:35	1.56464	
2014-04-12 22:55	1.56464	
2014-04-12 23:15	0	
2014-04-12 23:35	0	
2014-04-12 23:55	0	
2014-04-13 00:15	0	
2014-04-13 00:35	2.056384	
2014-04-13 00:55	3.084576	
2014-04-13 01:15	2.592832	
2014-04-13 01:35	2.056384	
2014-04-13 01:55	1.56464	
2014-04-13 02:15	2.592832	
2014-04-13 02:35	2.056384	
2014-04-13 02:55	2.056384	
2014-04-13 03:15	2.056384	
2014-04-13 03:35	1.56464	
2014-04-13 03:55	2.056384	
2014-04-13 04:15	2.592832	
2014-04-13 04:35	3.621024	
2014-04-13 04:45	4.112768	
2014-04-13 05:52	4.112768	
2014-04-13 06:52	5.14096	
2014-04-13 07:52	5.14096	
2014-04-13 08:05	5.14096	
2014-04-13 08:52	5.14096	
2014-04-13 09:45	5.14096	
2014-04-13 10:45	5.677408	
2014-04-13 11:45	5.14096	
2014-04-13 12:45	5.14096	
2014-04-13 13:45	4.649216	
2014-04-13 14:45	5.14096	
2014-04-13 15:45	6.169152	
2014-04-13 16:45	6.169152	
2014-04-13 17:45	7.197344	
2014-04-13 18:45	7.197344	
2014-04-13 19:45	7.197344	
2014-04-13 20:15	4.649216	
2014-04-13 20:35	5.14096	
2014-04-13 20:55	5.14096	
2014-04-13 21:15	5.677408	
2014-04-13 21:35	4.649216	
2014-04-13 21:55	5.677408	
2014-04-13 22:15	4.649216	
2014-04-13 22:35	2.592832	
2014-04-13 22:55	4.112768	
2014-04-13 23:15	4.649216	
2014-04-13 23:35	5.677408	
2014-04-13 23:55	4.649216	
2014-04-14 00:15	3.621024	
2014-04-14 00:35	4.112768	
2014-04-14 00:55	4.112768	
2014-04-14 01:15	3.621024	
2014-04-14 01:35	5.14096	
2014-04-14 01:55	2.592832	
2014-04-14 02:15	3.621024	
2014-04-14 02:35	2.592832	
2014-04-14 02:55	2.056384	
2014-04-14 03:15	2.056384	
2014-04-14 03:35	2.592832	
2014-04-14 03:55	3.084576	
2014-04-14 04:15	3.621024	
2014-04-14 04:35	2.592832	
2014-04-14 04:45	3.084576	
2014-04-14 05:52	3.621024	
2014-04-14 06:48	4.112768	
2014-04-14 07:48	6.169152	
2014-04-14 08:48	5.14096	
2014-04-14 09:45	6.169152	
2014-04-14 10:45	5.14096	
2014-04-14 11:45	6.7056	
2014-04-14 12:45	6.7056	
2014-04-14 13:45	8.225536	
2014-04-14 14:45	7.733792	
2014-04-14 15:45	9.790176	
2014-04-14 16:45	7.733792	
2014-04-14 17:45	6.7056	
2014-04-14 18:45	8.761984	
2014-04-14 20:15	5.677408	
2014-04-14 20:35	6.7056	
2014-04-14 20:55	7.197344	
2014-04-14 21:15	6.169152	
2014-04-14 21:35	8.225536	
2014-04-14 21:55	4.649216	
2014-04-14 22:15	6.7056	
2014-04-14 22:35	5.677408	
2014-04-14 22:55	6.7056	
2014-04-14 23:15	5.677408	
2014-04-14 23:35	8.225536	
2014-04-14 23:55	5.14096	
2014-04-15 00:15	4.649216	
2014-04-15 00:35	7.197344	
2014-04-15 00:55	5.677408	
2014-04-15 01:15	7.733792	
2014-04-15 01:35	5.677408	
2014-04-15 01:55	5.677408	
2014-04-15 02:15	7.197344	
2014-04-15 02:35	8.761984	
2014-04-15 02:55	7.733792	
2014-04-15 03:15	8.225536	
2014-04-15 03:35	6.7056	
2014-04-15 03:55	6.169152	
2014-04-15 04:15	6.7056	
2014-04-15 04:35	7.733792	
2014-04-15 04:45	7.197344	
2014-04-15 05:45	5.14096	
2014-04-15 06:23	6.7056	
2014-04-15 06:38	7.197344	
2014-04-15 06:45	7.197344	
2014-04-15 07:50	7.197344	
2014-04-15 08:11	8.225536	
2014-04-15 08:55	8.225536	
2014-04-15 09:45	7.733792	
2014-04-15 10:45	7.733792	
2014-04-15 11:10	11.84656	
2014-04-15 11:45	8.761984	
2014-04-15 12:45	7.733792	
2014-04-15 13:45	8.225536	
2014-04-15 14:45	7.197344	
2014-04-15 15:45	9.790176	
2014-04-15 16:45	6.7056	
2014-04-15 17:45	6.169152	
2014-04-15 18:55	7.197344	
2014-04-15 19:55	9.253728	
2014-04-15 20:15	12.338304	
2014-04-15 20:35	7.733792	
2014-04-15 20:55	4.649216	
2014-04-15 21:15	6.7056	
2014-04-15 21:35	7.197344	
2014-04-15 21:55	7.197344	
2014-04-15 22:15	7.197344	
2014-04-15 22:35	4.649216	
2014-04-15 22:55	5.677408	
2014-04-15 23:15	9.253728	
2014-04-15 23:35	7.197344	
2014-04-15 23:55	8.225536	
2014-04-16 00:15	4.112768	
2014-04-16 00:35	7.197344	
2014-04-16 00:55	8.761984	
2014-04-16 01:15	6.7056	
2014-04-16 01:35	9.790176	
2014-04-16 01:55	7.197344	
2014-04-16 02:15	9.790176	
2014-04-16 02:35	10.28192	
2014-04-16 02:55	7.197344	
2014-04-16 03:15	7.197344	
2014-04-16 03:35	5.14096	
2014-04-16 03:55	7.197344	
2014-04-16 04:15	7.197344	
2014-04-16 04:35	7.197344	
2014-04-16 04:55	8.761984	
2014-04-16 05:45	7.733792	
2014-04-16 06:45	8.761984	
2014-04-16 07:45	12.874752	
2014-04-16 08:45	7.733792	
2014-04-16 09:45	6.169152	
2014-04-16 10:45	6.169152	
2014-04-16 11:45	5.677408	
2014-04-16 12:45	4.649216	
2014-04-16 13:45	4.649216	
2014-04-16 14:45	6.7056	
2014-04-16 15:55	4.112768	
2014-04-16 16:55	4.649216	
2014-04-16 17:55	5.677408	
2014-04-16 18:55	4.649216	
2014-04-16 19:55	3.621024	
2014-04-16 20:15	4.649216	
2014-04-16 20:35	4.649216	
2014-04-16 20:55	4.112768	
2014-04-16 21:15	3.621024	
2014-04-16 21:35	3.084576	
2014-04-16 21:55	2.592832	
2014-04-16 22:15	3.084576	
2014-04-16 22:35	2.592832	
2014-04-16 22:55	0	
2014-04-16 23:15	1.56464	
2014-04-16 23:35	2.592832	
2014-04-16 23:55	3.084576	
2014-04-17 00:15	2.592832	
2014-04-17 00:35	2.592832	
2014-04-17 00:55	3.084576	
2014-04-17 01:15	2.592832	
2014-04-17 01:35	3.084576	
2014-04-17 01:55	3.621024	
2014-04-17 02:15	3.084576	
2014-04-17 02:35	3.621024	
2014-04-17 02:55	3.084576	
2014-04-17 03:15	2.056384	
2014-04-17 03:35	3.084576	
2014-04-17 03:55	2.592832	
2014-04-17 04:15	4.112768	
2014-04-17 04:35	4.649216	
2014-04-17 04:45	5.14096	
2014-04-17 05:45	4.112768	
2014-04-17 06:45	4.112768	
2014-04-17 08:45	5.14096	
2014-04-17 09:45	5.14096	
2014-04-17 10:55	5.14096	
2014-04-17 12:55	6.169152	
2014-04-17 13:55	2.592832	
2014-04-17 14:55	5.14096	
2014-04-17 15:55	5.14096	
2014-04-17 16:52	6.169152	
2014-04-17 17:55	4.112768	
2014-04-17 18:47	4.112768	
2014-04-17 20:15	2.056384	
2014-04-17 20:35	2.056384	
2014-04-17 20:55	1.56464	
2014-04-17 21:15	1.56464	
2014-04-17 21:35	1.56464	
2014-04-17 21:55	1.56464	
2014-04-17 22:15	2.592832	
2014-04-17 22:35	3.084576	
2014-04-17 22:55	2.056384	
2014-04-17 23:15	2.056384	
2014-04-17 23:35	2.056384	
2014-04-17 23:55	2.056384	
2014-04-18 00:15	2.592832	
2014-04-18 00:35	2.056384	
2014-04-18 00:55	2.592832	
2014-04-18 01:15	2.592832	
2014-04-18 01:35	2.056384	
2014-04-18 01:55	2.056384	
2014-04-18 02:15	3.084576	
2014-04-18 02:35	2.592832	
2014-04-18 02:55	3.084576	
2014-04-18 03:15	3.084576	
2014-04-18 03:35	2.592832	
2014-04-18 03:55	3.621024	
2014-04-18 04:15	2.592832	
2014-04-18 04:35	2.592832	
2014-04-18 04:55	2.592832	
2014-04-18 05:52	3.084576	
2014-04-18 06:52	3.084576	
2014-04-18 07:52	2.056384	
2014-04-18 08:52	3.621024	
2014-04-18 09:52	4.112768	
2014-04-18 10:52	2.592832	
2014-04-18 11:52	2.056384	
2014-04-18 12:30	4.112768	
2014-04-18 12:50	2.592832	
2014-04-18 13:58	2.056384	
2014-04-18 14:48	3.084576	
2014-04-18 15:48	2.056384	
2014-04-18 16:48	3.084576	
2014-04-18 17:50	3.084576	
2014-04-18 18:55	2.592832	
2014-04-18 20:15	2.056384	
2014-04-18 20:35	2.056384	
2014-04-18 20:55	1.56464	
2014-04-18 21:15	1.56464	
2014-04-18 21:35	1.56464	
2014-04-18 21:55	1.56464	
2014-04-18 22:15	0	
2014-04-18 22:35	2.056384	
2014-04-18 22:55	1.56464	
2014-04-18 23:15	1.56464	
2014-04-18 23:35	1.56464	
2014-04-18 23:55	1.56464	
2014-04-19 00:15	2.056384	
2014-04-19 00:35	2.056384	
2014-04-19 00:55	2.056384	
2014-04-19 01:15	0	
2014-04-19 01:35	1.56464	
2014-04-19 01:55	0	
2014-04-19 02:15	2.056384	
2014-04-19 02:35	2.056384	
2014-04-19 02:55	1.56464	
2014-04-19 03:15	0	
2014-04-19 03:35	0	
2014-04-19 03:55	0	
2014-04-19 04:15	0	
2014-04-19 04:35	0	
2014-04-19 04:52	1.56464	
2014-04-19 05:52	1.56464	
2014-04-19 06:52	1.56464	
2014-04-19 07:52	4.112768	
2014-04-19 08:52	5.14096	
2014-04-19 09:52	5.14096	
2014-04-19 10:55	6.169152	
2014-04-19 11:52	5.14096	
2014-04-19 12:48	6.7056	
2014-04-19 13:52	7.733792	
2014-04-19 14:45	8.761984	
2014-04-19 15:45	7.733792	
2014-04-19 16:45	5.14096	
2014-04-19 17:45	5.14096	
2014-04-19 18:45	5.14096	
2014-04-19 20:15	3.621024	
2014-04-19 20:35	3.621024	
2014-04-19 20:55	4.649216	
2014-04-19 21:15	3.621024	
2014-04-19 21:35	3.621024	
2014-04-19 21:55	3.084576	
2014-04-19 22:15	4.112768	
2014-04-19 22:35	3.621024	
2014-04-19 22:55	2.592832	
2014-04-19 23:15	3.084576	
2014-04-19 23:35	3.621024	
2014-04-19 23:55	3.084576	
2014-04-20 00:15	3.621024	
2014-04-20 00:35	3.621024	
2014-04-20 00:55	4.649216	
2014-04-20 01:15	4.649216	
2014-04-20 01:35	4.112768	
2014-04-20 01:55	3.621024	
2014-04-20 02:15	2.592832	
2014-04-20 02:35	2.592832	
2014-04-20 02:55	2.592832	
2014-04-20 03:15	0	
2014-04-20 03:35	2.592832	
2014-04-20 03:55	3.621024	
2014-04-20 04:15	4.112768	
2014-04-20 04:35	3.084576	
2014-04-20 04:45	4.112768	
2014-04-20 05:52	2.592832	
2014-04-20 06:45	3.621024	
2014-04-20 07:48	3.084576	
2014-04-20 08:48	4.112768	
2014-04-20 09:45	3.084576	
2014-04-20 10:45	3.621024	
2014-04-20 11:45	2.592832	
2014-04-20 12:45	3.621024	
2014-04-20 13:45	2.592832	
2014-04-20 14:45	3.621024	
2014-04-20 15:45	5.14096	
2014-04-20 16:45	4.112768	
2014-04-20 17:45	4.112768	
2014-04-20 18:45	4.649216	
2014-04-20 20:15	2.592832	
2014-04-20 20:35	2.592832	
2014-04-20 20:55	1.56464	
