dateTime	Ox_wnd	
2014-03-31 19:55	6.169152	
2014-03-31 20:15	6.169152	
2014-03-31 20:35	6.169152	
2014-03-31 20:55	5.677408	
2014-03-31 21:15	6.169152	
2014-03-31 21:35	6.7056	
2014-03-31 21:55	6.169152	
2014-03-31 22:15	4.649216	
2014-03-31 22:35	4.649216	
2014-03-31 22:55	4.649216	
2014-03-31 23:15	3.621024	
2014-03-31 23:35	4.649216	
2014-03-31 23:55	3.084576	
2014-04-01 00:15	2.592832	
2014-04-01 00:35	2.056384	
2014-04-01 00:55	2.056384	
2014-04-01 01:15	2.592832	
2014-04-01 01:35	2.592832	
2014-04-01 01:55	2.592832	
2014-04-01 02:15	2.592832	
2014-04-01 02:35	2.056384	
2014-04-01 02:55	2.056384	
2014-04-01 03:15	3.084576	
2014-04-01 03:35	4.112768	
2014-04-01 03:55	3.621024	
2014-04-01 04:15	2.592832	
2014-04-01 04:35	2.056384	
2014-04-01 04:45	2.056384	
2014-04-01 05:45	2.056384	
2014-04-01 06:55	4.112768	
2014-04-01 07:45	4.112768	
2014-04-01 08:45	3.084576	
2014-04-01 09:45	4.112768	
2014-04-01 10:45	5.14096	
2014-04-01 11:45	5.14096	
2014-04-01 12:45	2.592832	
2014-04-01 13:45	4.112768	
2014-04-01 14:45	2.592832	
2014-04-01 15:52	2.592832	
2014-04-01 16:52	2.056384	
2014-04-01 17:52	4.112768	
2014-04-01 18:52	3.084576	
2014-04-01 19:52	3.084576	
2014-04-01 20:15	3.084576	
2014-04-01 20:35	3.621024	
2014-04-01 20:55	4.112768	
2014-04-01 21:15	3.621024	
2014-04-01 21:35	3.621024	
2014-04-01 21:55	3.621024	
2014-04-01 22:15	2.592832	
2014-04-01 22:35	3.621024	
2014-04-01 22:55	2.056384	
2014-04-01 23:15	2.592832	
2014-04-01 23:35	2.592832	
2014-04-01 23:55	3.621024	
2014-04-02 00:15	3.621024	
2014-04-02 00:35	3.621024	
2014-04-02 00:55	4.112768	
2014-04-02 01:15	2.592832	
2014-04-02 01:35	3.084576	
2014-04-02 01:55	3.621024	
2014-04-02 02:15	3.084576	
2014-04-02 02:35	3.084576	
2014-04-02 02:55	2.592832	
2014-04-02 03:15	2.592832	
2014-04-02 03:35	2.056384	
2014-04-02 03:55	2.056384	
2014-04-02 04:15	2.592832	
2014-04-02 04:35	2.056384	
2014-04-02 04:55	1.56464	
2014-04-02 05:52	1.56464	
2014-04-02 06:52	0	
2014-04-02 07:52	1.56464	
2014-04-02 08:52	3.621024	
2014-04-02 09:45	3.084576	
2014-04-02 10:50	4.112768	
2014-04-02 11:50	3.084576	
2014-04-02 12:50	3.084576	
2014-04-02 13:50	2.056384	
2014-04-02 14:45	2.592832	
2014-04-02 15:45	3.621024	
2014-04-02 16:45	3.621024	
2014-04-02 17:45	3.621024	
2014-04-02 18:45	2.592832	
2014-04-02 19:52	1.56464	
2014-04-02 20:15	0	
2014-04-02 20:35	0	
2014-04-02 20:55	0	
2014-04-02 21:15	0	
2014-04-02 21:35	0	
2014-04-02 21:55	0	
2014-04-02 22:15	0	
2014-04-02 22:35	0	
2014-04-02 22:55	0	
2014-04-02 23:15	2.056384	
2014-04-02 23:35	1.56464	
2014-04-02 23:55	2.592832	
2014-04-03 00:15	4.649216	
2014-04-03 00:35	2.592832	
2014-04-03 00:55	2.592832	
2014-04-03 01:15	2.056384	
2014-04-03 01:35	3.621024	
2014-04-03 01:55	3.621024	
2014-04-03 02:15	3.621024	
2014-04-03 02:35	3.621024	
2014-04-03 02:55	5.14096	
2014-04-03 03:15	4.649216	
2014-04-03 03:35	5.14096	
2014-04-03 03:55	5.14096	
2014-04-03 04:15	4.649216	
2014-04-03 04:35	4.112768	
2014-04-03 04:45	3.621024	
2014-04-03 04:55	3.084576	
2014-04-03 05:50	4.649216	
2014-04-03 06:50	6.169152	
2014-04-03 07:50	7.197344	
2014-04-03 08:50	5.14096	
2014-04-03 09:45	6.169152	
2014-04-03 10:52	3.084576	
2014-04-03 12:52	6.169152	
2014-04-03 14:52	6.169152	
2014-04-03 15:52	4.112768	
2014-04-03 16:52	3.084576	
2014-04-03 17:55	3.084576	
2014-04-03 18:48	3.621024	
2014-04-03 20:15	2.592832	
2014-04-03 20:35	2.592832	
2014-04-03 20:55	3.084576	
2014-04-03 21:15	2.056384	
2014-04-03 21:35	3.621024	
2014-04-03 21:55	2.592832	
2014-04-03 22:15	3.084576	
2014-04-03 22:35	3.621024	
2014-04-03 22:55	3.621024	
2014-04-03 23:15	3.621024	
2014-04-03 23:35	4.649216	
2014-04-03 23:55	3.621024	
2014-04-04 00:15	4.112768	
2014-04-04 00:35	4.649216	
2014-04-04 00:55	3.621024	
2014-04-04 01:15	4.649216	
2014-04-04 01:35	4.112768	
2014-04-04 01:55	3.621024	
2014-04-04 02:15	3.084576	
2014-04-04 02:35	3.084576	
2014-04-04 02:55	3.084576	
2014-04-04 03:15	2.592832	
2014-04-04 03:35	3.084576	
2014-04-04 03:55	1.56464	
2014-04-04 04:15	2.056384	
2014-04-04 04:35	2.592832	
2014-04-04 04:45	2.056384	
2014-04-04 05:55	2.592832	
2014-04-04 06:55	3.084576	
2014-04-04 07:55	2.592832	
2014-04-04 08:55	4.649216	
2014-04-04 09:55	6.7056	
2014-04-04 10:55	6.169152	
2014-04-04 11:52	5.14096	
2014-04-04 12:52	5.677408	
2014-04-04 13:52	6.169152	
2014-04-04 14:52	6.7056	
2014-04-04 15:52	7.197344	
2014-04-04 16:52	6.169152	
2014-04-04 17:52	6.169152	
2014-04-04 18:52	4.112768	
2014-04-04 19:25	5.677408	
2014-04-04 20:15	3.621024	
2014-04-04 20:35	4.112768	
2014-04-04 20:55	2.592832	
2014-04-04 21:15	4.112768	
2014-04-04 21:35	2.592832	
2014-04-04 21:55	3.621024	
2014-04-04 22:15	3.084576	
2014-04-04 22:35	3.621024	
2014-04-04 22:55	2.592832	
2014-04-04 23:15	3.084576	
2014-04-04 23:35	3.084576	
2014-04-04 23:55	3.084576	
2014-04-05 00:15	3.621024	
2014-04-05 00:35	3.084576	
2014-04-05 00:55	4.649216	
2014-04-05 01:15	4.649216	
2014-04-05 01:35	3.621024	
2014-04-05 01:55	3.084576	
2014-04-05 02:15	3.084576	
2014-04-05 02:35	4.649216	
2014-04-05 02:55	4.112768	
2014-04-05 03:15	4.112768	
2014-04-05 03:35	2.592832	
2014-04-05 03:55	3.621024	
2014-04-05 04:15	3.621024	
2014-04-05 04:35	3.084576	
2014-04-05 04:45	3.084576	
2014-04-05 04:55	3.084576	
2014-04-05 05:45	1.56464	
2014-04-05 06:52	1.56464	
2014-04-05 07:52	4.112768	
2014-04-05 08:13	2.592832	
2014-04-05 08:52	NA	
2014-04-05 09:52	5.14096	
2014-04-05 10:50	6.169152	
2014-04-05 11:50	5.677408	
2014-04-05 12:57	5.677408	
2014-04-05 13:48	5.677408	
2014-04-05 14:45	9.253728	
2014-04-05 15:45	10.28192	
2014-04-05 16:45	7.733792	
2014-04-05 17:45	7.733792	
2014-04-05 18:45	5.14096	
2014-04-05 20:15	0	
2014-04-05 20:35	2.056384	
2014-04-05 20:55	3.621024	
2014-04-05 21:15	1.56464	
2014-04-05 21:35	3.084576	
