site	dateTime	discharge
KongutaHeadDitch	2013-01-01 00:00:00	1.37
KongutaHeadDitch	2013-01-02 00:00:00	1.87
KongutaHeadDitch	2013-01-03 00:00:00	2.73
KongutaHeadDitch	2013-01-04 00:00:00	3.67
KongutaHeadDitch	2013-01-05 00:00:00	4.32
KongutaHeadDitch	2013-01-06 00:00:00	4.5
KongutaHeadDitch	2013-01-07 00:00:00	4.03
KongutaHeadDitch	2013-01-08 00:00:00	3.35
KongutaHeadDitch	2013-01-09 00:00:00	2.74
KongutaHeadDitch	2013-01-10 00:00:00	2.29
KongutaHeadDitch	2013-01-11 00:00:00	1.93
KongutaHeadDitch	2013-01-12 00:00:00	1.67
KongutaHeadDitch	2013-01-13 00:00:00	1.43
KongutaHeadDitch	2013-01-14 00:00:00	1.23
KongutaHeadDitch	2013-01-15 00:00:00	1.08
KongutaHeadDitch	2013-01-16 00:00:00	0.98
KongutaHeadDitch	2013-01-17 00:00:00	0.9
KongutaHeadDitch	2013-01-18 00:00:00	0.83
KongutaHeadDitch	2013-01-19 00:00:00	0.77
KongutaHeadDitch	2013-01-20 00:00:00	0.7
KongutaHeadDitch	2013-01-21 00:00:00	0.65
KongutaHeadDitch	2013-01-22 00:00:00	0.61
KongutaHeadDitch	2013-01-23 00:00:00	0.57
KongutaHeadDitch	2013-01-24 00:00:00	0.53
KongutaHeadDitch	2013-01-25 00:00:00	0.5
KongutaHeadDitch	2013-01-26 00:00:00	0.48
KongutaHeadDitch	2013-01-27 00:00:00	0.47
KongutaHeadDitch	2013-01-28 00:00:00	0.46
KongutaHeadDitch	2013-01-29 00:00:00	0.44
KongutaHeadDitch	2013-01-30 00:00:00	0.44
KongutaHeadDitch	2013-01-31 00:00:00	0.46
KongutaHeadDitch	2013-02-01 00:00:00	0.49
KongutaHeadDitch	2013-02-02 00:00:00	0.5
KongutaHeadDitch	2013-02-03 00:00:00	0.5
KongutaHeadDitch	2013-02-04 00:00:00	0.5
KongutaHeadDitch	2013-02-05 00:00:00	0.51
KongutaHeadDitch	2013-02-06 00:00:00	0.52
KongutaHeadDitch	2013-02-07 00:00:00	0.53
KongutaHeadDitch	2013-02-08 00:00:00	0.55
KongutaHeadDitch	2013-02-09 00:00:00	0.56
KongutaHeadDitch	2013-02-10 00:00:00	0.58
KongutaHeadDitch	2013-02-11 00:00:00	0.61
KongutaHeadDitch	2013-02-12 00:00:00	0.62
KongutaHeadDitch	2013-02-13 00:00:00	0.62
KongutaHeadDitch	2013-02-14 00:00:00	0.62
KongutaHeadDitch	2013-02-15 00:00:00	0.62
KongutaHeadDitch	2013-02-16 00:00:00	0.62
KongutaHeadDitch	2013-02-17 00:00:00	0.62
KongutaHeadDitch	2013-02-18 00:00:00	0.63
KongutaHeadDitch	2013-02-19 00:00:00	0.63
KongutaHeadDitch	2013-02-20 00:00:00	0.61
KongutaHeadDitch	2013-02-21 00:00:00	0.6
KongutaHeadDitch	2013-02-22 00:00:00	0.57
KongutaHeadDitch	2013-02-23 00:00:00	0.56
KongutaHeadDitch	2013-02-24 00:00:00	0.52
KongutaHeadDitch	2013-02-25 00:00:00	0.5
KongutaHeadDitch	2013-02-26 00:00:00	0.48
KongutaHeadDitch	2013-02-27 00:00:00	0.47
KongutaHeadDitch	2013-02-28 00:00:00	0.46
KongutaHeadDitch	2013-03-01 00:00:00	0.48
KongutaHeadDitch	2013-03-02 00:00:00	0.47
KongutaHeadDitch	2013-03-03 00:00:00	0.48
KongutaHeadDitch	2013-03-04 00:00:00	0.48
KongutaHeadDitch	2013-03-05 00:00:00	0.48
KongutaHeadDitch	2013-03-06 00:00:00	0.49
KongutaHeadDitch	2013-03-07 00:00:00	0.48
KongutaHeadDitch	2013-03-08 00:00:00	0.46
KongutaHeadDitch	2013-03-09 00:00:00	0.44
KongutaHeadDitch	2013-03-10 00:00:00	0.42
KongutaHeadDitch	2013-03-11 00:00:00	0.39
KongutaHeadDitch	2013-03-12 00:00:00	0.38
KongutaHeadDitch	2013-03-13 00:00:00	0.36
KongutaHeadDitch	2013-03-14 00:00:00	0.34
KongutaHeadDitch	2013-03-15 00:00:00	0.32
KongutaHeadDitch	2013-03-16 00:00:00	0.3
KongutaHeadDitch	2013-03-17 00:00:00	0.29
KongutaHeadDitch	2013-03-18 00:00:00	0.28
KongutaHeadDitch	2013-03-19 00:00:00	0.27
KongutaHeadDitch	2013-03-20 00:00:00	0.27
KongutaHeadDitch	2013-03-21 00:00:00	0.27
KongutaHeadDitch	2013-03-22 00:00:00	0.27
KongutaHeadDitch	2013-03-23 00:00:00	0.26
KongutaHeadDitch	2013-03-24 00:00:00	0.26
KongutaHeadDitch	2013-03-25 00:00:00	0.26
KongutaHeadDitch	2013-03-26 00:00:00	0.27
KongutaHeadDitch	2013-03-27 00:00:00	0.27
KongutaHeadDitch	2013-03-28 00:00:00	0.27
KongutaHeadDitch	2013-03-29 00:00:00	0.27
KongutaHeadDitch	2013-03-30 00:00:00	0.27
KongutaHeadDitch	2013-03-31 00:00:00	0.27
KongutaHeadDitch	2013-04-01 00:00:00	0.28
KongutaHeadDitch	2013-04-02 00:00:00	0.29
KongutaHeadDitch	2013-04-03 00:00:00	0.29
KongutaHeadDitch	2013-04-04 00:00:00	0.29
KongutaHeadDitch	2013-04-05 00:00:00	0.3
KongutaHeadDitch	2013-04-06 00:00:00	0.3
KongutaHeadDitch	2013-04-07 00:00:00	0.31
KongutaHeadDitch	2013-04-08 00:00:00	0.32
KongutaHeadDitch	2013-04-09 00:00:00	0.34
KongutaHeadDitch	2013-04-10 00:00:00	0.34
KongutaHeadDitch	2013-04-11 00:00:00	0.36
KongutaHeadDitch	2013-04-12 00:00:00	0.44
KongutaHeadDitch	2013-04-13 00:00:00	0.75
KongutaHeadDitch	2013-04-14 00:00:00	1.42
KongutaHeadDitch	2013-04-15 00:00:00	2.23
KongutaHeadDitch	2013-04-16 00:00:00	3.7
KongutaHeadDitch	2013-04-17 00:00:00	10.49
KongutaHeadDitch	2013-04-18 00:00:00	14.43
KongutaHeadDitch	2013-04-19 00:00:00	13.28
KongutaHeadDitch	2013-04-20 00:00:00	11.37
KongutaHeadDitch	2013-04-21 00:00:00	9.02
KongutaHeadDitch	2013-04-22 00:00:00	6.82
