site	dateTime	discharge
OhneRiver	2013-01-01 00:00:00	8.65
OhneRiver	2013-01-02 00:00:00	12.25
OhneRiver	2013-01-03 00:00:00	15.68
OhneRiver	2013-01-04 00:00:00	18.29
OhneRiver	2013-01-05 00:00:00	17.12
OhneRiver	2013-01-06 00:00:00	15.76
OhneRiver	2013-01-07 00:00:00	13.38
OhneRiver	2013-01-08 00:00:00	10.03
OhneRiver	2013-01-09 00:00:00	8.17
OhneRiver	2013-01-10 00:00:00	6.6
OhneRiver	2013-01-11 00:00:00	5.41
OhneRiver	2013-01-12 00:00:00	4.95
OhneRiver	2013-01-13 00:00:00	6.37
OhneRiver	2013-01-14 00:00:00	6.33
OhneRiver	2013-01-15 00:00:00	6.27
OhneRiver	2013-01-16 00:00:00	5.23
OhneRiver	2013-01-17 00:00:00	4.54
OhneRiver	2013-01-18 00:00:00	4.28
OhneRiver	2013-01-19 00:00:00	4.2
OhneRiver	2013-01-20 00:00:00	4.08
OhneRiver	2013-01-21 00:00:00	4.05
OhneRiver	2013-01-22 00:00:00	4.08
OhneRiver	2013-01-23 00:00:00	4.18
OhneRiver	2013-01-24 00:00:00	4.31
OhneRiver	2013-01-25 00:00:00	4.39
OhneRiver	2013-01-26 00:00:00	4.41
OhneRiver	2013-01-27 00:00:00	4.39
OhneRiver	2013-01-28 00:00:00	4.45
OhneRiver	2013-01-29 00:00:00	4.51
OhneRiver	2013-01-30 00:00:00	4.64
OhneRiver	2013-01-31 00:00:00	5.35
OhneRiver	2013-02-01 00:00:00	5.06
OhneRiver	2013-02-02 00:00:00	5.14
OhneRiver	2013-02-03 00:00:00	5.23
OhneRiver	2013-02-04 00:00:00	5.1
OhneRiver	2013-02-05 00:00:00	4.95
OhneRiver	2013-02-06 00:00:00	4.77
OhneRiver	2013-02-07 00:00:00	4.62
OhneRiver	2013-02-08 00:00:00	4.51
OhneRiver	2013-02-09 00:00:00	4.39
OhneRiver	2013-02-10 00:00:00	4.28
OhneRiver	2013-02-11 00:00:00	4.22
OhneRiver	2013-02-12 00:00:00	4.16
OhneRiver	2013-02-13 00:00:00	4.12
OhneRiver	2013-02-14 00:00:00	4.08
OhneRiver	2013-02-15 00:00:00	4.08
OhneRiver	2013-02-16 00:00:00	4.01
OhneRiver	2013-02-17 00:00:00	3.93
OhneRiver	2013-02-18 00:00:00	3.95
OhneRiver	2013-02-19 00:00:00	3.95
