dateTime	par
2012-05-31 13:50:00	438.34
2012-05-31 14:00:00	605.33
2012-05-31 14:10:00	793.19
2012-05-31 14:20:00	626.20
2012-05-31 14:30:00	487.05
2012-05-31 14:40:00	445.30
2012-05-31 14:50:00	514.88
2012-05-31 15:00:00	542.71
2012-05-31 15:10:00	584.46
2012-05-31 15:20:00	598.37
2012-05-31 15:30:00	654.04
2012-05-31 15:40:00	654.04
2012-05-31 15:50:00	862.77
2012-05-31 16:00:00	626.20
2012-05-31 16:10:00	514.88
2012-05-31 16:20:00	445.30
2012-05-31 16:30:00	459.22
2012-05-31 16:40:00	459.22
2012-05-31 16:50:00	438.34
2012-05-31 17:00:00	487.05
2012-05-31 17:10:00	514.88
2012-05-31 17:20:00	438.34
2012-05-31 17:30:00	528.79
2012-05-31 17:40:00	556.63
2012-05-31 17:50:00	890.60
2012-05-31 18:00:00	417.47
2012-05-31 18:10:00	382.68
2012-05-31 18:20:00	361.81
2012-05-31 18:30:00	243.52
2012-05-31 18:40:00	236.57
2012-05-31 18:50:00	233.09
2012-05-31 19:00:00	215.69
2012-05-31 19:10:00	208.73
2012-05-31 19:20:00	170.47
2012-05-31 19:30:00	149.59
2012-05-31 19:40:00	125.24
2012-05-31 19:50:00	93.93
2012-05-31 20:00:00	86.97
2012-05-31 20:10:00	74.80
2012-05-31 20:20:00	76.54
2012-05-31 20:30:00	85.23
2012-05-31 20:40:00	85.23
2012-05-31 20:50:00	67.84
2012-05-31 21:00:00	59.14
2012-05-31 21:10:00	54.79
2012-05-31 21:20:00	49.57
2012-05-31 21:30:00	34.79
2012-05-31 21:40:00	26.53
2012-05-31 21:50:00	21.31
2012-05-31 22:00:00	14.79
2012-05-31 22:10:00	10.55
2012-05-31 22:20:00	9.57
2012-05-31 22:30:00	7.18
2012-05-31 22:40:00	5.27
2012-05-31 22:50:00	3.91
2012-05-31 23:00:00	3.21
2012-05-31 23:10:00	2.28
2012-05-31 23:20:00	1.58
2012-05-31 23:30:00	1.14
2012-05-31 23:40:00	0.87
2012-05-31 23:50:00	0.65
2012-06-01 00:00:00	0.49
2012-06-01 00:10:00	0.38
2012-06-01 00:20:00	0.33
2012-06-01 00:30:00	0.22
2012-06-01 00:40:00	0.22
2012-06-01 00:50:00	0.22
2012-06-01 01:00:00	0.22
2012-06-01 01:10:00	0.33
2012-06-01 01:20:00	0.44
2012-06-01 01:30:00	0.54
2012-06-01 01:40:00	0.76
2012-06-01 01:50:00	1.03
2012-06-01 02:00:00	1.47
2012-06-01 02:10:00	1.96
2012-06-01 02:20:00	2.66
2012-06-01 02:30:00	3.70
2012-06-01 02:40:00	4.89
2012-06-01 02:50:00	6.79
2012-06-01 03:00:00	9.02
2012-06-01 03:10:00	13.05
2012-06-01 03:20:00	16.96
2012-06-01 03:30:00	23.48
2012-06-01 03:40:00	29.57
2012-06-01 03:50:00	40.01
2012-06-01 04:00:00	40.01
2012-06-01 04:10:00	59.14
2012-06-01 04:20:00	78.28
2012-06-01 04:30:00	67.84
2012-06-01 04:40:00	78.28
2012-06-01 04:50:00	81.75
2012-06-01 05:00:00	135.68
2012-06-01 05:10:00	156.55
2012-06-01 05:20:00	128.72
2012-06-01 05:30:00	149.59
2012-06-01 05:40:00	191.34
2012-06-01 05:50:00	163.51
2012-06-01 06:00:00	198.30
2012-06-01 06:10:00	250.48
2012-06-01 06:20:00	156.55
2012-06-01 06:30:00	170.47
2012-06-01 06:40:00	146.11
2012-06-01 06:50:00	222.65
