dateTime	doobs	depth
2012-06-01 00:00:00	8.605	0.5
2012-06-01 00:20:00	8.612011436	0.5
2012-06-01 00:40:00	8.602022845	0.5
2012-06-01 01:00:00	8.594034236	0.5
2012-06-01 01:20:00	8.492045106	0.5
2012-06-01 01:40:00	8.539056695	0.5
2012-06-01 02:00:00	8.518067867	0.5
2012-06-01 02:20:00	8.55707954	0.5
2012-06-01 02:40:00	8.596091318	0.5
2012-06-01 03:00:00	8.581102553	0.5
2012-06-01 03:20:00	8.53911339	0.5
2012-06-01 03:40:00	8.518124423	0.5
2012-06-01 04:00:00	8.562136435	0.5
2012-06-01 04:20:00	8.545147512	0.5
2012-06-01 04:40:00	8.482157688	0.5
2012-06-01 05:00:00	8.523169768	0.5
2012-06-01 05:20:00	8.45417962	0.5
2012-06-01 05:40:00	8.445190644	0.5
2012-06-01 06:00:00	8.403200854	0.5
2012-06-01 06:20:00	8.385211559	0.5
2012-06-01 06:40:00	8.414223464	0.5
2012-06-01 07:00:00	8.295231319	0.5
2012-06-01 07:20:00	8.382244876	0.5
2012-06-01 07:40:00	8.46125842	0.5
2012-06-01 08:00:00	8.504271027	0.5
2012-06-01 08:20:00	8.502282254	0.5
2012-06-01 08:40:00	8.496293337	0.5
2012-06-01 09:00:00	8.521305516	0.5
2012-06-01 09:20:00	8.388311886	0.5
2012-06-01 09:40:00	8.467326068	0.5
2012-06-01 10:00:00	8.488338149	0.5
2012-06-01 10:20:00	8.489349462	0.5
2012-06-01 10:40:00	8.455359291	0.5
2012-06-01 11:00:00	8.420368985	0.5
2012-06-01 11:20:00	8.418380077	0.5
2012-06-01 11:40:00	8.352388188	0.5
2012-06-01 12:00:00	8.423402674	0.5
2012-06-01 12:20:00	8.499417594	0.5
2012-06-01 12:40:00	8.537430799	0.5
2012-06-01 13:00:00	8.568443742	0.5
2012-06-01 13:20:00	8.434448003	0.5
2012-06-01 13:40:00	8.540464975	0.5
2012-06-01 14:00:00	8.53947626	0.5
2012-06-01 14:20:00	8.576489713	0.5
2012-06-01 14:40:00	8.567500577	0.5
2012-06-01 15:00:00	8.607514344	0.5
2012-06-01 15:20:00	8.662529135	0.5
2012-06-01 15:40:00	8.648539765	0.5
2012-06-01 16:00:00	8.659551951	0.5
2012-06-01 16:20:00	8.694565728	0.5
2012-06-01 16:40:00	8.696577407	0.5
2012-06-01 17:00:00	8.604582725	0.5
2012-06-01 17:20:00	8.567591597	0.5
2012-06-01 17:40:00	8.543601285	0.5
2012-06-01 18:00:00	8.474607683	0.5
2012-06-01 18:20:00	8.331608493	0.5
2012-06-01 18:40:00	8.333619706	0.5
2012-06-01 19:00:00	8.40863645	0.5
2012-06-01 19:20:00	8.378645306	0.5
2012-06-01 19:40:00	8.418659567	0.5
2012-06-01 20:00:00	8.588684292	0.5
2012-06-01 20:20:00	8.596696346	0.5
2012-06-01 20:40:00	8.576706116	0.5
2012-06-01 21:00:00	8.586718343	0.5
2012-06-01 21:20:00	8.64173442	0.5
2012-06-01 21:40:00	8.660747537	0.5
2012-06-01 22:00:00	8.675760353	0.5
2012-06-01 22:20:00	8.56276182	0.5
2012-06-01 22:40:00	8.665782493	0.5
2012-06-01 23:00:00	8.623790153	0.5
2012-06-01 23:20:00	8.681806997	0.5
2012-06-01 23:40:00	8.595810418	0.5
2012-06-02 00:00:00	8.660828048	0.5
2012-06-02 00:20:00	8.606834315	0.5
2012-06-02 00:40:00	8.637848792	0.5
2012-06-02 01:00:00	8.601856677	0.5
2012-06-02 01:20:00	8.588866789	0.5
2012-06-02 01:40:00	8.603879729	0.5
2012-06-02 02:00:00	8.574888151	0.5
2012-06-02 02:20:00	8.468888418	0.5
2012-06-02 02:40:00	8.62991677	0.5
2012-06-02 03:00:00	8.588923821	0.5
2012-06-02 03:20:00	8.581934465	0.5
2012-06-02 03:40:00	8.596947515	0.5
2012-06-02 04:00:00	8.587957928	0.5
2012-06-02 04:20:00	8.557965947	0.5
2012-06-02 04:40:00	8.467967033	0.5
2012-06-02 05:00:00	8.421972964	0.5
2012-06-02 05:20:00	8.374978656	0.5
2012-06-02 05:40:00	8.404993325	0.5
2012-06-02 06:00:00	8.345997435	0.5
2012-06-02 06:20:00	8.402015287	0.5
2012-06-02 06:40:00	8.411027545	0.5
2012-06-02 07:00:00	8.453043902	0.5
2012-06-02 07:20:00	8.456055503	0.5
2012-06-02 07:40:00	8.382057397	0.5
2012-06-02 08:00:00	8.401070951	0.5
2012-06-02 08:20:00	8.359076698	0.5
2012-06-02 08:40:00	8.369089101	0.5
2012-06-02 09:00:00	8.358098769	0.5
2012-06-02 09:20:00	8.352109073	0.5
2012-06-02 09:40:00	8.435131298	0.5
2012-06-02 10:00:00	8.359132205	0.5
2012-06-02 10:20:00	8.338140434	0.5
2012-06-02 10:40:00	8.455167668	0.5
2012-06-02 11:00:00	8.401171367	0.5
2012-06-02 11:20:00	8.387180554	0.5
2012-06-02 11:40:00	8.314181319	0.5
2012-06-02 12:00:00	8.409205987	0.5
2012-06-02 12:20:00	8.415218024	0.5
2012-06-02 12:40:00	8.413228908	0.5
2012-06-02 13:00:00	8.37123389	0.5
2012-06-02 13:20:00	8.420252296	0.5
2012-06-02 13:40:00	8.44126663	0.5
2012-06-02 14:00:00	8.418274359	0.5
2012-06-02 14:20:00	8.427286914	0.5
2012-06-02 14:40:00	8.348285935	0.5
2012-06-02 15:00:00	8.394304171	0.5
2012-06-02 15:20:00	8.434321588	0.5
2012-06-02 15:40:00	8.43933358	0.5
2012-06-02 16:00:00	8.442345266	0.5
2012-06-02 16:20:00	8.507366924	0.5
2012-06-02 16:40:00	8.489375306	0.5
2012-06-02 17:00:00	8.488386418	0.5
2012-06-02 17:20:00	8.484397032	0.5
2012-06-02 17:40:00	8.450402656	0.5
2012-06-02 18:00:00	8.435411369	0.5
2012-06-02 18:20:00	8.3994165	0.5
2012-06-02 18:40:00	8.408429186	0.5
2012-06-02 19:00:00	8.417441895	0.5
2012-06-02 19:20:00	8.463461017	0.5
2012-06-02 19:40:00	8.455470865	0.5
2012-06-02 20:00:00	8.459482797	0.5
2012-06-02 20:20:00	8.485498625	0.5
2012-06-02 20:40:00	8.489510606	0.5
2012-06-02 21:00:00	8.494522778	0.5
2012-06-02 21:20:00	8.476530809	0.5
2012-06-02 21:40:00	8.494545342	0.5
2012-06-02 22:00:00	8.497557174	0.5
2012-06-02 22:20:00	8.473564029	0.5
2012-06-02 22:40:00	8.520584022	0.5
2012-06-02 23:00:00	8.538598709	0.5
2012-06-02 23:20:00	8.520606655	0.5
2012-06-02 23:40:00	8.54462253	0.5
2012-06-03 00:00:00	8.542633496	0.5
2012-06-03 00:20:00	8.565649271	0.5
2012-06-03 00:40:00	8.582663944	0.5
2012-06-03 01:00:00	8.590676905	0.5
2012-06-03 01:20:00	8.60969205	0.5
2012-06-03 01:40:00	8.603702298	0.5
2012-06-03 02:00:00	8.581709342	0.5
2012-06-03 02:20:00	8.586721742	0.5
2012-06-03 02:40:00	8.59873557	0.5
2012-06-03 03:00:00	8.624752273	0.5
2012-06-03 03:20:00	8.629764751	0.5
2012-06-03 03:40:00	8.635777448	0.5
2012-06-03 04:00:00	8.601781873	0.5
2012-06-03 04:20:00	8.59379163	0.5
2012-06-03 04:40:00	8.62180892	0.5
2012-06-03 05:00:00	8.600815936	0.5
2012-06-03 05:20:00	8.613830122	0.5
2012-06-03 05:40:00	8.587836003	0.5
2012-06-03 06:00:00	8.602850637	0.5
2012-06-03 06:20:00	8.604862496	0.5
2012-06-03 06:40:00	8.600873054	0.5
2012-06-03 07:00:00	8.603885135	0.5
2012-06-03 07:20:00	8.625901413	0.5
2012-06-03 07:40:00	8.627913313	0.5
2012-06-03 08:00:00	8.60792031	0.5
2012-06-03 08:20:00	8.624935559	0.5
2012-06-03 08:40:00	8.592939789	0.5
2012-06-03 09:00:00	8.601953246	0.5
2012-06-03 09:20:00	8.599964215	0.5
2012-06-03 09:40:00	8.621980692	0.5
2012-06-03 10:00:00	8.604988215	0.5
2012-06-03 10:20:00	8.514978725	0.5
2012-06-03 10:40:00	8.544997048	0.5
2012-06-03 11:00:00	8.57901639	0.5
2012-06-03 11:20:00	8.496008162	0.5
2012-06-03 11:40:00	8.54803181	0.5
2012-06-03 12:00:00	8.560046032	0.5
2012-06-03 12:20:00	8.568059325	0.5
2012-06-03 12:40:00	8.600078441	0.5
2012-06-03 13:00:00	8.586086461	0.5
2012-06-03 13:20:00	8.605102508	0.5
2012-06-03 13:40:00	8.58110804	0.5
2012-06-03 14:00:00	8.605125367	0.5
2012-06-03 14:20:00	8.611138287	0.5
2012-06-03 14:40:00	8.66016196	0.5
2012-06-03 15:00:00	8.653171706	0.5
2012-06-03 15:20:00	8.659184713	0.5
2012-06-03 15:40:00	8.652194439	0.5
2012-06-03 16:00:00	8.634201341	0.5
2012-06-03 16:20:00	8.588201017	0.5
2012-06-03 16:40:00	8.694239738	0.5
2012-06-03 17:00:00	8.576220723	0.5
2012-06-03 17:20:00	8.65425242	0.5
2012-06-03 17:40:00	8.660265485	0.5
2012-06-03 18:00:00	8.668279092	0.5
2012-06-03 18:20:00	8.681294042	0.5
2012-06-03 18:40:00	8.717315136	0.5
2012-06-03 19:00:00	8.724328584	0.5
2012-06-03 19:20:00	8.709336147	0.5
2012-06-03 19:40:00	8.66933693	0.5
2012-06-03 20:00:00	8.614333542	0.5
2012-06-03 20:20:00	8.536323746	0.5
2012-06-03 20:40:00	8.55734083	0.5
2012-06-03 21:00:00	8.637374192	0.5
2012-06-03 21:20:00	8.701403347	0.5
2012-06-03 21:40:00	8.686410741	0.5
2012-06-03 22:00:00	8.682421163	0.5
2012-06-03 22:20:00	8.647422886	0.5
2012-06-03 22:40:00	8.653436062	0.5
2012-06-03 23:00:00	8.687457175	0.5
2012-06-03 23:20:00	8.659460755	0.5
2012-06-03 23:40:00	8.644467974	0.5
2012-06-04 00:00:00	8.528446175	0.5
2012-06-04 00:20:00	8.672499009	0.5
2012-06-04 00:40:00	8.678512266	0.5
2012-06-04 01:00:00	8.58549674	0.5
2012-06-04 01:20:00	8.617517495	0.5
2012-06-04 01:40:00	8.59152131	0.5
2012-06-04 02:00:00	8.405477874	0.5
