year	doy	gppCoeff	rCoeff	Q	nll	doInit	converge
2013	15	5.27178587429205e-26	-9.4378438003152e-10	0.247136251470596	103.649329156918	8.04356557988381	0
2013	16	3.05367533599521e-11	-8.65637704571123e-12	0.468601635017858	149.757273711857	8.03834421719552	0
2013	17	9.99197876078888e-11	-1.95076087728504e-20	1.59953006437283	238.114909599461	6.83859607538814	0
2013	18	1.22641061899368e-18	-1.10906020324356e-08	0.7895835223723	186.019462494773	7.01032922148358	0
2013	19	5.27208112503989e-11	-1.96144947660583e-09	0.428521346935636	143.351686537022	7.93118970481549	0
2013	20	1.47857198491085e-10	-1.31189737008383e-09	0.19436138544039	86.3930832000075	8.11376462168672	0
2013	21	2.45614628987642e-11	-7.67894747258564e-12	0.342224877472472	127.126379981973	8.24800587810198	0
2013	22	9.15997782197308e-12	-4.52024548228023e-08	0.949853146938721	200.636933435915	8.06846893779785	0
2013	23	3.28582558653464e-25	-3.51614915297726e-09	0.283540932584332	112.770549328118	8.23283815547177	0
2013	24	2.41791007715807e-13	-2.63045798223363e-08	0.175841583548487	79.2031099381295	9.37159412507188	0
2013	25	1.38011465686246e-10	-3.13001683725179e-10	0.927209878005517	198.864372005255	8.59094135415787	0
2013	26	3.64922222145009e-11	-2.08451505020705e-31	1.5939633645353	237.920107166263	8.40060319926351	0
2013	27	1.81567754680888e-14	-2.13578089818848e-07	2.18281865135029	260.501938612145	7.99977269041677	0
2013	28	1.32758162420403e-11	-6.39304828055049e-09	1.60901615509576	236.906596280851	6.63810533435012	0
2013	29	9.07100190895472e-14	-1.16706489015506e-08	0.303866288620042	118.588812023737	7.98886655244943	0
2013	30	2.66312965489633e-10	-3.4374534240961e-09	1.98190969250742	253.571532967285	7.90426321746706	0
2013	31	7.3915646293175e-35	-2.36877147897848e-09	0.0646755001398073	7.1429396385415	8.91100497598699	0
2013	32	5.50759179767125e-09	-1.37071400522284e-22	1.46891410065389	230.466101579433	8.7033727879678	1
2013	33	9.29165031737462e-34	-6.30551678235559e-09	0.380510859775762	134.743299567921	8.08015294519604	0
2013	34	5.9276553785213e-14	-2.33747974683795e-08	0.652554918238159	173.556582695833	7.82034990455299	0
2013	35	4.90699042856037e-17	-1.7812502130394e-08	0.712654736947267	179.946882261458	7.73956540803918	0
2013	36	4.82575610549742e-15	-2.26058052826031e-07	0.965806120367839	200.39913786253	7.93902071573683	0
2013	37	3.82155088798134e-10	-1.08195581883116e-07	1.29170943373895	222.741790107269	7.53126488709516	0
2013	38	4.25438500273706e-17	-4.95168246344311e-09	0.443431956016765	145.817819468684	8.17789848307485	0
2013	39	6.29343743696046e-10	-6.9438791105604e-08	0.427891652556645	143.182217864903	8.13525938973668	0
2013	40	3.19089339083701e-11	-1.73949644744646e-10	0.439455442499936	144.122688343284	7.81686253640853	0
2013	41	6.33186165924323e-11	-1.51518589981655e-07	0.850570819321031	192.706616923148	6.87726344149033	0
2013	42	4.65790285916891e-13	-2.55148345280283e-07	1.28057963027046	222.207748653555	5.84941294890599	0
2013	43	3.176187953784e-19	-2.00712446173474e-08	0.536718697011782	159.47805191196	6.76951750338957	0
2013	44	8.79930276256226e-24	-6.13350115840218e-08	0.146353938990541	65.5209355124316	7.1470270431822	0
2013	45	2.88368651535918e-12	-2.96716298831291e-09	0.320770151911428	122.456085556575	7.07005731884504	0
2013	46	2.90754274133758e-10	-1.39212577300746e-28	0.329447352905312	124.302168248349	6.89815010784095	0
2013	47	1.25670848726417e-09	-3.21668138017217e-08	0.61217679040759	168.915998482574	6.34659476609346	0
2013	48	5.81177525428238e-09	-2.36218867461222e-10	0.804026118183582	187.497870195341	6.09875606800849	0
2013	49	3.39793781792187e-10	-3.03944538360883e-13	1.12347674849566	212.824812454855	5.27810993668077	0
2013	50	2.90741148117923e-10	-1.26249758575934e-14	1.24531331221568	220.041078031137	5.06082565828757	0
2013	51	1.29117410995451e-09	-1.30114804656315e-07	0.768059604952092	185.605533573725	6.19795372690129	0
2013	52	1.00288044775067e-10	-1.07652350476628e-08	0.569341662675535	162.676184095763	6.15309264552303	0
2013	53	2.13905018485371e-31	-9.00323603251908e-07	1.25311941007562	220.695512988045	5.09980075380482	0
2013	54	1.90551886039621e-12	-7.22349358571442e-07	0.604686818216622	167.798459271757	5.43001438678063	0
2013	55	4.10767818971715e-11	-4.66035826928901e-09	0.807083182668436	188.914067304858	6.16056169877055	0
2013	56	1.10247903570594e-11	-1.24918828927431e-07	0.473237510510232	149.44984812479	5.9038059090358	0
2013	57	1.36002545412572e-09	-5.62176862418241e-09	2.32336667087991	265.144944107596	4.83310797459346	0
2013	58	1.205583793526e-14	-1.09640751445349e-07	1.7149148923213	243.121540540249	4.63173051505826	0
2013	59	7.22312132331016e-17	-9.60168077833349e-07	3.87559701320145	301.704762431061	4.00940525002591	0
2013	60	9.57992619543847e-13	-8.12396318276969e-07	7.36465366842809	345.59441805899	2.75608806695644	0
2013	61	3.28558100796577e-10	-4.20574815871583e-14	1.20482185908963	217.608178233814	4.61876965043026	0
2013	62	6.92319546109313e-17	-3.80038190373111e-07	3.26565797941894	289.365374783624	4.36880975830051	0
2013	63	2.11434671461309e-16	-1.33084702721679e-07	1.92411355595366	251.526893119059	4.97693144400345	0
2013	64	3.8320164374336e-10	-2.137746524171e-08	2.03752099207947	253.735544951759	4.77368408863533	0
2013	65	4.09494607701007e-26	-1.82059187760642e-06	5.41789346532035	325.86549870607	2.91791533045756	0
2013	66	8.74523022534254e-11	-2.53344570681212e-06	2.6130202593922	273.533164825106	3.98222690019567	0
2013	67	1.41294456008256e-09	-8.03025973393389e-07	1.0462268732194	207.31887733588	4.99407357950859	0
2013	68	1.20262404145611e-30	-2.03551963830075e-06	1.38240737685858	226.544259738842	4.4781696659863	0
2013	69	1.45374197002917e-10	-6.1653756368675e-26	0.203704014352917	89.5648330265449	5.33430604094755	0
2013	70	4.21903516629799e-23	-5.4467675177349e-07	0.355863778587341	130.114988357626	6.47609264208641	0
2013	71	1.89827233088188e-15	-3.13575384333968e-06	0.675219278342729	176.473673278923	6.1507170902132	0
2013	72	3.1727291430659e-12	-1.40821414492808e-06	1.67549871895769	239.46033354341	5.3601201105012	0
2013	73	1.64458649839554e-07	-0.00052956945592663	0.485569592945873	154.725333098293	5.32758808202272	0
2013	74	1.59196569083792e-09	-1.53567837252708e-09	5.0589232992221	320.890413927462	3.60494340691519	0
2013	75	1.00144868240418e-09	-2.52258101832976e-05	1.14167483120483	214.553120352861	3.62321875366307	0
2013	76	3.47087038445029e-13	-2.8895434256498e-06	0.9683364041144	200.890067957115	6.00149118060843	0
2013	77	2.69256950244685e-09	-9.55301973023866e-12	2.74190405663225	277.096388428761	4.20042079676918	0
